year,un_DET appât_NOUN,un_DET papa_NOUN
1848,4.0628368735973197e-07,5.631655031201888e-09
1849,4.0137396695172356e-07,2.0948537571285897e-08
1850,3.475966039445666e-07,1.5614690873633208e-08
1851,3.4182025077100775e-07,1.5478653025979838e-08
1852,3.912837722719331e-07,3.255272562618927e-08
1853,3.439832614304805e-07,1.6124216184465467e-08
1854,3.268072992779203e-07,1.0391328519876453e-08
1855,3.900598741779504e-07,6.368324534378189e-09
1856,3.0856047644745033e-07,1.7602443114217436e-08
1857,3.919851716549516e-07,1.8549734304151855e-08
1858,3.440254194853054e-07,1.9085335867252695e-08
1859,3.350650086275664e-07,2.7497735421988523e-08
1860,3.1902973240960364e-07,1.1442959801932773e-08
1861,3.2681628958641795e-07,2.2165029478493636e-08
1862,3.1761442198519063e-07,2.0782737364388737e-08
1863,2.8269553187243446e-07,1.49838623730858e-08
1864,3.55768804638501e-07,8.918193827867071e-08
1865,3.0217939928078863e-07,3.577201745930125e-08
1866,3.1188579896479496e-07,5.060237517895416e-08
1867,3.6735783659480603e-07,7.667442147862857e-08
1868,3.28501636781553e-07,2.667532061906286e-08
1869,2.822673934588238e-07,2.246418828732999e-08
1870,2.7638114108441414e-07,1.8922360567330543e-08
1871,2.0498872288499115e-07,2.0180236148803488e-08
1872,2.727350131292994e-07,2.4189357850090687e-08
1873,2.7056739781983197e-07,2.21482157058972e-08
1874,2.509335754186104e-07,1.1351757034372412e-08
1875,2.9751941593714193e-07,1.3159512091132086e-08
1876,2.6058323943090045e-07,2.4184059421727966e-08
1877,2.6965797550460024e-07,3.401648851486527e-08
1878,2.6451209578226553e-07,2.536417165188709e-08
1879,2.4620581007273046e-07,4.2765275543033e-08
1880,2.4323635949841105e-07,3.2089231716270206e-08
1881,2.475240319377292e-07,5.229380600768607e-08
1882,2.502424898409572e-07,2.5956001348248492e-08
1883,2.6604417291409277e-07,5.1818579205331616e-08
1884,2.2775855246237597e-07,5.743476361175226e-08
1885,2.2495268581224082e-07,3.351730476497394e-08
1886,2.6910945549740717e-07,4.19475141844039e-08
1887,2.1610739825428382e-07,3.982644036781835e-08
1888,2.644036385390791e-07,2.663058151775033e-08
1889,2.7065389796021577e-07,5.5759716843795104e-08
1890,2.910147485768455e-07,3.932631936764963e-08
1891,2.562436520747724e-07,4.398211705947119e-08
1892,1.9871184875341896e-07,3.949162930005912e-08
1893,2.0076437601268537e-07,3.325545022692111e-08
1894,1.8841602611452402e-07,3.843938944925185e-08
1895,1.5227095251368894e-07,2.888934957923084e-08
1896,2.040372017453329e-07,4.540712283951365e-08
1897,1.4333715814274228e-07,3.146425353595106e-08
1898,1.669214687582965e-07,4.2437662717276226e-08
1899,1.6748562181589932e-07,7.84916149854098e-08
1900,1.692283291276908e-07,6.073532032857543e-08
1901,2.084599657337094e-07,3.6885677623388347e-08
1902,1.6056627893945574e-07,3.5354043026458726e-08
1903,1.8306747051610728e-07,4.644189344205074e-08
1904,2.2197202564910867e-07,4.2997001514777367e-08
1905,1.7340150826328227e-07,3.1996706617576365e-08
1906,1.8004645463420843e-07,2.8293014320279752e-08
1907,2.1394228078008837e-07,5.399985647525085e-08
1908,2.2150365208695177e-07,6.286578102532303e-08
1909,1.8208255497809134e-07,4.455796753788377e-08
1910,1.918550083246373e-07,6.306097843911118e-08
1911,1.8514901722888055e-07,5.320374174555553e-08
1912,1.875391599792664e-07,6.147117082022646e-08
1913,2.068166007895833e-07,5.568139155309737e-08
1914,1.493373877892168e-07,5.089525212387258e-08
1915,1.2369800117539853e-07,6.479418868110542e-08
1916,1.7250315753614132e-07,7.471474194886696e-08
1917,1.9520235672310093e-07,4.3865698851064394e-08
1918,1.7344428560051028e-07,2.5270028736201766e-08
1919,1.4732557929164614e-07,7.826671200028557e-08
1920,1.567451994866076e-07,5.224839760842315e-08
1921,1.5978497458490892e-07,5.2251957427529305e-08
1922,1.7338148583512236e-07,4.648099449777732e-08
1923,1.295145715118906e-07,8.068120527227052e-08
1924,2.0110934739747677e-07,6.703644828132127e-08
1925,2.1776392600258987e-07,6.59890682097597e-08
1926,2.418712043983362e-07,8.136681040049609e-08
1927,2.4639785856095386e-07,9.476841233979627e-08
1928,1.896722845451393e-07,5.941541447729293e-08
1929,2.15009848147929e-07,8.243900628812639e-08
1930,1.974677461547003e-07,9.768351105776674e-08
1931,2.5776106404862276e-07,5.24646406319107e-08
1932,1.8192830752994382e-07,4.603005310244157e-08
1933,1.9500125514326783e-07,5.964744409503453e-08
1934,2.0488502272542064e-07,4.912447870708547e-08
1935,2.333815345423318e-07,7.659702028206539e-08
1936,1.9763284608842469e-07,4.364897288056113e-08
1937,2.190854568873135e-07,6.42147024443318e-08
1938,1.7762343906824185e-07,7.001215607260747e-08
1939,2.538812440278093e-07,7.341144225847529e-08
1940,1.9018371233414655e-07,4.817987475647101e-08
1941,1.6233263977483148e-07,5.31270463177691e-08
1942,3.064553908416201e-07,9.709477488684115e-08
1943,2.032264636575576e-07,9.290352753765774e-08
1944,2.7954720316358816e-07,6.426372500811794e-08
1945,2.2656441833746044e-07,8.278315277721049e-08
1946,2.0464023009481025e-07,6.542918917773477e-08
1947,3.0159802122398105e-07,6.079644321310695e-08
1948,2.5440216200323107e-07,7.175445881912879e-08
1949,1.82596356701481e-07,5.2030143971038e-08
1950,1.9888125901701414e-07,5.8494488808236156e-08
1951,2.420138250913695e-07,4.5844026574926033e-08
1952,2.2882224359754844e-07,4.5342656740388065e-08
1953,2.5318493968029543e-07,6.787511175332384e-08
1954,2.2672283872537946e-07,4.006739851014629e-08
1955,2.0554481761081433e-07,6.10064510020436e-08
1956,1.9971414921826636e-07,6.366433380478043e-08
1957,1.9790484062642832e-07,6.272876840185404e-08
1958,1.6213596776282202e-07,5.211513270930723e-08
1959,1.720666080728961e-07,6.820658171591276e-08
1960,1.7440500443832718e-07,6.436375132867767e-08
1961,1.7022990017601103e-07,9.310533566342372e-08
1962,1.6425667226371843e-07,5.834599720033751e-08
1963,1.513056506752264e-07,6.983337441646142e-08
1964,1.8799462231378072e-07,5.7189301239102264e-08
1965,1.2530978921176938e-07,6.347570513653977e-08
1966,1.6451052520238818e-07,6.36993591207613e-08
1967,1.543195049524826e-07,7.198289853072026e-08
1968,1.8235148585565852e-07,4.6261582786755184e-08
1969,1.8303284510245987e-07,5.2230216096571525e-08
1970,1.5451716062209186e-07,5.0585973909722526e-08
1971,1.3000144993835505e-07,4.6759415894825906e-08
1972,1.5698249167250822e-07,6.15617619104114e-08
1973,1.50510461649489e-07,7.828749343241626e-08
1974,1.3557627664972927e-07,8.607124479809158e-08
1975,1.2736600574214663e-07,5.768595023880607e-08
1976,1.348392344446836e-07,9.084507901491179e-08
1977,1.5103329387144981e-07,7.581048483418229e-08
1978,1.1168311675469056e-07,8.910887139279566e-08
1979,1.7146282416113934e-07,7.080887831634186e-08
1980,1.3018995576041803e-07,1.0574380149286355e-07
1981,1.4991552732546154e-07,1.1196222970966119e-07
1982,1.390480557361684e-07,9.373328468953446e-08
1983,1.2946397998092607e-07,9.47297396081126e-08
1984,1.7455015299816523e-07,1.351168992247409e-07
1985,1.2091271761605071e-07,1.2151427064566178e-07
1986,1.5285937426945395e-07,1.1029853164146175e-07
1987,1.484928491279902e-07,1.0510604830926695e-07
1988,1.2113038372341123e-07,1.355221126431161e-07
1989,1.2128750559448065e-07,1.2567799467788632e-07
1990,1.29677895976954e-07,1.4384438973280567e-07
1991,1.2367692048265155e-07,1.4595048591914406e-07
1992,1.0854590359876681e-07,1.0909689573956882e-07
1993,1.23524319661783e-07,1.4291154681878027e-07
1994,1.3556561340166695e-07,1.6563269666924896e-07
1995,1.371880093969935e-07,1.371880056222352e-07
1996,1.0249136828122118e-07,1.211746922802348e-07
1997,1.2322879427983935e-07,1.5151865850882018e-07
1998,1.463815717528405e-07,1.635468320770883e-07
1999,1.3939114062999636e-07,1.8006592661379273e-07
2000,1.1707783409420358e-07,1.599327346113455e-07
2001,1.3187447489571014e-07,1.546567771626428e-07
2002,1.1960734358495984e-07,1.7218200998314614e-07
2003,1.4584229823810801e-07,1.6000983560360282e-07
2004,1.2421511574878252e-07,2.0878710493832386e-07
2005,1.3466211035151332e-07,1.9546273932746772e-07
2006,1.614212896683398e-07,2.3966119311324974e-07
2007,1.3621175098954552e-07,3.4791917569165776e-07
2008,1.5752526438816972e-07,3.112188453613385e-07
2009,1.721317524072674e-07,3.6572035355675325e-07
2010,2.182392346838924e-07,4.544288891850101e-07
2011,2.0534729827659248e-07,4.646126088303504e-07
2012,2.3046790253999916e-07,5.794037942763453e-07
2013,3.1126635846590034e-07,6.345259553341975e-07
2014,3.466877682711811e-07,5.831544109824449e-07
2015,2.690922613624025e-07,5.499323281199509e-07
2016,3.175364273744208e-07,5.880534637014989e-07
2017,2.900499742608531e-07,6.930509206526381e-07
2018,2.8292875953184193e-07,6.747954106600673e-07
2019,2.6606802272510777e-07,6.645323349374621e-07
