year,son_DET or_NOUN,son_DET port_NOUN
1877,6.957918161631937e-07,1.6402132096970945e-06
1878,5.284202395650084e-07,1.6553141666264537e-06
1879,6.763023017164471e-07,1.3831512326589745e-06
1880,6.052028771463824e-07,1.4927910321205218e-06
1881,6.066081423838909e-07,1.633658481381417e-06
1882,6.442412558982369e-07,1.476830007618446e-06
1883,5.207135540530317e-07,1.5077943071872824e-06
1884,6.03395125864381e-07,1.7481293674848075e-06
1885,5.240301841347161e-07,1.3883898866140498e-06
1886,6.434103374530764e-07,1.4571921482797734e-06
1887,4.642065440929599e-07,1.403065912342072e-06
1888,5.788981156662487e-07,1.5020916421804031e-06
1889,4.836685678633046e-07,1.4334633249291073e-06
1890,4.771593222763215e-07,1.4963664369815888e-06
1891,5.341596658325898e-07,1.5247134008689045e-06
1892,5.353309795452788e-07,1.4047736698330482e-06
1893,5.129961102579017e-07,1.4774041297016538e-06
1894,4.801772890417055e-07,1.5671927862115353e-06
1895,6.157042493626363e-07,1.3252988644296693e-06
1896,4.876842885082056e-07,1.374007787546816e-06
1897,4.876959378563583e-07,1.4904732807963228e-06
1898,4.6002423870206144e-07,1.5866027140987171e-06
1899,5.162758043297799e-07,1.2801871740464321e-06
1900,5.684203263633947e-07,1.4529758161074824e-06
1901,4.4989349268220735e-07,1.5799364980750852e-06
1902,4.104997359810625e-07,1.4308567095611124e-06
1903,3.866557785059399e-07,1.5849646857191146e-06
1904,3.568751072435816e-07,1.819310625705839e-06
1905,4.2576262693216904e-07,1.4011461217933174e-06
1906,4.0381847998816056e-07,1.445515884768156e-06
1907,3.908560906040748e-07,1.468796071435463e-06
1908,4.543034899384679e-07,1.486677454920482e-06
1909,4.2357574336904236e-07,1.529823570933786e-06
1910,4.6440669576597315e-07,1.3595519874343154e-06
1911,4.080726885291597e-07,1.4274563433502863e-06
1912,4.3550760508992425e-07,1.427381409513373e-06
1913,4.5923891800470074e-07,1.5320336963497994e-06
1914,5.156492521862788e-07,1.587128235058799e-06
1915,7.056676145644758e-07,1.6351698093330924e-06
1916,8.735032057671788e-07,1.5415409393426671e-06
1917,7.204940737359777e-07,1.734888392945777e-06
1918,6.133725038992566e-07,1.5219448759040688e-06
1919,5.312928510470272e-07,1.5331067757529127e-06
1920,6.125935283485262e-07,1.4054062660306954e-06
1921,4.369475385956889e-07,1.2449596766828108e-06
1922,5.179310766934009e-07,1.4254171745164967e-06
1923,5.509677052373263e-07,1.4129827334841139e-06
1924,5.053516742847819e-07,1.3781146996905136e-06
1925,5.279125154800113e-07,1.2691897346428505e-06
1926,5.305561736612674e-07,1.4155595629006257e-06
1927,4.86106193520186e-07,1.4538588857249124e-06
1928,4.821789429954038e-07,1.4042604910002865e-06
1929,3.7654574125411955e-07,1.5462884093153662e-06
1930,4.190937912262882e-07,1.3213532952249807e-06
1931,4.5621427080533294e-07,1.392594050741991e-06
1932,5.446889931315368e-07,1.3052807688040957e-06
1933,3.590317374513319e-07,1.2090077667892274e-06
1934,4.52903742953481e-07,1.448573037521328e-06
1935,4.1769310410444405e-07,1.1405775026673837e-06
1936,4.38914678824176e-07,1.3325061516411552e-06
1937,4.0669312006968994e-07,1.3825048199578305e-06
1938,4.200729367687117e-07,1.2018753388076675e-06
1939,3.8235127419739e-07,1.0139955541887957e-06
1940,4.057252613876017e-07,9.712048640864168e-07
1941,4.899494241428215e-07,1.115667927820141e-06
1942,3.9444752530926053e-07,1.2834715299447907e-06
1943,4.412917617990786e-07,1.251294410309356e-06
1944,4.3378013181438746e-07,1.1728129560850675e-06
1945,4.5530733450149796e-07,1.0173613844699503e-06
1946,4.329463472174666e-07,9.494193307091336e-07
1947,3.7073909719964604e-07,1.0752625421162065e-06
1948,4.533577246945697e-07,1.301365010419886e-06
1949,3.7402802854913375e-07,1.064163718922373e-06
1950,3.935083658923588e-07,1.1220306319614792e-06
1951,4.2219152396327786e-07,1.105587372762784e-06
1952,3.4481507549255497e-07,1.056589347570025e-06
1953,3.436851003790764e-07,9.750313871847993e-07
1954,3.3617524453077863e-07,1.058365661776861e-06
1955,3.2286490858624006e-07,1.2163747342697206e-06
1956,3.505898824585074e-07,9.837447407790023e-07
1957,2.9155624492460674e-07,9.709706461080714e-07
1958,3.069002305622348e-07,9.91842012965094e-07
1959,2.666257157279972e-07,1.0052720043063346e-06
1960,3.4604165533025366e-07,9.377728957815634e-07
1961,3.119723412936537e-07,9.73437103368724e-07
1962,3.7227282811969076e-07,9.576354074170013e-07
1963,3.4464063247696686e-07,9.071872426602567e-07
1964,3.473945788812216e-07,8.870425673990212e-07
1965,3.5130519604464894e-07,8.618468321230921e-07
1966,4.1266106931558966e-07,9.49951328266252e-07
1967,3.860452744142151e-07,8.563992963672717e-07
1968,4.275827796274001e-07,9.791286359472906e-07
1969,3.9422457165372293e-07,9.36510479832009e-07
1970,3.453642425377268e-07,8.92612529668213e-07
1971,3.653400506564708e-07,8.298511922077978e-07
1972,3.4474587895516606e-07,7.972248354803924e-07
1973,3.5946089393945613e-07,8.4131490396544e-07
1974,2.700274317479767e-07,7.588896071553108e-07
1975,2.7357990672882693e-07,8.407298928148066e-07
1976,3.4452568264953243e-07,7.621845110605818e-07
1977,3.2145996753385475e-07,7.110905801965828e-07
1978,3.3326716497583675e-07,8.055441913512595e-07
1979,3.721855139637853e-07,7.666085206636808e-07
1980,2.9505933341056334e-07,7.782971298553321e-07
1981,3.479052332888699e-07,6.920151132128183e-07
1982,3.1223736085550513e-07,7.877320422622347e-07
1983,3.2334418254009734e-07,7.142622688860456e-07
1984,2.992288292702483e-07,6.947212352059751e-07
1985,2.863405677011599e-07,7.363043321717555e-07
1986,2.967270318343651e-07,7.517085034436377e-07
1987,3.4220575306775913e-07,6.465244180020591e-07
1988,2.770407956376175e-07,7.105916450811378e-07
1989,2.936145406806645e-07,7.271762090255152e-07
1990,2.8278498986900047e-07,8.439960463846319e-07
1991,2.707997031059506e-07,7.748857200340353e-07
1992,2.8486410208472535e-07,7.840650688706319e-07
1993,3.2902893165598357e-07,7.727194102358226e-07
1994,3.054182382555837e-07,7.901839804702604e-07
1995,2.835941703693834e-07,8.296349953695881e-07
1996,2.6690460774858593e-07,8.946642271467908e-07
1997,2.5556786820146726e-07,9.7528153020221e-07
1998,2.8561095177792595e-07,8.196414000849472e-07
1999,2.82438437526622e-07,7.938439630095218e-07
2000,2.7391793988584823e-07,9.070218585094381e-07
2001,2.435953778689992e-07,7.881799799491773e-07
2002,2.523583599867152e-07,8.394420589752372e-07
2003,2.7001660463099597e-07,8.371348201308138e-07
2004,2.669303444946536e-07,9.034226611248641e-07
2005,2.751790941779575e-07,8.052704192351712e-07
2006,2.8536977936255425e-07,9.236427072067954e-07
2007,2.684290274501677e-07,8.715954447069407e-07
2008,3.167535098658192e-07,1.0175281004443093e-06
2009,3.0230341163672847e-07,1.0275455011310441e-06
2010,2.909856564592417e-07,1.0165602830625176e-06
2011,2.829739247367513e-07,1.2018743977826318e-06
2012,3.686805802871618e-07,1.2503820210341132e-06
2013,3.784842546039613e-07,1.0261190963589684e-06
2014,4.6795270147725887e-07,1.0578200204669486e-06
2015,4.659241614746179e-07,1.2164566056682702e-06
2016,5.132780407368642e-07,1.2382471190619526e-06
2017,3.03382727495638e-07,1.0180678926552389e-06
2018,3.7689413545649586e-07,1.1441060969730188e-06
2019,3.974438851361839e-07,1.1326386157861634e-06
