year,ton_DET air_NOUN,ton_DET père_NOUN
1866,5.060237295850811e-08,3.074094308885833e-06
1867,5.095451882652924e-08,3.1130786624089524e-06
1868,6.421836218351018e-08,2.1873761468782504e-06
1869,6.983432232487985e-08,3.2387499615538218e-06
1870,4.873941383820579e-08,2.562546498552365e-06
1871,9.134212586303647e-08,2.2357578757237206e-06
1872,6.652073003543535e-08,2.3149215557793923e-06
1873,5.327544005950813e-08,2.3429222224535806e-06
1874,4.779687134970345e-08,2.7297988225427616e-06
1875,8.925582317687031e-08,2.931138265438449e-06
1876,6.046014888738682e-08,2.3797113470891418e-06
1877,4.7004602876654644e-08,2.9940694155072833e-06
1878,6.039088651377256e-08,2.4675715479816063e-06
1879,6.536978158777629e-08,2.5280386850567993e-06
1880,7.829772652456768e-08,2.440706978745766e-06
1881,4.2532295019270805e-08,2.5135889920591126e-06
1882,5.790185042542362e-08,2.679457971055399e-06
1883,5.434631589196215e-08,2.5662835270168216e-06
1884,5.479408571318345e-08,3.018295767986956e-06
1885,5.156508686710026e-08,2.131571715580094e-06
1886,5.3563748991791726e-08,2.234189089733718e-06
1887,6.594214041477642e-08,2.235503828273977e-06
1888,5.135897751529228e-08,2.370755748160036e-06
1889,6.077182668207115e-08,2.27988316581218e-06
1890,6.816562159173145e-08,2.1924422775043695e-06
1891,6.501704330474922e-08,2.0155284197187484e-06
1892,6.080456893542419e-08,2.265440286919329e-06
1893,3.448713337128595e-08,2.0230397872467165e-06
1894,6.049477585534646e-08,1.7335535034135319e-06
1895,4.9954499203863634e-08,2.178136604413794e-06
1896,7.548196956363995e-08,2.3499659533854356e-06
1897,6.642453209693144e-08,1.9548623626519657e-06
1898,9.619203122923636e-08,2.0771821098719556e-06
1899,7.6833337914195e-08,2.210478548647643e-06
1900,7.475116392541281e-08,2.2134649739768975e-06
1901,5.756400955903018e-08,2.146075756215282e-06
1902,4.173741263713282e-08,1.801092064823706e-06
1903,5.994244545171057e-08,2.176288759869749e-06
1904,5.4283715300584845e-08,1.911216749306277e-06
1905,5.109151568483128e-08,2.0565624225810097e-06
1906,9.928276401005576e-08,2.055616160845375e-06
1907,8.897119219142269e-08,2.0411945058640413e-06
1908,4.813161424976897e-08,1.8358772599924578e-06
1909,6.161101540058667e-08,2.5898631541565464e-06
1910,7.802459656147676e-08,2.4748762577075922e-06
1911,8.459394962301303e-08,1.912674495230249e-06
1912,7.084812914115446e-08,2.1155459180022262e-06
1913,7.477215291373795e-08,2.1031657411185734e-06
1914,4.687720611684654e-08,1.967503271416149e-06
1915,9.424609537234119e-08,1.615142476651954e-06
1916,6.043104061603799e-08,1.5690096191178782e-06
1917,6.799183305261636e-08,1.751337947553111e-06
1918,5.168869243732388e-08,1.8849143152976922e-06
1919,8.839534260118853e-08,2.083736042379769e-06
1920,6.436396837727898e-08,2.11189544785384e-06
1921,9.238751808027246e-08,2.1021946920996015e-06
1922,9.517536447845032e-08,2.6870441267590195e-06
1923,7.006525759578608e-08,2.4342369400187636e-06
1924,7.992807038448291e-08,2.882567216033749e-06
1925,1.1548086753521147e-07,2.4503941062903323e-06
1926,8.805449525084441e-08,2.3852736816820652e-06
1927,1.4271007930943824e-07,2.8764999271402303e-06
1928,7.769708032512312e-08,2.369760878195848e-06
1929,1.2588659537016156e-07,2.5912586263387993e-06
1930,6.932378671109518e-08,2.5135122854180736e-06
1931,7.185374695239943e-08,2.4635570490261216e-06
1932,5.4797681947604815e-08,2.571107312832055e-06
1933,7.111810784721229e-08,1.9052769886229726e-06
1934,9.944711365506009e-08,2.4334588353269737e-06
1935,6.462873258783475e-08,2.4582856106292184e-06
1936,9.093535968673905e-08,2.2394347780618773e-06
1937,5.5400920295767264e-08,2.0624251106937663e-06
1938,5.315738027533712e-08,2.3337386458877063e-06
1939,4.28233404292655e-08,2.3032840772430063e-06
1940,4.3108311142958655e-08,1.8359068754136842e-06
1941,7.083606590185809e-08,2.9603571363168157e-06
1942,8.192371581117186e-08,2.6913459372224224e-06
1943,5.2258233296242906e-08,3.4577531167201414e-06
1944,8.354284197764628e-08,3.222825789350736e-06
1945,8.931866934958066e-08,3.300433604636055e-06
1946,7.099762999729364e-08,3.047329613536931e-06
1947,1.1324827475789334e-07,3.5846057855337676e-06
1948,6.631851801053301e-08,2.9538919079641346e-06
1949,8.049947064492358e-08,2.5946352213424007e-06
1950,7.657460399101979e-08,3.553274151357755e-06
1951,7.569595572576304e-08,2.7282526531280382e-06
1952,8.541291318664435e-08,2.5644964090076883e-06
1953,4.740483960929964e-08,3.044683534625392e-06
1954,8.306655985279576e-08,3.08714410479638e-06
1955,6.663781526583534e-08,2.506895748766169e-06
1956,7.325758932807958e-08,3.2512416190400018e-06
1957,8.569986675865948e-08,2.950019151626293e-06
1958,7.031407212032548e-08,2.776992047870408e-06
1959,7.440718263751478e-08,2.7367891277663148e-06
1960,7.33608351843884e-08,3.10191746422106e-06
1961,1.0352757295883919e-07,2.845966065478933e-06
1962,9.259256739113653e-08,3.403093693066239e-06
1963,8.1472268931293e-08,3.0228799445808363e-06
1964,8.274196883206741e-08,3.0139980324861426e-06
1965,7.004215873962494e-08,2.6988118229098745e-06
1966,9.250255139647834e-08,2.9800222236531226e-06
1967,8.628087444506605e-08,3.063217533849638e-06
1968,1.1902252072815145e-07,2.5955893043771994e-06
1969,8.311416710427011e-08,2.4729870204964755e-06
1970,6.300253296842584e-08,2.1862338037692552e-06
1971,6.37161305938605e-08,2.847699988706154e-06
1972,6.771793703563844e-08,2.389109468481365e-06
1973,6.285052633892008e-08,2.516777584560259e-06
1974,6.863197432593893e-08,2.2693556154251837e-06
1975,5.768594801836002e-08,2.3622682512325355e-06
1976,4.285145172033822e-08,2.2859820099085937e-06
1977,5.05403221495726e-08,2.380684339442496e-06
1978,5.287126336739334e-08,2.579998920282378e-06
1979,6.437170529949299e-08,2.4917702106108663e-06
1980,5.173487260812237e-08,3.1990343245524855e-06
1981,5.1236952236521915e-08,2.9160783228121545e-06
1982,5.0280768881805216e-08,2.7853061794758105e-06
1983,5.431171601344431e-08,2.797685130673244e-06
1984,5.335087971403141e-08,2.8055603848997634e-06
1985,4.1507349557434736e-08,2.623986340211104e-06
1986,5.395036728472746e-08,2.725692507254962e-06
1987,5.7441677636660415e-08,2.5940417671677096e-06
1988,5.5767951590013354e-08,2.7164389209133333e-06
1989,6.366221505516023e-08,2.6666785757356593e-06
1990,5.121732016277747e-08,3.1139039151639736e-06
1991,5.3925480081318256e-08,2.998139319032589e-06
1992,5.3997453619558655e-08,2.838172207475509e-06
1993,4.2097975327948234e-08,2.84438308284507e-06
1994,5.8551683945751165e-08,3.0663148997689404e-06
1995,7.266084134371908e-08,3.2155132103639517e-06
1996,5.071187381133768e-08,3.0645986086597077e-06
1997,5.178485995571691e-08,3.355467136145762e-06
1998,3.6237782552461795e-08,3.0535098929362903e-06
1999,5.529943525317549e-08,3.3074546124112203e-06
2000,5.6109000112769536e-08,3.400558874488979e-06
2001,4.906957240535803e-08,3.186893522411083e-06
2002,5.476526698799944e-08,3.961938666918741e-06
2003,6.292053456036228e-08,3.911073825690892e-06
2004,5.373845501921437e-08,4.1585634704688346e-06
2005,7.16096195674254e-08,4.21325778887649e-06
2006,5.229720301258567e-08,4.338608917464626e-06
2007,7.34984249017856e-08,6.3488256429877765e-06
2008,9.408941581412478e-08,7.1141816846420625e-06
2009,8.964202091732432e-08,7.772153772123147e-06
2010,1.3462810777298273e-07,1.0919519638719066e-05
2011,1.2963265527687895e-07,1.1005008545339479e-05
2012,1.5625519989015402e-07,1.3515904853989014e-05
2013,1.8687137348649685e-07,1.4312953297235254e-05
2014,2.0268566913728137e-07,1.552667499282734e-05
2015,2.101313532065774e-07,1.5748102825341448e-05
2016,2.379969679111582e-07,1.588924945394865e-05
2017,2.1986442355625968e-07,1.8785579015911935e-05
2018,2.45239335505687e-07,1.8579848656941067e-05
2019,2.147931654761237e-07,1.7195188007690376e-05
