year,son_DET artisan_NOUN,son_DET partisan_NOUN
1994,1.371480956580129e-08,1.635227242502424e-08
1995,1.626735279813829e-08,1.572510655023507e-08
1996,1.8149513891785318e-08,1.7615704450690828e-08
1997,1.2946215210973833e-08,1.6302641236976e-08
1998,1.9549330487755867e-08,1.6688451953683625e-08
1999,1.8280805230697084e-08,1.279656292041409e-08
2000,2.5182779417320944e-08,1.192868470667463e-08
2001,2.4534786258190167e-08,1.3581756691527502e-08
2002,1.6210520370485426e-08,1.3581786362237835e-08
2003,1.583430775387029e-08,1.1667384614000298e-08
2004,2.4226351619249797e-08,1.6297727084557678e-08
2005,2.2068373684014375e-08,1.5763123362155795e-08
2006,2.8001650997921956e-08,1.3589036729211301e-08
2007,2.03718453772872e-08,1.4380126089896805e-08
2008,1.4049551189110332e-08,8.940623436037853e-09
2009,2.241050434115266e-08,1.4781396329155427e-08
2010,1.9839930087695024e-08,1.747803457519126e-08
2011,1.1089518470175364e-08,1.3383901931174336e-08
2012,1.293616000430653e-08,6.468080293586809e-09
2013,1.2272149851888514e-08,1.1714325509615264e-08
2014,1.3209215291021259e-08,1.2776126337432636e-08
2015,1.1526191917576867e-08,1.728928894495496e-08
2016,1.3463709952477032e-08,1.4706514506190871e-08
2017,1.98733302037013e-08,8.553078245654433e-09
2018,1.5230653405140515e-08,1.34236268767296e-08
2019,1.0969247787873115e-08,1.1734543725605562e-08
