year,certain_ADJ air_NOUN,certain_ADJ père_NOUN
1888,3.2020102946894724e-07,2.53624587998047e-08
1889,4.097399528557588e-07,1.4409814674820609e-08
1890,3.074007223213826e-07,2.818386235503567e-08
1891,3.295471712183584e-07,1.0836173736095134e-08
1892,3.72976478590914e-07,1.3163875323130014e-08
1893,3.1900597730061264e-07,2.2170299374124625e-08
1894,3.094055904817594e-07,1.5753848003896564e-08
1895,2.9069907636625203e-07,9.629783193076946e-09
1896,2.771603693219049e-07,1.8280789326752256e-08
1897,2.79682260018177e-07,5.244042200480692e-09
1898,2.942344670131547e-07,1.810673522228967e-08
1899,2.747206337971875e-07,8.844125432005967e-09
1900,2.720111974552353e-07,1.245852754294674e-08
1901,2.403157783881227e-07,1.2854099562531474e-08
1902,2.1948968154106296e-07,2.8479646196899466e-08
1903,2.7541122449292743e-07,3.4561410622302446e-08
1904,2.3809589055900915e-07,7.524475265086039e-09
1905,2.2500908869460545e-07,1.7030505450321698e-08
1906,2.3766132473124202e-07,1.388929771195535e-08
1907,2.890277950307052e-07,2.468564774815718e-08
1908,2.534276810628455e-07,1.7189861978295085e-08
1909,2.9870341222704155e-07,1.0451868703853506e-08
1910,2.7682700010078776e-07,3.740905452076504e-08
1911,2.388848032719437e-07,2.3941684190731394e-08
1912,2.880809795158257e-07,3.542406545875565e-08
1913,2.8158876008710365e-07,1.96210621083992e-08
1914,2.872902955530776e-07,1.1384464038144415e-08
1915,2.0262910627177888e-07,7.068456930880984e-09
1916,2.0326804417436506e-07,5.493731025651982e-09
1917,2.2261841081672173e-07,1.315970976634162e-08
1918,2.2168705982039683e-07,2.412139021856774e-08
1919,1.8968166970445566e-07,9.207848372660976e-09
1920,2.5366976563745425e-07,2.1959472462640406e-08
1921,2.733761934603507e-07,1.9689143648804475e-08
1922,3.0470872647292424e-07,7.37793537375353e-09
1923,3.301559843293944e-07,2.1231896685236507e-08
1924,2.836157299013209e-07,2.836157442231979e-08
1925,3.365442580172129e-07,3.189471620146378e-08
1926,2.6527808927312435e-07,2.229227646921572e-08
1927,3.5008565912875156e-07,1.1149225098705529e-08
1928,3.130735313217059e-07,1.82816659588525e-08
1929,3.197296689627649e-07,2.8965056131369238e-08
1930,2.888491016372896e-07,1.7856125911208665e-08
1931,2.2126391741039697e-07,1.3686427990933225e-08
1932,2.663167447680692e-07,1.53433514782364e-08
1933,1.8008939561831028e-07,2.2941325283909464e-08
1934,1.9290344255296077e-07,1.4377896206951846e-08
1935,2.1183862841667178e-07,1.9149254626427137e-08
1936,1.7580836697561608e-07,1.8187071848529968e-08
1937,2.0145789725312113e-07,1.510934133364117e-08
1938,2.1522255622130615e-07,2.463390824658518e-08
1939,2.0188146265809337e-07,2.5999884911698246e-08
1940,2.5357829258609854e-07,3.5500960171575e-08
1941,1.8889615960304695e-07,5.9030051957620344e-09
1942,2.2756587725325517e-07,1.2136846860855144e-08
1943,2.52581457971246e-07,1.4516176261025748e-08
1944,2.4420214117526484e-07,1.927911696952833e-08
1945,2.483494654370588e-07,1.5249528306782167e-08
1946,2.0881655959925638e-07,3.480275978517966e-08
1947,3.1232681396708983e-07,2.26496545963073e-08
1948,2.0112992626941661e-07,5.435944139264848e-09
1949,2.0713887094458983e-07,2.0615717133409817e-08
1950,2.3078735011949902e-07,1.4889506072535141e-08
1951,2.6866733016106537e-07,2.1322803078760444e-08
1952,2.087871203704239e-07,1.687168582620302e-08
1953,2.2840514191102557e-07,1.939288951646745e-08
1954,2.1695029928103793e-07,3.127211556375187e-08
1955,2.139918535704055e-07,1.8771215248847284e-08
1956,2.3721504760487733e-07,1.22095984433912e-08
1957,1.828852873586584e-07,2.385460168286002e-08
1958,2.142511089653354e-07,2.0680608336931527e-08
1959,1.8369272325458041e-07,2.325224279786653e-08
1960,2.1869833388699078e-07,2.0070416439921246e-08
1961,2.230359161248252e-07,1.737039845295385e-08
1962,2.3148140781970028e-07,2.7904607513562496e-08
1963,1.7716985256654993e-07,1.551852757408767e-08
1964,2.0198774908219974e-07,2.737785725903663e-08
1965,2.456947368334461e-07,2.5171399187229326e-08
1966,2.0993093130527996e-07,1.8832854387085263e-08
1967,2.3369790680405345e-07,1.4791006641701188e-08
1968,2.3310448094004954e-07,1.4372530721118437e-08
1969,1.9393305847326126e-07,1.8167031434757064e-08
1970,1.8946746971337802e-07,1.747515465666538e-08
1971,2.2711716995971187e-07,2.5691987426412766e-08
1972,2.0777095244284283e-07,1.7955514408640738e-08
1973,2.4423493982794753e-07,8.821126051827832e-09
1974,1.029479639869102e-07,9.00091468025721e-09
1975,1.325063432311424e-07,1.3707551982378163e-08
1976,1.3255381847709913e-07,1.085570117131951e-08
1977,1.222370684672569e-07,1.5279632670228693e-08
1978,1.4792072944302959e-07,2.1980187447923072e-08
1979,1.7555920528433688e-07,1.462993282075331e-08
1980,1.2962143403072446e-07,1.364436169604133e-08
1981,1.1449244674555104e-07,1.5813874210124368e-08
1982,1.1608029260035124e-07,1.924325720992215e-08
1983,1.174648799340261e-07,1.8314416649900522e-08
1984,1.2699828594309182e-07,2.2616132966390978e-08
1985,9.143647938802957e-08,2.1054452625790532e-08
1986,1.2528474885309393e-07,1.3187868130870584e-08
1987,1.387155492693637e-07,1.4054878594293996e-08
1988,1.3792073605412014e-07,1.4391729141749465e-08
1989,1.218363081534335e-07,1.481793010515986e-08
1990,1.2858816944572027e-07,1.4166491979494822e-08
1991,1.2543534877451634e-07,1.4653663171770859e-08
1992,1.2562672069282854e-07,1.4325854946761751e-08
1993,1.2130864668336017e-07,1.550978101505507e-08
1994,1.1182844161794492e-07,1.2659823855898367e-08
1995,1.2471636523514462e-07,1.5182862078688686e-08
1996,9.982232285210557e-08,1.44128484702577e-08
1997,1.0932359673088143e-07,1.4384683222345984e-08
1998,1.2683223360454576e-07,1.1920322950942364e-08
1999,1.0008740503053559e-07,1.27965633645033e-08
2000,9.763849817545633e-08,2.2531960297555997e-08
2001,1.1084466020050421e-07,2.3220422029623933e-08
2002,1.30998518144132e-07,1.7086764003693133e-08
2003,1.1250691756004016e-07,1.3750845795357236e-08
2004,1.1804840430174046e-07,1.5857248847339633e-08
2005,1.1439524116862998e-07,2.0717247473100997e-08
2006,1.4165540773714014e-07,1.853050440869808e-08
2007,8.947634172473684e-08,1.917350145319574e-08
2008,1.0856471374665055e-07,1.4475294907168035e-08
2009,9.584066895662602e-08,2.1456866283742215e-08
2010,7.510830696277893e-08,1.6060896612657416e-08
2011,8.37449860568995e-08,1.644307934256517e-08
2012,1.2663820558866945e-07,1.7361689003125846e-08
2013,1.5368079353539343e-07,1.4782362445231456e-08
2014,1.5353006344032138e-07,1.927246184862952e-08
2015,2.2830726231770626e-07,2.0614150830766675e-08
2016,2.6306019540456305e-07,1.719212283646243e-08
2017,9.458698771447338e-08,1.0062445321423752e-08
2018,1.794119376397063e-07,1.7295827436925038e-08
2019,1.6530401314440724e-07,1.403043281555938e-08
