year,son_DET aimant_NOUN,son_DET paiement_NOUN
2000,5.301637684418381e-09,1.4402782078093423e-07
2001,5.257454110951798e-09,1.292457429968863e-07
2002,2.1906108038649563e-09,1.5378086981598926e-07
2003,2.083461403401543e-09,1.1542376698869816e-07
2004,5.285749615779878e-09,1.1936984167792986e-07
2005,8.106749049829887e-09,1.1124261600770069e-07
2006,2.4707340062768424e-09,9.512325860328019e-08
2007,8.787854721692412e-09,1.2263052262539986e-07
2008,6.3861596011349775e-09,1.1324789550570813e-07
2009,5.245011536203492e-09,1.3780075969194172e-07
2010,2.8342759250676863e-09,1.1053675841310451e-07
2011,7.265546830836911e-09,1.0286484686261588e-07
2012,5.1063788752969685e-09,9.770205178227798e-08
2013,7.2517249982695375e-09,1.640005571346137e-07
2014,1.2992670939127038e-08,1.6457383722467966e-07
2015,9.97458915463767e-09,1.992701328390467e-07
2016,1.594931886561568e-08,2.2308332336962167e-07
2017,7.546833935556663e-09,3.0111868731808045e-07
2018,9.035133807788753e-09,1.8560745340678864e-07
2019,7.397864432157064e-09,1.6249792089695347e-07
