year,un_DET anneau_NOUN,un_DET panneau_NOUN
1972,4.030756358019971e-06,1.1512048985196088e-06
1973,3.6850253621878437e-06,1.4400488126398159e-06
1974,3.266769454057794e-06,1.2359380505699846e-06
1975,2.8254691599727266e-06,1.2131184448094245e-06
1976,3.0910181010312954e-06,1.2992560698421585e-06
1977,3.454372375699677e-06,1.2793753825235399e-06
1978,3.0279193197202403e-06,1.4055439478966036e-06
1979,3.181718007283507e-06,1.2213068174560249e-06
1980,3.2803319101049055e-06,1.5366962315965793e-06
1981,2.725046826412836e-06,1.279026115241777e-06
1982,2.3017418371296117e-06,1.196806415748597e-06
1983,2.3821372323595824e-06,1.3805280758560912e-06
1984,1.942087976658513e-06,1.2723024482852452e-06
1985,3.147941505687868e-06,1.3300399146487507e-06
1986,2.0770891993038276e-06,1.3475602855805846e-06
1987,1.9768492194316423e-06,1.3877665594463906e-06
1988,1.7593888586020512e-06,1.193913824693027e-06
1989,1.5624683449289023e-06,1.161286654394189e-06
1990,1.8035034372587688e-06,1.2602729597688267e-06
1991,1.5902155325875356e-06,1.2391137573786182e-06
1992,1.904236718530683e-06,1.27169506924929e-06
1993,1.4983555551850714e-06,1.4274537392111597e-06
1994,1.64419460446652e-06,1.296049468635374e-06
1995,1.6424603472842136e-06,1.3165710299745115e-06
1996,1.5106800894670869e-06,1.2266936195715061e-06
1997,1.5055968205501813e-06,1.2265339748296356e-06
1998,1.3741748787765573e-06,1.2931166537555328e-06
1999,1.3116477042274255e-06,1.1800258974403732e-06
2000,1.1835906477131175e-06,1.1433865836352197e-06
2001,1.4462380235613637e-06,1.3813960535458136e-06
2002,1.4874247469265356e-06,1.2043978330211758e-06
2003,1.5925978864572699e-06,1.246326675641285e-06
2004,1.266377527286977e-06,1.298972897245676e-06
2005,1.4006661714915936e-06,1.4191315216294242e-06
2006,2.0581214386083957e-06,1.3720809519668364e-06
2007,1.689664799187085e-06,1.4995276416129855e-06
2008,1.4926583418173323e-06,1.8017484393340055e-06
2009,1.7198870239099051e-06,1.9048929118525848e-06
2010,1.6651369918463388e-06,2.204594309773711e-06
2011,1.7559679150735974e-06,2.75402464922081e-06
2012,2.258721664816221e-06,3.177189142888892e-06
2013,1.8436116491216126e-06,2.8172950976568245e-06
2014,1.8388960754123218e-06,2.8001371674690745e-06
2015,2.054322017386312e-06,2.7279392895707133e-06
2016,2.1854708762703012e-06,2.6610505869939516e-06
2017,1.8678413624684254e-06,2.872828218869472e-06
2018,1.946942148833841e-06,2.927641446603957e-06
2019,1.7892628036975111e-06,2.9560845860032714e-06
