year,un_DET or_NOUN,un_DET porc_NOUN
1875,2.385876887167626e-07,6.213578238600803e-07
1876,1.8682186286866909e-07,5.967416523144919e-07
1877,2.2389034581848932e-07,7.118723481802647e-07
1878,1.7332184998331002e-07,6.504098672421854e-07
1879,1.9549841123733813e-07,7.062379834277266e-07
1880,1.8675932844658405e-07,7.155898380517556e-07
1881,2.168449799722083e-07,8.213614124397139e-07
1882,1.6571908467710728e-07,9.310883974933404e-07
1883,1.9526757766286096e-07,7.254601236406089e-07
1884,1.7956616193970376e-07,8.39075689818003e-07
1885,1.7983322930792411e-07,8.327761094051311e-07
1886,1.6327263929749591e-07,7.240786654705289e-07
1887,1.912974973983239e-07,8.174213359524174e-07
1888,1.6739223385187074e-07,6.638623739618765e-07
1889,2.1677373718276272e-07,6.590923771199186e-07
1890,1.8811089363968136e-07,6.96075843187316e-07
1891,2.581559104264386e-07,5.864282721645964e-07
1892,2.062340609398916e-07,7.271474427028579e-07
1893,2.0630695130030574e-07,6.047565106470643e-07
1894,1.7959387621502287e-07,7.045120740123423e-07
1895,2.2028128654483226e-07,5.422771600649412e-07
1896,2.305738274754887e-07,5.967793414995981e-07
1897,1.526598898404785e-07,6.863868812212459e-07
1898,1.9691074593097824e-07,6.863584225413888e-07
1899,2.1391728921571485e-07,5.516523060578038e-07
1900,2.429412844229262e-07,5.107996043918206e-07
1901,1.9616473878603102e-07,5.136051317577994e-07
1902,2.3569362550546202e-07,4.7187828400296894e-07
1903,1.7064696722357553e-07,5.999644532295179e-07
1904,1.5102696426794182e-07,6.186193708401788e-07
1905,2.2758947837431265e-07,5.145276564810786e-07
1906,1.9599343009657488e-07,5.427114500022867e-07
1907,1.7279953024029737e-07,5.225128734132056e-07
1908,2.2445048664110345e-07,5.505667139971138e-07
1909,2.4644406049212364e-07,5.649510077532227e-07
1910,2.2552315703805448e-07,6.188526455730425e-07
1911,2.027062564469162e-07,5.756645062859889e-07
1912,2.3650772540406706e-07,4.6468036529745405e-07
1913,2.2378616071350166e-07,5.15450609306356e-07
1914,2.2434091140333123e-07,5.806076557313133e-07
1915,1.9556064301262666e-07,4.5827164452116875e-07
1916,2.2524296805492838e-07,5.295956553297287e-07
1917,2.5442104623074613e-07,4.079509925425384e-07
1918,2.1134932559618846e-07,5.042519219955466e-07
1919,2.900472335642945e-07,4.4197672188772685e-07
1920,2.83958701441378e-07,5.883623996894016e-07
1921,2.1430874874717176e-07,5.202477619814516e-07
1922,2.700324364113271e-07,5.467050332441659e-07
1923,2.781378549698843e-07,5.127502866741906e-07
1924,3.081098132184934e-07,6.394245835039669e-07
1925,2.3756064404523158e-07,5.444097919138358e-07
1926,2.7642422395501853e-07,5.216392739981757e-07
1927,2.0403081357756037e-07,5.050598845812715e-07
1928,2.787953921057351e-07,4.936049835535528e-07
1929,2.2280813460895388e-07,5.859853668965798e-07
1930,1.9746774748696794e-07,6.08158634562983e-07
1931,2.2696660373355826e-07,5.611435653918306e-07
1932,2.2357455264909731e-07,4.953710446287118e-07
1933,2.1106018088801193e-07,7.008574662847877e-07
1934,2.3963159989648375e-07,5.90691898949558e-07
1935,1.9867351674918154e-07,6.893731478996301e-07
1936,1.9520790317528736e-07,7.177830774196536e-07
1937,1.825712123704193e-07,6.14446538094171e-07
1938,2.4115299090965436e-07,5.250911767618049e-07
1939,1.9117562644055397e-07,6.637617921967376e-07
1940,1.3186070790816018e-07,6.643751486734573e-07
1941,2.508777141585483e-07,6.08009536051668e-07
1942,1.9115534199976025e-07,6.068423417104896e-07
1943,2.467749915524564e-07,9.232287867533273e-07
1944,2.2170985047864633e-07,6.201449060938558e-07
1945,3.071690679590233e-07,6.579082358904031e-07
1946,2.519719863869341e-07,4.91414993142314e-07
1947,2.467620250357072e-07,5.340550210952699e-07
1948,2.2504807328793675e-07,5.642509846026655e-07
1949,1.6787084566871613e-07,5.144112336097351e-07
1950,2.392956330865559e-07,5.838813468272974e-07
1951,1.8124383416306955e-07,6.578084761343916e-07
1952,1.5079069926038358e-07,6.601047330967447e-07
1953,1.63762175486859e-07,5.483877876244492e-07
1954,1.7688290654405137e-07,5.433529928211556e-07
1955,2.0554480517631646e-07,5.058842642569061e-07
1956,2.284939024654875e-07,5.895491614893444e-07
1957,2.085068859791761e-07,6.140351311856307e-07
1958,1.7619878889263418e-07,5.137063086024796e-07
1959,2.418233284728899e-07,5.324763758807194e-07
1960,2.0693291524764845e-07,4.962237536432212e-07
1961,1.5702839251119372e-07,7.337256313633134e-07
1962,1.6235407795939238e-07,5.447740472064311e-07
1963,2.172593909222087e-07,7.313106404893688e-07
1964,1.843442358762104e-07,4.976686200919289e-07
1965,1.8933270418131087e-07,5.493931425348819e-07
1966,1.7558866582945143e-07,5.760637478147146e-07
1967,1.8488758657397852e-07,5.655094703627128e-07
1968,2.1918108839003025e-07,5.322327734091914e-07
1969,2.089208512856544e-07,5.082226977037863e-07
1970,1.926865720314197e-07,4.837858806894246e-07
1971,2.04508219692201e-07,5.09215169142152e-07
1972,1.6416469428293112e-07,4.853118804604151e-07
1973,1.6649875078655896e-07,4.890211631192187e-07
1974,1.282630317511746e-07,6.02498729351808e-07
1975,1.4221585997731268e-07,4.871892560487368e-07
1976,1.605501056545222e-07,4.439410288270551e-07
1977,1.7806648999751928e-07,3.896306239870029e-07
1978,1.6990090667690083e-07,5.483165844699656e-07
1979,1.5624769433841834e-07,4.359720213731322e-07
1980,1.4042322349361314e-07,4.769841468466041e-07
1981,1.3663186382295578e-07,4.617651099270148e-07
1982,1.4960080729764513e-07,7.945603125447676e-07
1983,1.7430272425400517e-07,4.976468868100881e-07
1984,2.0644470088981848e-07,5.335087642777125e-07
1985,1.6843561922996741e-07,4.5357307676408e-07
1986,1.5166047662162896e-07,4.3460018528396205e-07
1987,1.6865854401970637e-07,3.868147036567571e-07
1988,1.5890867549606114e-07,4.3355085110885483e-07
1989,1.597043612910909e-07,4.236830328796515e-07
1990,2.075936054168892e-07,4.1845638754089975e-07
1991,1.5298424571597025e-07,4.185086247554537e-07
1992,1.526254580497266e-07,4.870790677458103e-07
1993,1.6340661534997025e-07,5.334256618638733e-07
1994,1.5561033483990627e-07,4.80545819914191e-07
1995,1.697227065555751e-07,4.0017687297222437e-07
1996,1.6441323813509712e-07,4.5747449850530586e-07
1997,1.380929672833986e-07,4.962716063650063e-07
1998,1.325539886742888e-07,4.458200777435195e-07
1999,1.2705159235792962e-07,4.4787969946669115e-07
2000,1.4049340268940114e-07,4.069007122353696e-07
2001,1.1697835455848349e-07,4.210344474731009e-07
2002,1.3888471617207188e-07,5.743781250622249e-07
2003,1.4875914144951707e-07,5.004474410430504e-07
2004,1.1364361629517816e-07,4.6382452048576717e-07
2005,1.328606158423895e-07,4.395659712885802e-07
2006,1.288899516005415e-07,5.559151577960719e-07
2007,1.2982058628097093e-07,4.6375906337381423e-07
2008,1.4560443784006338e-07,4.5937775022819594e-07
2009,1.258802806436421e-07,4.720510560218827e-07
2010,1.2848717245717012e-07,4.832440383961689e-07
2011,1.4148695681726053e-07,5.246489507282348e-07
2012,1.6714880723966985e-07,6.709782002234377e-07
2013,1.7794617912514354e-07,7.092745066827888e-07
2014,1.5980985668129222e-07,7.165458287272664e-07
2015,1.9395035044666997e-07,6.92901490295661e-07
2016,1.9367029446826223e-07,6.810566197668066e-07
2017,1.5420698051826776e-07,6.749384932336344e-07
2018,2.0858250815436463e-07,6.897678966888421e-07
2019,1.992321396748764e-07,6.540732341298039e-07
