year,on_PRON eut_VERB,on_PRON put_VERB
1844,5.679014179804653e-06,3.434741586261225e-06
1845,5.694064725503267e-06,3.2170013071208814e-06
1846,5.426537086350436e-06,3.121034609421258e-06
1847,5.063697926743771e-06,3.2709901915950468e-06
1848,4.845636908612505e-06,3.3170450137731677e-06
1849,4.795539098267909e-06,3.884696752720629e-06
1850,5.515380507858936e-06,3.174534526806383e-06
1851,5.200182386033703e-06,3.0970204250024835e-06
1852,4.107503059458395e-06,2.9609960847665207e-06
1853,4.636607968677708e-06,3.1943862381922372e-06
1854,5.385305939853424e-06,2.874241573636027e-06
1855,5.199206270845025e-06,3.258459287280857e-06
1856,5.794310254714219e-06,3.4904610402008984e-06
1857,7.3940220772783505e-06,3.3052698427127325e-06
1858,5.994753337290604e-06,3.319869733786618e-06
1859,5.51329605968931e-06,3.620535210302478e-06
1860,4.991419018551824e-06,3.7066034224153555e-06
1861,4.3820735982080805e-06,3.4063405678352865e-06
1862,4.632291279449419e-06,3.440898353801458e-06
1863,4.422237225298886e-06,3.1900643193694123e-06
1864,4.7103408178372774e-06,3.3045265581677086e-06
1865,4.395721816763398e-06,3.2698448535484204e-06
1866,4.833013349525572e-06,3.723653549059236e-06
1867,4.213696229271591e-06,3.8036336036384455e-06
1868,4.1534461843184545e-06,3.4282726346646086e-06
1869,4.215453714095929e-06,3.3823253602349723e-06
1870,4.3429686229501385e-06,3.643414686393953e-06
1871,4.152880364927114e-06,4.546925822523917e-06
1872,4.466564746508084e-06,4.109167150545545e-06
1873,4.214745899844274e-06,3.957946148602787e-06
1874,4.445706736078137e-06,3.992233814642532e-06
1875,4.488538138502918e-06,3.8019547332623915e-06
1876,4.1378925743629225e-06,3.8095940340099332e-06
1877,4.263193659426179e-06,3.6125510973761266e-06
1878,4.427859835232084e-06,3.8879651924617065e-06
1879,4.30707439136313e-06,3.70713860320393e-06
1880,3.902692355950421e-06,3.459219158230553e-06
1881,3.839759983748081e-06,3.392822122805228e-06
1882,4.167602241977875e-06,3.6584651184057293e-06
1883,4.014044066025235e-06,3.720826725839288e-06
1884,4.695786969932669e-06,3.520024733916216e-06
1885,4.865810296905693e-06,3.3858923984553257e-06
1886,4.25670486947638e-06,3.3538651678099995e-06
1887,3.6881895084661664e-06,3.460329992321931e-06
1888,4.122033715248108e-06,3.437247130477772e-06
1889,3.915710408364248e-06,3.3205224099219777e-06
1890,3.5596873431131826e-06,3.1579034498463443e-06
1891,3.5383294516577735e-06,3.1463150662602857e-06
1892,3.7203620877335197e-06,3.239567206492211e-06
1893,3.751091526282835e-06,3.323697512769286e-06
1894,3.580534553293546e-06,3.099727109656669e-06
1895,3.696031058098015e-06,3.44324945444896e-06
1896,3.6361080901770038e-06,3.27520990595076e-06
1897,3.618971845753549e-06,3.2233378988166805e-06
1898,3.6304006130194466e-06,3.3350343073834665e-06
1899,3.547599874309526e-06,3.411068632885872e-06
1900,3.509151952130196e-06,3.3388852784810297e-06
1901,3.4108074373762065e-06,3.489608502604824e-06
1902,3.3959522625082172e-06,3.093969894507609e-06
1903,3.422659631269198e-06,3.1391479637932207e-06
1904,3.4569590070532286e-06,3.3113066137957503e-06
1905,3.404036704068858e-06,3.5604077766038245e-06
1906,3.401334822683566e-06,3.3931040661627776e-06
1907,3.3197053426192724e-06,3.2106771641338128e-06
1908,3.262144559812441e-06,3.3760889550649154e-06
1909,3.658154128061142e-06,3.719214873854071e-06
1910,3.3497136087135004e-06,3.1503768127549847e-06
1911,3.5641186286738957e-06,3.3401308883185266e-06
1912,3.554909142167162e-06,3.2168176176128327e-06
1913,3.217323808257788e-06,3.2470206861034967e-06
1914,3.3497111076030706e-06,3.02224043480237e-06
1915,3.0040941965125967e-06,3.1808057201487827e-06
1916,3.4500630476941296e-06,3.544555340795341e-06
1917,3.174779919845605e-06,3.184649642662407e-06
1918,3.5228716797064408e-06,3.246049857352773e-06
1919,3.194202520262479e-06,3.1509257496509235e-06
1920,3.1773084288033715e-06,3.150048314637388e-06
1921,2.950342491203628e-06,3.150262841700169e-06
1922,3.213091019915737e-06,3.0065087344155472e-06
1923,2.8089798433938995e-06,2.6210774990431673e-06
1924,3.0527365311172616e-06,2.607975687851649e-06
1925,2.9860053700758726e-06,2.745145195603982e-06
1926,2.9815920470355195e-06,2.8556407301039144e-06
1927,3.0036012503842358e-06,2.705916870127112e-06
1928,2.8896458843519213e-06,2.786811478472373e-06
1929,2.914330252679065e-06,2.7204872594666085e-06
1930,3.047095447072934e-06,2.9767213618470123e-06
1931,3.0110142006378737e-06,2.6072644345731533e-06
1932,2.8144089014858764e-06,2.505350039427867e-06
1933,2.5889285097946413e-06,2.5120750706264516e-06
1934,2.7629523060568317e-06,2.698251876154245e-06
1935,2.3733107354928507e-06,2.3445868464477826e-06
1936,2.3049082074066973e-06,2.4698044853721512e-06
1937,2.302915504515113e-06,2.4061626504590095e-06
1938,2.259836833218287e-06,2.249464699843884e-06
1939,2.171755113522522e-06,2.2344607941704453e-06
1940,2.2112026840659382e-06,2.168094397347886e-06
1941,2.074906319649017e-06,1.8269800818870863e-06
1942,2.378822102855338e-06,2.130016639512178e-06
1943,2.3748464172967942e-06,2.1454908392115613e-06
1944,2.3391995682686684e-06,2.522351053357852e-06
1945,2.435567580505449e-06,2.581527297706998e-06
1946,2.2941979409552005e-06,2.572619962393219e-06
1947,2.3102648469830456e-06,2.348411612729251e-06
1948,2.27439892341863e-06,2.2548294964508386e-06
1949,1.92511532759454e-06,1.9437676712641405e-06
1950,1.932445229613222e-06,1.911174422275508e-06
1951,1.9009279412784963e-06,1.91692006978883e-06
1952,1.8537764958637126e-06,1.8463951221292518e-06
1953,1.6753301110838947e-06,1.8013839451214153e-06
1954,1.7199663489009254e-06,1.6642629248053709e-06
1955,1.6387270989071112e-06,1.679085272598968e-06
1956,1.6849245980665728e-06,1.5724218656032463e-06
1957,1.7466869621785008e-06,1.723715854495822e-06
1958,1.7280715951528691e-06,1.7322078065262758e-06
1959,1.6780369094249181e-06,1.6718362587653246e-06
1960,1.5080495643360337e-06,1.5551112255707267e-06
1961,1.6140573961820337e-06,1.6182262925212854e-06
1962,1.6045149777710321e-06,1.6508112707924738e-06
1963,1.5706043257068814e-06,1.5660781116366707e-06
1964,1.5599294442836253e-06,1.5021318233721104e-06
1965,1.7187688570174942e-06,1.4938678418729978e-06
1966,1.5996848219401727e-06,1.4866876938413043e-06
1967,1.8478897345630685e-06,1.4938916592655005e-06
1968,1.9236734374317166e-06,1.6784420608928485e-06
1969,1.5464685816368728e-06,1.4002239652199933e-06
1970,1.5226378877741809e-06,1.356164034405083e-06
1971,1.5014396979040612e-06,1.2532551352251176e-06
1972,1.4928727409824205e-06,1.3004922720938339e-06
1973,1.3948405239716521e-06,1.068458914232906e-06
1974,1.1808075157659914e-06,1.0317298375639439e-06
1975,1.234250902371059e-06,1.0040782285614114e-06
1976,1.244406149680799e-06,1.0152937477414525e-06
1977,1.2335365227045259e-06,9.408727521531546e-07
1978,1.2944548188897897e-06,1.0461381521054136e-06
1979,1.357657822609326e-06,1.0627183826272812e-06
1980,1.2001353013602056e-06,9.806884690988227e-07
1981,1.1202548364508402e-06,9.425068725477104e-07
1982,1.1086599158716126e-06,9.547138262178123e-07
1983,1.0293965146956907e-06,8.790919707735156e-07
1984,1.0032284478711517e-06,8.112812821536863e-07
1985,9.414348198788502e-07,8.806777174186209e-07
1986,1.067617830585732e-06,8.350317983740752e-07
1987,9.997296217534313e-07,8.469592387427838e-07
1988,1.0332062458928704e-06,8.449144530686681e-07
1989,1.047682530952443e-06,8.369386250706157e-07
1990,9.404371326127148e-07,8.696047189005185e-07
1991,8.897704049104505e-07,9.202500592664364e-07
1992,9.895859420794295e-07,9.052838265688479e-07
1993,9.616064460260532e-07,8.679938048317126e-07
1994,9.563442233684327e-07,8.223610450386332e-07
1995,9.500133728579385e-07,7.672767736721653e-07
1996,9.443085389193584e-07,7.126352841169137e-07
1997,8.875349806203303e-07,7.340983216863606e-07
1998,8.482501812068222e-07,8.239327087267156e-07
1999,8.907321813467206e-07,7.198066782621027e-07
2000,8.504710820034234e-07,7.303005986614153e-07
2001,8.955196904025797e-07,6.904789984218951e-07
2002,9.042841497830523e-07,7.123866225811071e-07
2003,8.417184460540739e-07,7.046266432553239e-07
2004,8.77434388257825e-07,6.911117225172347e-07
2005,8.872386558778089e-07,6.926766786818916e-07
2006,8.458145828171837e-07,6.304489232888955e-07
2007,8.352456575266842e-07,5.648193948104563e-07
2008,9.259931346150552e-07,6.173287232513758e-07
2009,9.417180137916148e-07,6.189113719301531e-07
2010,7.846220455576258e-07,5.866951013899779e-07
2011,7.567640523120645e-07,5.540935319459095e-07
2012,9.392333595314994e-07,7.329355895535627e-07
2013,1.0057584916012274e-06,8.261388444452678e-07
2014,1.2418827850524394e-06,9.287594622264805e-07
2015,1.3281720043778478e-06,1.059301382611011e-06
2016,1.6939418969741382e-06,1.2562677227379027e-06
2017,8.117877712265908e-07,6.286512856945592e-07
2018,1.0044487055438367e-06,8.575632506335751e-07
2019,1.1752400723707979e-06,8.828968560692374e-07
