year,mon_DET air_NOUN,mon_DET père_NOUN
1921,1.15105757814149e-07,1.5314367573182608e-05
1922,1.7190590106963555e-07,1.9262313657009145e-05
1923,1.7940952456996229e-07,1.9925072706428182e-05
1924,1.4438619144740983e-07,2.1201565118644794e-05
1925,1.6827212601100427e-07,1.9479973133229578e-05
1926,1.6942130898200958e-07,2.1267947133196685e-05
1927,2.8876491597884524e-07,2.2044247373287362e-05
1928,1.7824623643747373e-07,1.8269097424195024e-05
1929,2.183519605125639e-07,2.2265216188088743e-05
1930,1.7541018415556664e-07,1.6970672319871483e-05
1931,1.1633463614657558e-07,2.0073427691613688e-05
1932,1.632970887399665e-07,1.8516136861990162e-05
1933,1.3879500571079006e-07,1.5660894916891266e-05
1934,1.317973783443449e-07,1.8527117376265778e-05
1935,1.6875280284267546e-07,1.8154689939819946e-05
1936,1.3822174960154143e-07,1.5136493914269522e-05
1937,1.208747373304675e-07,1.3186678245347139e-05
1938,1.1539040922770027e-07,1.541304720831249e-05
1939,7.799965739963e-08,1.4136290900523818e-05
1940,8.621661695684679e-08,1.433478037426994e-05
1941,8.854507971278736e-08,1.9072609404702234e-05
1942,1.608132293995368e-07,1.826292057671708e-05
1943,1.5677470432962082e-07,1.8598124540858407e-05
1944,1.4780655810398002e-07,2.1065647928253384e-05
1945,1.6338780639557626e-07,2.037554855860435e-05
1946,2.631088840132634e-07,2.0896969971317958e-05
1947,1.955022828070696e-07,2.0449062049010536e-05
1948,1.5220642346491786e-07,2.129150544760705e-05
1949,1.688525461673862e-07,1.7059015050335802e-05
1950,1.4889505894899457e-07,1.9029852381891033e-05
1951,1.460612031323194e-07,2.15797439295784e-05
1952,1.697713489789976e-07,1.7995762362943424e-05
1953,1.572978778341394e-07,1.7762809051191653e-05
1954,1.6417860493334047e-07,2.366224109096038e-05
1955,1.7738798696598224e-07,1.9060292629546893e-05
1956,1.8052763017806228e-07,1.9049589042197113e-05
1957,1.378265830354053e-07,2.0715512903279887e-05
1958,1.795076887134428e-07,1.9437290362134263e-05
1959,2.0772004205582562e-07,1.700126560422177e-05
1960,2.3115583580590737e-07,2.2145282684959966e-05
1961,1.9107437410070816e-07,2.072913838446766e-05
1962,2.2006589173173552e-07,2.4160951397789177e-05
1963,1.4483959898115017e-07,2.228977811569166e-05
1964,1.6791752344147426e-07,1.9350061705836197e-05
1965,1.8276624391688756e-07,1.995161707668558e-05
1966,1.7558866360900538e-07,2.1109414376496716e-05
1967,2.164417356453896e-07,2.1153605644030904e-05
1968,1.8998688666727048e-07,2.2019166863174178e-05
1969,1.5260306707176596e-07,1.8739746465712415e-05
1970,1.6003562830491092e-07,1.9594247135046317e-05
1971,1.4849968632546506e-07,2.0208289996048734e-05
1972,1.8571131477074232e-07,1.813917323545411e-05
1973,1.290089750582979e-07,1.763398226728441e-05
1974,1.3613883975693852e-07,1.5714471643946126e-05
1975,1.2850830444222083e-07,1.686028926428662e-05
1976,1.2112676817110923e-07,1.7018882104480326e-05
1977,1.2928920334331906e-07,1.8936753846787724e-05
1978,1.5564349808983025e-07,1.989504070820658e-05
1979,1.6619604004119992e-07,1.9477707922987975e-05
1980,1.4610836895911916e-07,2.063595904644444e-05
1981,1.5244573692285712e-07,2.1137455718189813e-05
1982,1.3159904366233377e-07,1.9651090610750543e-05
1983,1.4272613579890958e-07,1.9281291244510612e-05
1984,1.6121243628930415e-07,2.0170111156403436e-05
1985,1.2091271806013992e-07,1.930091822544e-05
1986,1.7324062717705146e-07,2.113955288507441e-05
1987,1.6132557068004871e-07,1.9321180957376782e-05
1988,1.4631591138680733e-07,2.0656328871382357e-05
1989,1.8934021817074154e-07,2.3025416709288038e-05
1990,1.4602385300932497e-07,2.115656636192398e-05
1991,1.4712277085493497e-07,2.216688865530614e-05
1992,1.5813539100406615e-07,2.3459138475345753e-05
1993,1.5066644820649344e-07,2.438913053026681e-05
1994,1.5033540812225965e-07,2.4786352895489472e-05
1995,1.4694841876661258e-07,2.526862006391184e-05
1996,1.6868371321976383e-07,2.2903617747260796e-05
1997,1.6014947945564018e-07,2.4206065589282844e-05
1998,1.6259320112510522e-07,2.3981306696896354e-05
1999,1.5721492374609625e-07,2.8334790158623946e-05
2000,1.5772373096467618e-07,2.4720654153043142e-05
2001,1.8795399192583773e-07,2.5601171898870234e-05
2002,1.914593834584366e-07,2.8960313272818894e-05
2003,1.875115316352094e-07,3.080689435819295e-05
2004,2.2552531930841724e-07,3.231134539305458e-05
2005,1.639364910488439e-07,3.41339187457379e-05
2006,2.3430793127943161e-07,3.32626685235482e-05
2007,2.1050906262587432e-07,3.7700696807974055e-05
2008,2.7375337552371093e-07,4.2880931587774285e-05
2009,2.9372066379096395e-07,4.511234629944738e-05
2010,4.3364418722546816e-07,5.5563614040465836e-05
2011,4.5925904501586956e-07,5.975147337267117e-05
2012,6.243399468530697e-07,7.079551858168998e-05
2013,6.417776852174484e-07,7.546954202553025e-05
2014,7.503267838160355e-07,8.275205735230884e-05
2015,7.671567487932407e-07,8.370188083972607e-05
2016,8.167293721328406e-07,8.556395059144961e-05
2017,9.737931421227586e-07,8.602711321259449e-05
2018,1.1670810451391844e-06,9.4456638663587e-05
2019,1.0614659586849484e-06,8.97167057871684e-05
