year,son_DET pâté_NOUN
1901,1.1177477832191585e-09
1902,6.874397495693074e-09
1903,3.7801539676252105e-09
1904,8.599400302955473e-09
1905,2.580379465655369e-09
1906,6.173021205313489e-09
1907,5.142843373384665e-10
1908,9.822778146428846e-10
1909,1.0451868703853506e-08
1910,1.4429207162436342e-08
1911,5.320374141248863e-10
1912,4.167536982180309e-09
1913,6.363587545799021e-09
1914,8.705766774141921e-09
1915,0.0
1916,1.0987461607214755e-08
1917,1.0966424435210342e-09
1918,5.743188147278033e-09
1919,2.762354567309444e-09
1920,7.572231730534895e-09
1921,9.844571380313027e-09
1922,4.426761179843197e-09
1923,3.1847844361720945e-09
1924,6.445812328337297e-09
1925,7.698724324711748e-09
1926,1.5604593173179637e-08
1927,1.1149224654616319e-08
1928,6.8556245125250825e-09
1929,6.684243825105796e-09
1930,5.2518016602221e-09
1931,9.124285327288817e-09
1932,3.2878609834696704e-09
1933,9.176529758292418e-09
1934,1.4377896206951846e-08
1935,4.787313656606784e-09
1936,3.6374143697059935e-09
1937,0.0
1938,1.2965214457594243e-09
1939,7.647025235257843e-09
1940,7.607348528892999e-09
1941,0.0
1942,3.034211770724937e-09
1943,2.9032352077962287e-09
1944,6.4263723231761105e-09
1945,8.714016175304096e-09
1946,6.960552134671616e-09
1947,3.5762612871081956e-09
1948,8.697510267552389e-09
1949,9.817008539414473e-09
1950,3.190608444114673e-09
1951,1.0661401539380222e-08
1952,7.381362632230548e-09
1953,9.69644453618912e-09
1954,1.2704297169818801e-08
1955,9.385607846468247e-09
1956,6.104799332717903e-09
1957,4.417518795207798e-09
1958,5.790570245522986e-09
1959,1.4726420638488946e-08
1960,6.920833239831836e-09
1961,8.33779090214648e-09
1962,7.610347907416326e-09
1963,1.1638896069143811e-08
1964,3.6503808864551957e-09
1965,8.20806533852192e-09
1966,6.092982118843793e-09
1967,1.0846737952263652e-08
1968,8.084548142051062e-09
1969,6.812636649256021e-09
1970,6.898087351325799e-09
1971,5.652237344833111e-09
1972,3.5911027485013847e-09
1973,9.923766697284009e-09
1974,1.1813700295792984e-08
1975,1.31364044086979e-08
1976,7.427584713948221e-09
1977,9.990529126202574e-09
1978,7.722768868845264e-09
1979,1.3459538927840242e-08
1980,6.822180653731635e-09
1981,9.488324403950088e-09
1982,8.690503427999374e-09
1983,8.841442022955448e-09
1984,7.538710988796993e-09
1985,1.0226448687866707e-08
1986,8.392279760016663e-09
1987,3.0554083707556856e-09
1988,1.2592763276586538e-08
1989,1.1525056686778612e-08
1990,1.0897302227252936e-08
1991,9.96449056600568e-09
1992,8.264915862810085e-09
1993,1.6617622222714346e-08
1994,1.2132331583813993e-08
1995,1.0844901865425527e-08
1996,7.473329288743003e-09
1997,1.054876808126437e-08
1998,1.001307092796111e-08
1999,1.2339542720951613e-08
2000,1.0603275590881367e-08
2001,9.200544853760206e-09
2002,1.4019908511908596e-08
2003,1.1667384058888786e-08
2004,6.607186797680242e-09
2005,1.4862373665103235e-08
2006,1.317724773741702e-08
2007,1.1184542181297275e-08
2008,1.3623807193496873e-08
2009,1.5258215579905254e-08
2010,2.4563724387860475e-08
2011,2.6385407192464072e-08
2012,4.0851030891353446e-08
2013,3.095928691188021e-08
2014,3.6596024099999624e-08
2015,3.945504262192756e-08
2016,3.3141440480832784e-08
2017,2.8174846150585964e-08
2018,3.484980004575533e-08
2019,2.6785371032289618e-08
