year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP pair_NOUN
1967,1.5284040699725665e-08,4.930335639752315e-09,8.923907612867765e-08
1968,2.1558795637588446e-08,4.042274182047834e-09,1.796566317935344e-08
1969,1.6804504454626112e-08,3.179230406713529e-09,1.4533625192214572e-08
1970,1.7015283404475667e-08,1.5175792539290356e-08,1.2876430255381877e-08
1971,7.193756701440179e-09,8.22143619849669e-09,2.0553589719085608e-08
1972,2.1546616935097518e-08,7.695220183290274e-09,1.898154344814884e-08
1973,1.1577728109557484e-08,5.513203782392395e-09,2.1501495472975307e-08
1974,9.00091468025721e-09,1.0688586127294286e-08,1.4626486688484874e-08
1975,1.0851811893530794e-08,1.7134440533084216e-09,1.4849848017917111e-08
1976,9.712995741040231e-09,2.285410749536254e-09,1.428381724011274e-08
1977,1.4104276857551667e-08,5.289103655048422e-09,9.990529292736028e-09
1978,1.128712323605896e-08,3.5643548113029055e-09,1.0693064655953322e-08
1979,9.363157360553487e-09,2.9259866751729646e-09,1.287434159280565e-08
1980,1.0233271119375331e-08,6.253665918443119e-09,2.78572392375942e-08
1981,1.5813874654213578e-08,5.060439622894819e-09,6.325549528618524e-09
1982,1.1173503899897241e-08,5.586752060970923e-09,5.586751949948621e-09
1983,1.1999100379966876e-08,6.315316047889041e-10,2.2103606056589342e-08
1984,6.958810416790584e-09,4.0593059469351545e-09,1.5077422421683195e-08
1985,1.3234227935754461e-08,3.609334831011779e-09,9.624892882698077e-09
1986,1.1389522214244607e-08,2.9972427317837003e-09,5.994485574589703e-09
1987,1.3443797186596385e-08,2.4443267410134695e-09,7.944061852782625e-09
1988,1.679035044332977e-08,4.797243047249822e-09,5.396898372644898e-09
1989,6.036934507847036e-09,6.585746614717891e-09,8.232183268397364e-09
1990,2.397406362319998e-08,1.5256222840598355e-08,8.717841559757744e-09
1991,2.989347080983862e-08,5.861465202094962e-10,1.055063725274863e-08
1992,8.815910668147353e-09,1.6529832502776287e-09,5.509944167592096e-09
1993,1.3294098266669607e-08,2.2156829704300662e-09,7.75489028548293e-09
1994,8.967375286772494e-09,6.329911872438032e-09,6.857404422078162e-09
1995,1.4098372247417501e-08,1.0844901643380922e-09,8.13367617702454e-09
1996,1.7081895009596337e-08,1.49466583554414e-08,1.014237538399243e-08
1997,8.151320507465698e-09,3.3564261370244708e-09,6.233362603857984e-09
1998,1.3350762273489636e-08,4.291316191284977e-09,6.198568103243929e-09
1999,8.226361813967742e-09,3.199140841125825e-09,7.312321859131998e-09
2000,1.4579503826439577e-08,1.3254094488601709e-09,1.0603275590881367e-08
2001,1.4896119893137438e-08,4.819333099259637e-09,6.133696661692056e-09
2002,6.571832411594869e-09,0.0,1.927737391937967e-08
2003,8.750538071922165e-09,2.9168460979889232e-09,5.000307723435071e-09
2004,2.1583476339515073e-08,1.2333415178034102e-08,1.1452457204796929e-08
2005,8.557123898356167e-09,3.6029997874109654e-09,5.989987061916224e-08
2006,1.2765458912156191e-08,4.529678965248252e-09,4.6532155018041976e-08
2007,1.078509459517818e-08,3.994479552682506e-09,7.988959049853861e-09
2008,6.811903485726134e-09,1.7029758436759579e-09,1.0217855006544596e-08
2009,4.76819250749827e-09,1.430457752249481e-09,1.0490023516496194e-08
2010,8.97520635589899e-09,7.085689368580006e-09,1.5588517143783065e-08
2011,6.500752380844688e-09,7.64794394481072e-10,2.3326229614539784e-08
2012,1.05531832161887e-08,3.0638275250183256e-09,2.4170194734551842e-08
2013,6.414987652192394e-09,2.2313000891394097e-09,1.1993237958307645e-08
2014,1.0822894864759292e-06,1.5158116567492996e-09,7.145968927702029e-09
2015,4.654808538617772e-09,0.0,8.422986308431746e-09
2016,6.421154274960372e-09,6.21402013178951e-10,1.0563834473842348e-08
2017,6.037467414898856e-09,2.7671724078803805e-09,8.553078800765945e-09
2018,6.711813327342497e-09,1.0325866828253538e-09,2.581466596041082e-09
2019,4.591778068885333e-09,0.0,8.92845686273347e-09
