year,son_DET achat_NOUN,son_DET pacha_NOUN
1998,1.6450046169680377e-07,5.72175506974304e-09
1999,2.161705099368305e-07,4.570201106446348e-09
2000,1.908589606358646e-07,1.4137700898864125e-08
2001,1.7831532073131484e-07,6.571817756650944e-09
2002,1.8926876954594718e-07,5.6955880012310445e-09
2003,1.8501138221438396e-07,7.083768960303161e-09
2004,1.8676315161059165e-07,1.0571498787470546e-08
2005,2.2383635389644496e-07,2.251874686720612e-09
2006,2.026001801880284e-07,5.353256948836815e-09
2007,2.3767153400910956e-07,5.1928234212628155e-09
2008,1.962679641032139e-07,6.811903485726134e-09
2009,2.393632700936621e-07,9.059566208335923e-09
2010,2.5839148554140934e-07,1.2754240885648471e-08
2011,3.116537032887834e-07,7.647943917055144e-09
2012,2.958295621802165e-07,6.468080154808931e-09
2013,2.844907474042202e-07,9.761937258545572e-09
2014,2.9991416194974363e-07,2.2304085245394845e-08
2015,2.7685026848800476e-07,5.984753498333717e-09
2016,2.701027459472982e-07,7.871092000399926e-09
2017,3.167154538630257e-07,4.024978045302774e-09
2018,2.702795538489511e-07,6.9699601645822895e-09
2019,2.8366984317074184e-07,3.316284080678855e-09
