year,en_ADP ère_NOUN,en_ADP ere_NOUN,en_ADP pairs_NOUN
2010,8.97520635589899e-09,7.085689368580006e-09,2.3618965117044866e-09
2011,6.500752380844688e-09,7.64794394481072e-10,3.823971805871906e-09
2012,1.05531832161887e-08,3.0638275250183256e-09,2.0425516833455504e-09
2013,6.414987652192394e-09,2.2313000891394097e-09,2.2313000336282585e-09
2014,1.0822894864759292e-06,1.5158116567492996e-09,1.7323561474213989e-09
2015,4.654808538617772e-09,0.0,3.768178130636457e-09
2016,6.421154274960372e-09,6.21402013178951e-10,2.899876117012923e-09
2017,6.037467414898856e-09,2.7671724078803805e-09,2.0124890642847504e-09
2018,6.711813327342497e-09,1.0325866828253538e-09,3.3559066636712487e-09
2019,4.591778068885333e-09,0.0,1.53059265262101e-09
