year,en_ADP épée_NOUN
1892,1.0656471260972467e-08
1893,8.621783287310336e-09
1894,2.079507943619774e-08
1895,1.9259566386153892e-08
1896,1.6511680911435178e-08
1897,2.5637540090883704e-08
1898,1.3580051749784161e-08
1899,1.9899282222013426e-08
1900,1.6092265298084385e-08
1901,1.3412973842719111e-08
1902,7.365425602756659e-09
1903,8.100330184390714e-09
1904,1.3974025492302644e-08
1905,1.5482276793932215e-08
1906,1.2346042410626978e-08
1907,2.4171363577352167e-08
1908,1.1787333775714615e-08
1909,6.0510818578052294e-09
1910,1.6566866989364826e-08
1911,2.2345570727111408e-08
1912,2.917275843117295e-08
1913,1.590896836489719e-08
1914,6.696743604095445e-09
1915,1.1780762143587253e-08
1916,2.0876177231343718e-08
1917,1.2063066989753679e-08
1918,1.6080926812378493e-08
1919,1.4732557396257562e-08
1920,9.843901693784574e-09
1921,5.300923255902035e-09
1922,1.0329109567663863e-08
1923,1.0615948120573648e-08
1924,1.2891624656674594e-08
1925,1.4297631523163545e-08
1926,1.1146138789719373e-08
1927,1.4493992672726108e-08
1928,1.3711249025050165e-08
1929,5.570203187588163e-09
1930,1.3654684494213143e-08
1931,1.596749932275543e-08
1932,7.6716757391182e-09
1933,1.1470662641954732e-08
1934,1.4377896206951846e-08
1935,4.787313656606784e-09
1936,6.0623572828433225e-09
1937,3.777335333410292e-09
1938,9.075650453382877e-09
1939,4.588215141154706e-09
1940,5.0715658339584024e-09
1941,1.7709016475464523e-08
1942,3.944475324146879e-08
1943,0.0
1944,3.2131861615880553e-09
1945,6.535512131478072e-09
1946,4.1763312808029696e-09
1947,9.536696765621855e-09
1948,1.848220954059343e-08
1949,4.908504269707237e-09
1950,1.701657836861159e-08
1951,7.462981344019681e-09
1952,1.1599284199803606e-08
1953,8.619061908632375e-09
1954,6.840775057526116e-09
1955,1.1262729415761896e-08
1956,9.593255967388359e-09
1957,3.534015080575159e-09
1958,1.2408365002158916e-08
1959,6.975672928177801e-09
1960,1.3841666479663672e-08
1961,9.727422589644874e-09
1962,5.7077609305622445e-09
1963,1.0345685197421517e-08
1964,1.7035111099517053e-08
1965,1.586892572902343e-08
1966,8.862519607077957e-09
1967,1.1339771788243524e-08
1968,1.3025105771724554e-08
1969,9.537691525451919e-09
1970,1.1496812390987543e-08
1971,8.221435976452085e-09
1972,6.669190977248718e-09
1973,7.1671650836435674e-09
1974,1.2376257352286757e-08
1975,9.709516746170266e-09
1976,6.2848797277581525e-09
1977,6.464460078348111e-09
1978,1.6039596650863075e-08
1979,1.2289143924704149e-08
1980,4.548120546843393e-09
1981,8.855769451088236e-09
1982,9.311253101884631e-09
1983,8.209910751233451e-09
1984,7.538710988796993e-09
1985,1.2031115659283387e-08
1986,6.593933843390687e-09
1987,1.711028652096047e-08
1988,1.4391728697660255e-08
1989,7.134558721588746e-09
1990,3.2691906959314565e-09
1991,1.2895223555631219e-08
1992,9.91789939064347e-09
1993,1.2186256448387667e-08
1994,1.3714808844156323e-08
1995,1.2471637056421514e-08
1996,7.473329288743003e-09
1997,9.110299181713799e-09
1998,1.2873949017944142e-08
1999,1.0511462811280126e-08
2000,1.2812291672048559e-08
2001,1.0514908055370142e-08
2002,9.63868718173444e-09
2003,1.8334461060476315e-08
2004,1.2333415538856585e-08
2005,1.981649788707074e-08
2006,1.6471560115860484e-08
2007,9.18730247434496e-09
2008,1.0217855006544596e-08
2009,1.4781396551200032e-08
2010,8.97520635589899e-09
2011,1.30015047339338e-08
2012,1.736168897537027e-08
2013,1.4503450496139436e-08
2014,1.7973195778897555e-08
2015,1.8619234154471087e-08
2016,2.2163337831671015e-08
2017,1.5848351964109497e-08
2018,1.6779533595912e-08
2019,1.8877310103970757e-08
