year,ton_DET or_NOUN,ton_DET port_NOUN
1847,5.662884650092792e-08,1.1865092020002521e-08
1848,4.263967567919025e-08,9.654266053260585e-09
1849,5.614208120618969e-08,5.865590679832167e-09
1850,3.937617609750532e-08,1.4935791270431764e-08
1851,7.22337163416853e-08,1.3543821619776963e-08
1852,5.9245962802378926e-08,5.859490670445666e-09
1853,5.4344578614973216e-08,1.9707374177002634e-08
1854,5.6632741163298306e-08,1.0391329130499116e-08
1855,8.331890910540096e-08,2.3350523292720027e-08
1856,4.245295315286057e-08,2.0708757375587084e-08
1857,1.1081025430570435e-07,1.513267822161879e-08
1858,9.542668333306636e-08,1.0766087521485446e-08
1859,6.517981754328162e-08,2.8516169869874375e-08
1860,8.833965159382728e-08,2.5632229672112317e-08
1861,8.064297785104202e-08,2.735258886055192e-08
1862,9.713670667821361e-08,1.3102160273392727e-08
1863,7.541877550254483e-08,1.2486552514179294e-08
1864,1.0212770851225628e-07,1.5822602561499366e-08
1865,6.636650229374652e-08,2.0710115899991166e-08
1866,8.855415245534459e-08,1.216403244796993e-08
1867,6.551295683721037e-08,9.220341823379385e-09
1868,6.4218362849644e-08,1.531360993567432e-08
1869,7.422949188651273e-08,2.1487484458404538e-08
1870,4.185855440042019e-08,1.204150201772336e-08
1871,8.072094370703553e-08,1.3807530230280918e-08
1872,5.3821318624081016e-08,1.6932549473658298e-08
1873,4.968383748860106e-08,5.387403856360606e-09
1874,7.82673765797881e-08,1.4339061493728877e-08
1875,6.808617553089036e-08,6.293679799540541e-09
1876,6.227395310531847e-08,1.4510435075720807e-08
1877,4.51491583008945e-08,1.1132669119895411e-08
1878,3.2611077338540184e-08,4.227361960484899e-09
1879,5.803859082220697e-08,8.55305515301552e-09
1880,6.610381309002378e-08,6.417846254436199e-09
1881,4.183504487276224e-08,4.183504653809678e-09
1882,6.389169482368118e-08,1.1979693681496428e-08
1883,6.256145379524014e-08,8.847074184359371e-09
1884,6.931781992847164e-08,1.2543224237049344e-08
1885,4.383032448096458e-08,1.5469525493916336e-08
1886,6.711602551501272e-08,6.4534639854230136e-09
1887,4.635536360320103e-08,1.6975203687152884e-08
1888,5.516334833366443e-08,2.53624587998047e-09
1889,4.9494580878217675e-08,5.638623068460191e-09
1890,3.8015443237782165e-08,6.554386366985909e-09
1891,6.756673087693343e-08,7.0116419337296065e-09
1892,4.387958751905785e-08,1.50444294799712e-08
1893,5.234654043562159e-08,3.695050043717174e-09
1894,2.6466464575491955e-08,6.301539290376468e-09
1895,6.921406359161608e-08,8.426059849853118e-09
1896,3.597187570036908e-08,1.1794058063507862e-08
1897,2.855089586972781e-08,1.2236098578810584e-08
1898,2.82917743676947e-08,4.526684027617023e-09
1899,4.09040801230276e-08,1.6582735185011188e-09
1900,6.333085078580325e-08,1.245852798703595e-08
1901,4.3592162823902214e-08,4.470991188387785e-09
1902,3.338993082024899e-08,1.0802624572647801e-08
1903,3.186129982069019e-08,4.320176216765503e-09
1904,2.1498500757388683e-08,3.7622376325430196e-09
1905,2.993240255655394e-08,5.6768351130997985e-09
1906,4.012463905578301e-08,9.773950315761226e-09
1907,2.159994205719329e-08,1.0799970695529737e-08
1908,3.5362001771233054e-08,1.7681000663571922e-08
1909,4.510806661528477e-08,7.701376869562182e-09
1910,6.626746884563772e-08,1.1222716866932103e-08
1911,4.894744243255644e-08,1.276889793899727e-08
1912,4.7405731506966475e-08,1.510732161591477e-08
1913,6.045408240673567e-08,6.3635876568213234e-09
1914,4.620753313311354e-08,1.8081208752462885e-08
1915,6.479418912519463e-08,8.246533234057551e-09
1916,4.065361070004769e-08,1.0987461607214755e-08
1917,4.386569774084137e-08,9.869782324756216e-09
1918,4.364822903113463e-08,2.2972752589112133e-09
1919,2.117805197876521e-08,1.0128633154415922e-08
1920,3.7103934591442567e-08,1.1358347151713133e-08
1921,2.8019165876358443e-08,1.0601846123226011e-08
1922,4.057864688711277e-08,3.098732948014771e-08
1923,3.6094223609950404e-08,2.441668023323018e-08
1924,2.9650736532715882e-08,2.3204923760289375e-08
1925,5.939016034517408e-08,1.6497267552040284e-08
1926,4.904300876518164e-08,4.458455493683289e-09
1927,2.787306230267461e-08,3.3447675740205796e-09
1928,2.742249938236796e-08,1.9424270192303084e-08
1929,6.684243802901335e-08,5.570202965543558e-09
1930,3.676261295382233e-08,1.3654684494213143e-08
1931,3.307553342324354e-08,3.4216069977333063e-09
1932,3.6166470818166374e-08,1.9727166122862627e-08
1933,2.1794258397989097e-08,6.882397318719313e-09
1934,3.5944742293736454e-08,2.036868629318178e-08
1935,2.393656917121234e-08,7.180970484910176e-09
1936,3.273672799508631e-08,6.0623572828433225e-09
1937,5.9178256517355976e-08,1.1332006333297784e-08
1938,2.2040865133021725e-08,2.2040864688932515e-08
1939,2.2941076593951948e-08,6.117620188206274e-09
1940,1.7750480196809804e-08,0.0
1941,3.8369532440185594e-08,8.854508237732261e-09
1942,4.551317811518629e-08,3.3376331032286544e-08
1943,4.6451763546784264e-08,4.6451763546784264e-08
1944,5.1410978585408884e-08,2.2492303131116387e-08
1945,3.267756198965799e-08,2.178504043826024e-09
1946,3.619487021211398e-08,8.352662561605939e-09
1947,5.8412266579210836e-08,8.344609669919123e-09
1948,3.4790040626120344e-08,1.848220909650422e-08
1949,4.908504047662632e-08,1.668891380646187e-08
1950,4.4668516441248585e-08,2.2334259108802712e-08
1951,3.731490771929913e-08,1.0661401983469432e-08
1952,6.537778207693634e-08,5.272401848444019e-09
1953,4.5250076685654506e-08,1.1851210235391818e-08
1954,4.1044653009691956e-08,1.4658804836642503e-08
1955,1.970977603349411e-08,6.569925492527773e-09
1956,5.145473469525541e-08,9.593255523299149e-09
1957,3.0922632010543794e-08,1.0602045130703175e-08
1958,4.9633462229081715e-08,1.5717262880077243e-08
1959,4.5729413145068065e-08,1.0851047393956037e-08
1960,4.913791784577626e-08,3.4604166754270693e-09
1961,4.933192965239641e-08,1.806521421343632e-08
1962,3.805173776072479e-08,1.1415521861124489e-08
1963,5.8841084893401785e-08,2.2631187035493383e-08
1964,4.258777996923868e-08,1.520992043424485e-08
1965,5.143720827049947e-08,1.5868925951068036e-08
1966,6.979234001835977e-08,1.4955502058988657e-08
1967,5.078245596257247e-08,1.4791007030279246e-08
1968,5.749012288447375e-08,1.7067379926016812e-08
1969,3.996746922307892e-08,1.4533625192214572e-08
1970,4.3228016055607554e-08,1.7015282405274945e-08
1971,4.8300937471879024e-08,1.644287239699338e-08
1972,3.231992473651246e-08,8.721249833421041e-09
1973,3.6387143520499876e-08,1.1577727720979425e-08
1974,3.037808715689039e-08,1.0126029237333967e-08
1975,2.8557400000295274e-08,3.998036124386317e-09
1976,3.199574982737374e-08,1.0284348428424295e-08
1977,2.11564152863275e-08,9.990529570291784e-09
1978,4.514849250014663e-08,1.1287123569125868e-08
1979,3.043026175486574e-08,1.8726314721106974e-08
1980,2.5014662785594055e-08,9.096241149197937e-09
1981,2.8464972379182996e-08,1.644642821929665e-08
1982,4.034876344150007e-08,8.069752976958e-09
1983,2.336666926616715e-08,1.0104506009689374e-08
1984,2.7255340206977507e-08,8.698512410365566e-09
1985,2.8874678426049627e-08,9.62489254963117e-09
1986,2.997242765090391e-08,1.5585661872208334e-08
1987,1.772136820621384e-08,7.944061963804927e-09
1988,2.518552633112847e-08,5.9965538645734284e-09
1989,2.6342985570693145e-08,4.390497854167563e-09
1990,2.9967581305356816e-08,1.4166492867673242e-08
1991,2.930732689865323e-08,7.033758464558559e-09
1992,2.6998725921600908e-08,3.8569610283367695e-09
1993,3.3235243224183364e-08,1.1632335927824755e-08
1994,2.7429619020580276e-08,1.4769794665081548e-08
1995,3.416143945500494e-08,1.0302656505700725e-08
1996,2.882569782869382e-08,1.2277612260191972e-08
1997,3.787966806889642e-08,6.7128522740489416e-09
1998,2.8608776236893618e-08,2.097976892212472e-08
1999,3.0620348590026936e-08,1.3710603818939404e-08
2000,3.7995070645280293e-08,1.943933780612639e-08
2001,3.242096580091669e-08,1.095302915032903e-08
2002,3.1106672349068276e-08,1.1829298429688606e-08
2003,2.9585152550026805e-08,1.3750845351268026e-08
2004,3.611928783842089e-08,1.4976290096946343e-08
2005,3.693074512867156e-08,9.908249332113428e-09
2006,2.5119128999051554e-08,1.4824403538060693e-08
2007,2.95591473520318e-08,1.2382886049877584e-08
2008,4.470311798510096e-08,1.1069342858993636e-08
2009,3.385416791346074e-08,6.675469510497578e-09
2010,5.385123991175078e-08,1.2754241440759984e-08
2011,5.238841427335217e-08,1.797266835357192e-08
2012,6.434037702618411e-08,1.7361689308437178e-08
2013,7.558528691831157e-08,1.3945625210176615e-08
2014,7.622367403925523e-08,1.7973194404996562e-08
2015,8.156997455266435e-08,1.861923382140418e-08
2016,8.451067357029274e-08,2.3820410310904094e-08
2017,1.1471187910672143e-07,1.0314006787526253e-08
2018,8.131620088391855e-08,1.471436061883935e-08
2019,7.219295605764842e-08,1.3010037602789737e-08
