year,un_DET air_NOUN,un_DET père_NOUN
1974,8.631877491893647e-06,4.677100491790043e-06
1975,8.27307945883149e-06,5.155753143526454e-06
1976,9.147928338393285e-06,5.041615992240622e-06
1977,9.010869234771235e-06,5.048743133784228e-06
1978,1.1328707415714234e-05,5.3702947582223715e-06
1979,1.2395064800330147e-05,5.91810069749954e-06
1980,1.0682967086950157e-05,5.762468560988054e-06
1981,1.0616802768481648e-05,5.909328507414102e-06
1982,1.0022632991990577e-05,5.8263614164388855e-06
1983,1.0061561496854665e-05,5.709677424192705e-06
1984,1.0698011166709875e-05,6.526783835170136e-06
1985,1.0190956658107098e-05,6.00773799419585e-06
1986,1.1076610263671682e-05,6.3997125607784255e-06
1987,1.0793535906827856e-05,6.573405528342846e-06
1988,1.056892578787938e-05,6.594410166371745e-06
1989,1.0576160576647453e-05,6.379392999633637e-06
1990,9.99173622062699e-06,6.429408330177466e-06
1991,9.949251108309909e-06,6.648073622272932e-06
1992,9.992834804961603e-06,6.863737269213743e-06
1993,1.0580439905538697e-05,6.968877073632029e-06
1994,1.0117836637846267e-05,7.3880623574495985e-06
1995,1.045665447918509e-05,6.9819476493648835e-06
1996,9.494330640791304e-06,7.4557133871167025e-06
1997,9.994957736125798e-06,7.423455514299349e-06
1998,1.0455076932203156e-05,8.071012246091414e-06
1999,1.004256037617779e-05,7.76568597871119e-06
2000,1.0408440630271798e-05,7.862770644351258e-06
2001,9.863421922773341e-06,7.88880979030182e-06
2002,1.1255357861728044e-05,8.206465906823723e-06
2003,1.1734471456747997e-05,8.053828395304663e-06
2004,1.1697363362372926e-05,8.46028277123878e-06
2005,1.2009698963311166e-05,8.443179439154846e-06
2006,1.3022827204167697e-05,8.620802816494688e-06
2007,2.0383430154424786e-05,9.417783900289578e-06
2008,2.2352835571837204e-05,9.239920956360947e-06
2009,2.4871368111689662e-05,9.715192248904714e-06
2010,3.40325672993913e-05,9.904849008535166e-06
2011,4.048668643008568e-05,9.631820461208918e-06
2012,5.103144911799973e-05,1.0472842717490494e-05
2013,5.7959690764164407e-05,1.0643580026226118e-05
2014,5.990400916289218e-05,1.1035541490400647e-05
2015,6.080620511283996e-05,1.075238552061819e-05
2016,6.210975544718167e-05,1.1177365507819559e-05
2017,5.494396981475802e-05,1.0815871007707756e-05
2018,6.407226038618319e-05,1.0576011163720977e-05
2019,6.030356615838173e-05,1.0786341249513498e-05
