year,son_DET or_NOUN,son_DET porc_NOUN
1843,9.297478165137818e-07,3.248801239141841e-08
1844,9.270180119091975e-07,1.3721403624433748e-08
1845,8.05226888278554e-07,1.8972775184256108e-08
1846,8.418772874385638e-07,4.039605983052752e-08
1847,8.612977966393487e-07,2.7505441480002446e-08
1848,8.302668921267298e-07,2.011305433313737e-08
1849,8.320759299351721e-07,2.7652069300998505e-08
1850,8.106061244461671e-07,3.394497927189377e-08
1851,8.010203007557948e-07,3.289213923451939e-08
1852,7.747549211067906e-07,7.161600201754936e-09
1853,8.181546871099954e-07,1.3138250265498641e-08
1854,6.785537687292731e-07,1.9223959313308114e-08
1855,8.761753029773445e-07,1.0613874223963649e-08
1856,6.947788167011026e-07,1.812016231506064e-08
1857,8.630508023799166e-07,1.9526036953987358e-08
1858,8.015841483910435e-07,2.2510910191453348e-08
1859,9.57837786197402e-07,2.5460867192350634e-08
1860,9.07655541837471e-07,2.517451153094541e-08
1861,8.328392091527803e-07,8.017138342086838e-09
1862,8.588691873256948e-07,1.581295278052508e-08
1863,8.161210391932627e-07,2.1976331865403154e-08
1864,7.091402398629043e-07,1.534312921158687e-08
1865,8.458199216576645e-07,2.5416959426038943e-08
1866,8.037992778042735e-07,1.7029644638899555e-08
1867,8.201251535666643e-07,2.620518202434141e-08
1868,6.871364561789051e-07,2.9145256874585357e-08
1869,7.676892104235833e-07,1.660396442559886e-08
1870,7.012741516376764e-07,1.4335121534259088e-08
1871,6.691341827291808e-07,2.2304472935275044e-08
1872,6.839540471759165e-07,2.963196255034717e-08
1873,5.596914229855088e-07,2.454261771589472e-08
1874,6.10007602652729e-07,1.9118749250424116e-08
1875,6.60264239726871e-07,1.2587359599081083e-08
1876,6.511557675281665e-07,3.083467703390852e-08
1877,6.957918161631937e-07,8.658742167710898e-09
1878,5.284202395650084e-07,2.113681046855831e-08
1879,6.763023017164471e-07,2.077170613290491e-08
1880,6.052028771463824e-07,3.2089232604448625e-08
1881,6.066081423838909e-07,2.9284532132578533e-08
1882,6.442412558982369e-07,3.660461800336634e-08
1883,5.207135540530317e-07,9.479008356017005e-09
1884,6.03395125864381e-07,2.0465261485469455e-08
1885,5.240301841347161e-07,2.5137979031697455e-08
1886,6.434103374530764e-07,4.2592862070645054e-08
1887,4.642065440929599e-07,5.092561239372628e-08
1888,5.788981156662487e-07,1.4583413587843097e-08
1889,4.836685678633046e-07,2.1927978044455898e-08
1890,4.771593222763215e-07,2.4906668727453507e-08
1891,5.341596658325898e-07,4.270727416155751e-08
1892,5.353309795452788e-07,2.2566645441202127e-08
1893,5.129961102579017e-07,3.0176241949675386e-08
1894,4.801772890417055e-07,3.024738881585165e-08
1895,6.157042493626363e-07,3.3704242730081546e-08
1896,4.876842885082056e-07,1.1204354666283223e-08
1897,4.876959378563583e-07,2.5637539757816796e-08
1898,4.6002423870206144e-07,3.055511754723739e-08
1899,5.162758043297799e-07,2.7085134135518274e-08
1900,5.684203263633947e-07,3.010810800674335e-08
1901,4.4989349268220735e-07,4.0238919751800495e-08
1902,4.104997359810625e-07,1.8168049842337552e-08
1903,3.866557785059399e-07,2.4841012358223225e-08
1904,3.568751072435816e-07,1.9348651569828235e-08
1905,4.2576262693216904e-07,2.7868098939620722e-08
1906,4.0381847998816056e-07,1.9547902019301233e-08
1907,3.908560906040748e-07,2.3142794347563722e-08
1908,4.543034899384679e-07,2.406580645875067e-08
1909,4.2357574336904236e-07,1.7053048750881317e-08
1910,4.6440669576597315e-07,1.977335806202518e-08
1911,4.080726885291597e-07,1.1704822888702893e-08
1912,4.3550760508992425e-07,1.6670147928721235e-08
1913,4.5923891800470074e-07,1.1666577537372547e-08
1914,5.156492521862788e-07,2.4777952134513725e-08
1915,7.056676145644758e-07,1.1780762143587253e-08
1916,8.735032057671788e-07,2.4172416956957932e-08
1917,7.204940737359777e-07,8.773139548168274e-09
1918,6.133725038992566e-07,9.189101035644853e-09
1919,5.312928510470272e-07,3.683139365717736e-08
1920,6.125935283485262e-07,2.3473917920568965e-08
1921,4.369475385956889e-07,1.741731875393171e-08
1922,5.179310766934009e-07,2.2133805899215986e-08
1923,5.509677052373263e-07,3.1847843473542525e-08
1924,5.053516742847819e-07,1.6759111320929776e-08
1925,5.279125154800113e-07,1.9796720707176974e-08
1926,5.305561736612674e-07,2.5636118672345276e-08
1927,4.86106193520186e-07,1.6723836537835268e-08
1928,4.821789429954038e-07,2.2852082781632532e-08
1929,3.7654574125411955e-07,1.5596569369336066e-08
1930,4.190937912262882e-07,2.2057568216382606e-08
1931,4.5621427080533294e-07,2.2810713318222042e-08
1932,5.446889931315368e-07,9.863582950409011e-09
1933,3.590317374513319e-07,1.7205992852709073e-08
1934,4.52903742953481e-07,1.7972370258689807e-08
1935,4.1769310410444405e-07,2.154291145473053e-08
1936,4.38914678824176e-07,9.699771652549316e-09
1937,4.0669312006968994e-07,2.5182236740306507e-08
1938,4.200729367687117e-07,1.5558256905023882e-08
1939,3.8235127419739e-07,1.2235240376412548e-08
1940,4.057252613876017e-07,1.7750480196809804e-08
1941,4.899494241428215e-07,2.066051862925633e-08
1942,3.9444752530926053e-07,2.1239483061208375e-08
1943,4.412917617990786e-07,1.7419411690866582e-08
1944,4.3378013181438746e-07,9.639558484764166e-09
1945,4.5530733450149796e-07,4.357008087652048e-09
1946,4.329463472174666e-07,1.6705325123211878e-08
1947,3.7073909719964604e-07,1.7881307101674793e-08
1948,4.533577246945697e-07,9.784699050996437e-09
1949,3.7402802854913375e-07,8.835307596655184e-09
1950,3.935083658923588e-07,1.0635361036293034e-08
1951,4.2219152396327786e-07,4.584402901741669e-08
1952,3.4481507549255497e-07,2.741649041126948e-08
1953,3.436851003790764e-07,9.69644453618912e-09
1954,3.3617524453077863e-07,2.0522326726890583e-08
1955,3.2286490858624006e-07,1.0324168187025862e-08
1956,3.505898824585074e-07,1.8314396887930684e-08
1957,2.9155624492460674e-07,1.5903067751565914e-08
1958,3.069002305622348e-07,9.099467845885556e-09
1959,2.666257157279972e-07,5.425523585955716e-09
1960,3.4604165533025366e-07,3.460416619915918e-09
1961,3.119723412936537e-07,1.111705483225478e-08
1962,3.7227282811969076e-07,1.2683912586908264e-08
1963,3.4464063247696686e-07,1.0992290633282664e-08
1964,3.473945788812216e-07,1.520992087833406e-08
1965,3.5130519604464894e-07,1.094408652591028e-08
1966,4.1266106931558966e-07,1.4955502058988657e-08
1967,3.860452744142151e-07,1.627010742799584e-08
1968,4.275827796274001e-07,1.0330256094981394e-08
1969,3.9422457165372293e-07,1.544197658631674e-08
1970,3.453642425377268e-07,1.885477343699371e-08
1971,3.653400506564708e-07,1.798439097644433e-08
1972,3.4474587895516606e-07,1.6416469961200164e-08
1973,3.5946089393945613e-07,1.7090930948260308e-08
1974,2.700274317479767e-07,9.563471847773286e-09
1975,2.7357990672882693e-07,1.1422959911300268e-08
1976,3.4452568264953243e-07,1.1427053914214724e-08
1977,3.2145996753385475e-07,8.815172591880582e-09
1978,3.3326716497583675e-07,2.0792069732600282e-08
1979,3.721855139637853e-07,9.948355028654987e-09
1980,2.9505933341056334e-07,2.3309118191150446e-08
1981,3.479052332888699e-07,1.3283654176632353e-08
1982,3.1223736085550513e-07,2.2347008354905995e-08
1983,3.2334418254009734e-07,8.841442245000053e-09
1984,2.992288292702483e-07,2.3775934387959552e-08
1985,2.863405677011599e-07,1.5640450379272863e-08
1986,2.967270318343651e-07,1.3187867686781374e-08
1987,3.4220575306775913e-07,1.3443797186596385e-08
1988,2.770407956376175e-07,4.197587610832443e-09
1989,2.936145406806645e-07,1.3720305114262032e-08
1990,2.8278498986900047e-07,1.0352437129768077e-08
1991,2.707997031059506e-07,9.378344600907695e-09
1992,2.8486410208472535e-07,8.815910668147353e-09
1993,3.2902893165598357e-07,1.9387225436151567e-08
1994,3.054182382555837e-07,1.2659824244476425e-08
1995,2.835941703693834e-07,1.572510655023507e-08
1996,2.6690460774858593e-07,9.074756723848054e-09
1997,2.5556786820146726e-07,6.233362825902589e-09
1998,2.8561095177792595e-07,1.6211639697338853e-08
1999,2.82438437526622e-07,1.325358303660984e-08
2000,2.7391793988584823e-07,6.627047355323157e-09
2001,2.435953778689992e-07,9.638665865452367e-09
2002,2.523583599867152e-07,1.2267419968736704e-08
2003,2.7001660463099597e-07,1.8751153518792307e-08
2004,2.669303444946536e-07,6.607186797680242e-09
2005,2.751790941779575e-07,1.0358624180639708e-08
2006,2.8536977936255425e-07,1.7706926758176422e-08
2007,2.684290274501677e-07,7.589511241690161e-09
2008,3.167535098658192e-07,1.0217855006544596e-08
2009,3.0230341163672847e-07,1.2874119992289934e-08
2010,2.909856564592417e-07,1.4643758650123573e-08
2011,2.829739247367513e-07,1.5678285225639854e-08
2012,3.686805802871618e-07,1.565956214699682e-08
2013,3.784842546039613e-07,1.6455837581474952e-08
2014,4.6795270147725887e-07,1.6673927849542025e-08
2015,4.659241614746179e-07,1.618100019251667e-08
2016,5.132780407368642e-07,2.0091999314297837e-08
2017,3.03382727495638e-07,1.584835163104259e-08
2018,3.7689413545649586e-07,2.7105399924565177e-08
2019,3.974438851361839e-07,1.6326322294091256e-08
