year,en_ADP auto_NOUN,en_ADP poteaux_NOUN
2002,4.7448629825197486e-07,9.200564754507923e-09
2003,5.500338291497542e-07,1.0000615446870142e-08
2004,5.087533638814534e-07,1.761916479381398e-08
2005,5.01717718037753e-07,1.4411998705554652e-08
2006,6.563916468138586e-07,7.823991232669414e-09
2007,5.764033854660511e-07,8.38840730210677e-09
2008,4.512885984908621e-07,1.2346575317678798e-08
2009,4.706205984916778e-07,2.0026408975581944e-08
2010,5.106420042366722e-07,2.5980861906305108e-08
2011,6.103059373430142e-07,2.370862617340208e-08
2012,7.118292657537495e-07,9.531907707582832e-09
2013,6.822199711820076e-07,1.2829975304384789e-08
2014,7.490275102384203e-07,1.3858849179371191e-08
2015,5.758662631194511e-07,5.098123256885856e-09
2016,5.261203721573793e-07,1.0149566520567532e-08
2017,4.857645583555836e-07,5.534344982294215e-09
2018,6.611135994205597e-07,1.7812119779136992e-08
2019,5.183606912595451e-07,1.581612352197226e-08
