year,bon_ADJ or_NOUN,bon_ADJ porc_NOUN
1900,4.983411017178696e-08,3.633737311048435e-09
1901,3.353243371861936e-08,5.588738916095792e-10
1902,7.021706238674597e-08,1.4730852093691738e-09
1903,5.994244389739833e-08,4.320176216765503e-09
1904,4.192207825326477e-08,5.374625189347171e-10
1905,9.753834717685095e-08,5.160759042333041e-10
1906,4.423998589686562e-08,3.0865106026567446e-09
1907,5.914269962659091e-08,0.0
1908,4.7640472899956876e-08,4.911389073214423e-10
1909,5.4459736276157855e-08,1.1001967115120692e-09
1910,4.11499598840237e-08,1.068830135508847e-09
1911,5.320374063533251e-08,2.128149656499545e-09
1912,4.151908689631334e-07,1.0418842455450772e-09
1913,1.0234770431161166e-07,5.30298971401777e-10
1914,3.6162417338392316e-08,0.0
1915,4.9479201069679846e-08,0.0
1916,1.538244731591476e-07,0.0
1917,9.869782291449525e-08,1.0966424435210342e-09
1918,3.101321777165822e-08,0.0
1919,2.5781975665495338e-08,0.0
1920,3.48322650722821e-08,2.2716695191604686e-09
1921,2.574734203619755e-08,2.2718242842501013e-09
1922,3.32007097370024e-08,0.0
1923,3.927900982247934e-08,0.0
1924,2.4494086647841584e-08,0.0
1925,4.8391983309414854e-08,4.399271169575059e-09
1926,6.57622145627812e-08,0.0
1927,2.4528294062520217e-08,3.3447675740205796e-09
1928,2.5137291359556002e-08,0.0
1929,3.119313873867213e-08,0.0
1930,3.676261073337628e-08,0.0
1931,2.737285598186645e-08,7.983749661377715e-09
1932,2.5206933651489294e-08,0.0
1933,9.405943046658649e-08,1.1470662197865522e-09
1934,2.036868629318178e-08,1.1981580172459871e-09
1935,2.6330225111337313e-08,5.98414207075848e-09
1936,3.516167268458048e-08,0.0
1937,2.895957251780601e-08,2.5182236296217297e-09
1938,3.5006078036303734e-08,0.0
1939,4.129393715857077e-08,0.0
1940,2.7893612530860423e-08,2.5357829169792012e-09
1941,2.3612020783048138e-08,8.854508237732261e-09
1942,4.8547388331598995e-08,0.0
1943,2.9032351633873077e-08,0.0
1944,2.5705489292704442e-08,0.0
1945,3.0499055725385915e-08,0.0
1946,2.645009899993056e-08,1.3921104269343232e-09
1947,3.0994263822137214e-08,1.1920870957027319e-09
1948,3.913879709216417e-08,1.0871887834440486e-09
1949,3.337782672474532e-08,0.0
1950,2.5524867552917385e-08,0.0
1951,2.2388943254902927e-08,3.1984206394497505e-09
1952,3.1634410646574906e-08,0.0
1953,4.3095308654983455e-08,0.0
1954,4.593092128857279e-08,4.886268278880834e-09
1955,7.790054246115119e-08,1.8771215692936494e-09
1956,3.575668117150599e-08,5.232684952005684e-09
1957,3.268964121616591e-08,2.6505113659425206e-09
1958,2.9780077070995503e-08,5.790570245522986e-09
1959,1.7826719656000023e-08,4.650448914844674e-09
1960,2.8375417571169237e-08,1.3841666701708277e-09
1961,5.072156383789661e-08,4.16889545107324e-09
1962,3.6783347923119436e-08,3.805173953708163e-09
1963,3.2330266463986845e-08,3.2330267352165265e-09
1964,3.102823953327061e-08,1.2167936658258327e-09
1965,3.1190647065137966e-08,5.47204326295514e-09
1966,3.212663202134536e-08,3.8773522170743036e-09
1967,2.8102911997507363e-08,1.4791006197611978e-09
1968,3.5482184301827147e-08,1.7965663401398047e-09
1969,2.8613074576355757e-08,9.083515606356229e-10
1970,4.1388524607555155e-08,9.197450023812337e-10
1971,4.419021948365298e-08,1.541519245584766e-09
1972,2.7702792948502974e-08,1.0260293725750103e-09
1973,5.788864143596584e-08,1.6539611902288698e-09
1974,2.700274492895005e-08,1.1251143350321513e-09
1975,1.6563292959403952e-08,1.1422960355389478e-09
1976,2.7424929827102318e-08,1.7140580066410394e-09
1977,1.704266772151186e-08,1.7630346071939584e-09
1978,2.5544542481270582e-08,1.7821774056514528e-09
1979,3.3356247541860284e-08,2.3407893401383717e-09
1980,1.989802811408481e-08,1.1370301367108482e-09
1981,1.3916208629893845e-08,1.8976649140967083e-09
1982,1.8001756529884005e-08,6.207502289967692e-10
1983,2.273513821648976e-08,1.2630632095778083e-09
1984,7.248760880429472e-08,1.1598016991243298e-09
1985,3.549179083961462e-08,6.015558051686298e-10
1986,1.3787316177626963e-08,5.994485463567401e-10
1987,1.7110287964250404e-08,0.0
1988,1.798966131616453e-08,2.398621523624911e-09
1989,6.3113404280557e-08,3.841685636274406e-09
1990,1.4166492867673242e-08,4.358920779878872e-09
1991,2.0515127652220855e-08,0.0
1992,1.652983172562017e-08,0.0
1993,1.606370148010683e-08,5.539207426075166e-10
1994,1.8462243289718572e-08,1.0549853213248639e-09
1995,1.3013881527967897e-08,5.422450821690461e-10
1996,1.1209993822092201e-08,1.067618438099771e-09
1997,1.5343662340683295e-08,9.58978896292706e-10
1998,1.1920323395031573e-08,3.814503379828693e-09
1999,1.8737825513426287e-08,1.8280804647829996e-09
2000,1.899753598877396e-08,8.836062992401139e-10
2001,1.9277331730904734e-08,0.0
2002,1.8401129509015846e-08,1.3143663935011318e-09
2003,1.2084076850271686e-08,8.333845835650777e-10
2004,3.567880924038036e-08,1.7619165015858584e-09
2005,1.8465372453313478e-08,9.007499190971657e-10
2006,1.647156044892739e-08,3.706100981659688e-09
2007,9.586750421286538e-09,7.988958938831558e-10
2008,1.4049550939310151e-08,1.7029758714315335e-09
2009,2.86091541568112e-08,1.907277002999308e-09
2010,5.668551850135373e-09,4.2514138876015295e-09
2011,1.2236710311697152e-08,4.206369030868018e-09
2012,1.2936160587173617e-08,4.765953853791416e-09
2013,2.0081699858565116e-08,4.183687618564136e-09
2014,1.3858849179371191e-08,4.114345752981308e-09
2015,2.1722438958704515e-08,2.659890530054554e-09
2016,2.2991875070488277e-08,5.3854840587064245e-09
2017,1.106868996458843e-08,2.0124890642847504e-09
2018,1.4456214003644163e-08,1.8070267504555204e-09
2019,1.6836519733942623e-08,3.826481798085979e-09
