year,mon_DET paiement_NOUN
1996,6.51247233918184e-08
1997,7.000545665380997e-08
1998,3.0516027038629545e-08
1999,1.96518641359944e-08
2000,7.95245647111642e-09
2001,1.3581756164171566e-08
2002,1.445803121669087e-08
2003,1.083400003043522e-08
2004,1.1452457648886138e-08
2005,5.404499514582994e-09
2006,6.1768350434476815e-09
2007,7.988959188631739e-09
2008,4.6831836186811415e-09
2009,9.536385237041145e-09
2010,8.030448139795254e-09
2011,8.795135286732148e-09
2012,1.6680837933158443e-08
2013,1.5340188008750033e-08
2014,1.3858849290393493e-08
2015,1.2412822436580484e-08
2016,1.3670844678514982e-08
2017,2.0628013630563657e-08
2018,1.7037679655995674e-08
2019,1.5561025690224994e-08
