year,en_ADP eaux_NOUN,en_ADP peaux_NOUN
1995,5.341113797907582e-07,8.83859501144002e-08
1996,7.377243234074626e-07,9.234899756016546e-08
1997,7.37934247041494e-07,8.966452869074715e-08
1998,5.55010232661246e-07,1.0966696994962888e-07
1999,5.242020931217617e-07,8.409170054735071e-08
2000,6.794932208009641e-07,1.0117292292832758e-07
2001,7.084419569869382e-07,1.0383471660269095e-07
2002,5.450239475290886e-07,8.280508873026449e-08
2003,6.746248262246013e-07,9.333907124986496e-08
2004,5.347416616174883e-07,1.1320313308971208e-07
2005,6.38631713734128e-07,8.28689903364932e-08
2006,5.793871101777981e-07,6.876876024186629e-08
2007,7.118162305141951e-07,8.94763431402712e-08
2008,7.625074589512337e-07,8.855474317726042e-08
2009,5.407130330148391e-07,1.0156250374038223e-07
2010,5.777198657241911e-07,1.1620530937506146e-07
2011,6.412800903077276e-07,9.904087236445314e-08
2012,6.423824953083468e-07,1.0961693408528816e-07
2013,5.645189153913321e-07,1.0710240400113591e-07
2014,4.993516751206073e-07,1.1260315055383607e-07
2015,5.153537759872151e-07,1.0927716453945635e-07
2016,5.056141048065399e-07,1.3339429694170235e-07
2017,6.065138782318513e-07,9.40838624785556e-08
2018,6.172287043693103e-07,9.91283184426095e-08
2019,6.140227624129579e-07,1.0178441472996624e-07
