year,mon_DET or_NOUN,mon_DET porc_NOUN
1919,3.775217927159957e-08,9.207848372660976e-10
1920,4.24044972469062e-08,2.2716695191604686e-09
1921,6.891199966219119e-08,0.0
1922,4.5743199228454046e-08,0.0
1923,4.0340602414090654e-08,1.0615948120573648e-09
1924,4.125319807979366e-08,0.0
1925,6.1589795707917e-08,4.399271169575059e-09
1926,4.792839447542718e-08,0.0
1927,3.4562597228671166e-08,0.0
1928,6.17006229441941e-08,0.0
1929,6.68424400274148e-08,3.342121912552898e-09
1930,5.7769819150621515e-08,2.100720708497761e-09
1931,3.421607086551148e-08,1.1405356659111021e-09
1932,6.794912910113027e-08,3.287861094491973e-09
1933,2.867665616079762e-08,1.1470662197865522e-09
1934,3.5944742293736454e-08,2.3963160344919743e-09
1935,6.462873614054843e-08,0.0
1936,5.577368789033699e-08,3.6374143697059935e-09
1937,3.7773354000236736e-08,0.0
1938,4.019216381934143e-08,3.8895642262559704e-09
1939,2.5999885799876665e-08,1.5294050470515685e-09
1940,2.02862628917444e-08,0.0
1941,3.246652724442356e-08,5.9030051957620344e-09
1942,4.551317678291866e-08,3.034211770724937e-09
1943,2.9032351855917682e-08,8.709705623388686e-09
1944,8.996921074810871e-08,6.4263723231761105e-09
1945,6.099811189486104e-08,6.535512131478072e-09
1946,7.378185351569755e-08,2.7842208538686464e-09
1947,5.602809283189458e-08,5.960435478513659e-09
1948,6.196976110039998e-08,1.0871887834440486e-09
1949,4.810333908977782e-08,0.0
1950,8.61464248824717e-08,6.381216888229346e-09
1951,5.970385164033587e-08,1.0661401761424827e-09
1952,8.857635369619032e-08,8.435843135146115e-09
1953,3.87857791439572e-08,4.30953106533849e-09
1954,5.179444317882087e-08,2.9317608341017376e-09
1955,3.848099261460902e-08,5.631364707880948e-09
1956,1.0552581453104892e-07,8.72114158667614e-10
1957,4.329168429295649e-08,7.951533653738352e-09
1958,6.617794856556003e-08,0.0
1959,4.417926346977907e-08,0.0
1960,5.6750832033714005e-08,6.920833350854139e-10
1961,5.141637993144599e-08,0.0
1962,5.327243290942363e-08,1.2683912808952869e-09
1963,5.1728425987107585e-08,1.2932106496776896e-09
1964,5.962289084671113e-08,1.2167936658258327e-09
1965,4.4870755666615025e-08,1.0944086747954884e-09
1966,9.693380720321443e-08,2.215629901769489e-09
1967,7.395503398566206e-08,1.479100675272349e-09
1968,8.758261038632753e-08,1.3474247273492779e-09
1969,7.130559692702931e-08,1.3625273131978588e-09
1970,4.4607632171400624e-08,2.2993625059530842e-09
1971,6.011925224314041e-08,5.6522372338108084e-09
1972,3.950213234293898e-08,1.0260293947794707e-08
1973,4.5759593003680266e-08,3.307922269435437e-09
1974,3.431598788461443e-08,5.625571675160757e-10
1975,4.283610000044291e-08,1.7134440533084216e-09
1976,3.942333526296693e-08,5.142174019923118e-09
1977,3.819908062085986e-08,3.526069047854463e-09
1978,5.7029677313913396e-08,7.128709511583509e-09
1979,3.9793420336664553e-08,7.022367909392813e-09
1980,3.8090508192034633e-08,1.1370301367108482e-09
1981,3.479052185229037e-08,1.2651099057237047e-09
1982,5.46260205958049e-08,3.1037510339615437e-09
1983,4.8627932125455686e-08,3.157658134966823e-09
1984,4.2912663311689414e-08,1.1598016991243298e-09
1985,3.2484012701949894e-08,3.0077789148208467e-09
1986,5.155257531974655e-08,1.7983456945813714e-09
1987,5.133086067310444e-08,6.110816852533674e-10
1988,2.9383114108494368e-08,2.99827696004229e-09
1989,3.4026357731420376e-08,2.1952488715726304e-09
1990,4.19546128949122e-08,3.269190584909154e-09
1991,3.868566977871524e-08,2.9307325455363298e-09
1992,4.0222590869110064e-08,1.65298330578878e-09
1993,4.6529340824719156e-08,2.2156830259412175e-09
1994,5.116678947203468e-08,3.1649559639745917e-09
1995,3.958388994362849e-08,0.0
1996,3.8968072990641645e-08,0.0
1997,4.3154051110327885e-08,2.876936688878118e-09
1998,4.29131632451174e-08,3.337690568372409e-09
1999,3.976074980371891e-08,6.8553016596695215e-09
2000,3.71114652342186e-08,9.719669069596648e-09
2001,3.811654292196209e-08,3.5049695090716426e-09
2002,3.417352778534166e-08,7.00995456126563e-09
2003,3.791899783056607e-08,3.333538334260311e-09
2004,5.638132671847984e-08,2.2023955992267474e-09
2005,3.602999687490893e-08,9.007499190971657e-10
2006,4.3649631242814735e-08,3.706100981659688e-09
2007,3.7548105791263e-08,1.5977918155218873e-09
2008,5.15150195279368e-08,2.1287198115338413e-09
2009,4.243691442695763e-08,1.430457752249481e-09
2010,6.613310210568102e-08,4.251413776579227e-09
2011,7.30378623692296e-08,3.823971805871906e-09
2012,8.102121512587601e-08,5.787229417908435e-09
2013,1.1240173802828934e-07,3.6258626101570712e-09
2014,1.0459100341364547e-07,4.547434762081082e-09
2015,1.2634479436279822e-07,4.433150790905671e-09
2016,1.3173722290815704e-07,7.456824269169715e-09
2017,1.343336428760722e-07,4.276539400382973e-09
2018,1.1306824038159746e-07,1.1616600348318684e-08
2019,9.642733844739126e-08,8.163161147045628e-09
