year,bien_ADV uni_VERB,bien_ADV puni_VERB
1909,6.436150812305641e-08,2.8055016088046614e-08
1910,6.306098043751263e-08,4.1684376839157267e-08
1911,7.129301593522541e-08,3.830669470517023e-08
1912,6.042928646365908e-08,3.2819354345292595e-08
1913,8.484783364792747e-08,3.92421242167984e-08
1914,6.361906201846068e-08,3.281404303834279e-08
1915,2.9451904026700504e-08,2.1205371680821372e-08
1916,5.493730981243061e-08,2.4172416956957932e-08
1917,5.9218692172180454e-08,3.180263163926611e-08
1918,5.054005569604669e-08,2.412139110674616e-08
1919,5.893022958503025e-08,2.6702760891339494e-08
1920,5.2248399384779987e-08,3.63467123065675e-08
1921,6.815472630705699e-08,4.013556065274315e-08
1922,4.943216680430851e-08,5.75478971143184e-08
1923,6.263409346729532e-08,3.6094224498128824e-08
1924,4.640984840875717e-08,4.383152329978657e-08
1925,3.079489729884699e-08,3.739380360912037e-08
1926,5.015762383209221e-08,4.346993875969929e-08
1927,3.1217830098739796e-08,5.1286434654684854e-08
1928,3.6563331917705e-08,3.7705934374798744e-08
1929,5.3473950600846365e-08,4.67897081080082e-08
1930,4.3064773080914165e-08,5.04172987803031e-08
1931,4.904303452235581e-08,4.44808918587114e-08
1932,3.7262424257278326e-08,3.287861005674131e-08
1933,3.9000251916831985e-08,4.3588517684156614e-08
1934,4.193552882725271e-08,2.875579241390369e-08
1935,4.4282650435434334e-08,4.0692164304800826e-08
1936,3.8799086610197264e-08,3.273672888326473e-08
1937,5.162358363008934e-08,2.7700460591972842e-08
1938,2.2040865133021725e-08,3.241303758727554e-08
1939,3.211750509990452e-08,3.976452944698394e-08
1940,3.803674530900025e-08,2.2822046474857416e-08
1941,5.017554371988808e-08,1.7709016475464523e-08
1942,9.102635090130207e-09,2.1239483061208375e-08
1943,4.645176332473966e-08,3.774205836748479e-08
1944,2.5705489292704442e-08,5.1410978585408884e-08
1945,1.9606536838523425e-08,3.921307367704685e-08
1946,5.290019799986112e-08,4.872386583087973e-08
1947,3.814678706248742e-08,2.1457568166738383e-08
1948,4.240036233227329e-08,4.022598432129598e-08
1949,2.4542520904446974e-08,1.47255123650325e-08
1950,2.4461330738745346e-08,3.509669355139522e-08
1951,2.7719645245838365e-08,4.584402901741669e-08
1952,4.2179216563908994e-08,3.268889159357968e-08
1953,1.6160740301529586e-08,3.5553629373907825e-08
1954,2.9317607896928166e-08,4.202190595492539e-08
1955,3.0972504561077585e-08,2.3464020060259827e-08
1956,4.534993536253751e-08,3.8373023869553435e-08
1957,3.003912851795576e-08,2.3854601849393475e-08
1958,2.3162280982091943e-08,3.391619785020339e-08
1959,2.6352543258667538e-08,3.642851353902188e-08
1960,2.5607082676515347e-08,3.0451666077624395e-08
1961,1.737039845295385e-08,5.280601200752244e-08
1962,2.473363025501385e-08,3.805173776072479e-08
1963,4.332255798544793e-08,3.427008365974871e-08
1964,3.285342842218597e-08,4.9280142633278956e-08
1965,4.322914293197755e-08,4.9795595202795084e-08
1966,2.9357096309468034e-08,2.6033651678858405e-08
1967,3.845661922241561e-08,3.64844829903177e-08
1968,2.110965446888713e-08,4.581244184009847e-08
1969,1.589615195030092e-08,2.679637134406221e-08
1970,4.0008906410093914e-08,2.5292987260172595e-08
1971,2.7747345754391972e-08,3.699646100585596e-08
1972,2.8728821988011077e-08,4.001514497531389e-08
1973,2.921997932503473e-08,2.3155456219114967e-08
1974,1.800182936051442e-08,1.8564387360697765e-08
1975,2.513051278185685e-08,2.056132863970106e-08
1976,3.028169359708954e-08,1.656922776760439e-08
1977,2.1744092748576804e-08,2.291944944943225e-08
1978,2.7920778578049976e-08,2.613860239364385e-08
1979,2.3993090181306798e-08,2.2822696621460636e-08
1980,2.3309118191150446e-08,2.8425754194927322e-08
1981,1.2651098835192442e-08,2.1506869174459098e-08
1982,2.0484757001781873e-08,2.110550845202397e-08
1983,1.3893695083311286e-08,1.7682884490000106e-08
1984,4.1752862500743504e-08,1.9136727757995686e-08
1985,2.2257564680217e-08,2.2257564680217e-08
1986,1.978180286243969e-08,2.577628777089558e-08
1987,2.9943002743948455e-08,2.688759437319277e-08
1988,1.8589316752581908e-08,1.9188972188999287e-08
1989,2.4147738031388144e-08,2.1952487827547884e-08
1990,1.3621627381610324e-08,2.7788120249283565e-08
1991,2.4032006606944378e-08,2.989347080983862e-08
1992,2.0937788391961476e-08,3.195767561692264e-08
1993,1.2740176913439427e-08,2.4372512896775334e-08
1994,1.8462243289718572e-08,1.9517228722065738e-08
1995,2.277429267394382e-08,3.5788175978268555e-08
1996,1.6014276127407356e-08,2.2419987644184403e-08
1997,2.109753616252874e-08,2.4453962410575514e-08
1998,1.4304387896402204e-08,2.6224711291433778e-08
1999,1.5081663917726473e-08,2.3308025731694215e-08
2000,2.164835422036049e-08,1.2370488633450805e-08
2001,1.270551397425379e-08,1.664860427297299e-08
2002,1.9715496790695397e-08,2.0153619217921914e-08
2003,2.4584844382502524e-08,2.6668306674082487e-08
2004,2.5547789661573006e-08,1.5416770082765652e-08
2005,1.8014997493764895e-08,1.9366122927522156e-08
2006,1.4000825387938676e-08,2.5119128110873135e-08
2007,1.1983438241713884e-08,2.236908436259455e-08
2008,2.086145478585877e-08,2.7247613942904536e-08
2009,1.9549588614609092e-08,3.623826216880843e-08
2010,1.0392344762522043e-08,2.8815136943194375e-08
2011,2.141424282342541e-08,2.0649448373433188e-08
2012,1.8042539906559796e-08,3.880847998516401e-08
2013,1.812931316180766e-08,4.1000138395475005e-08
2014,1.6024294779981574e-08,4.309235990263005e-08
2015,2.238741103610664e-08,4.8321343371071634e-08
2016,3.645558521725434e-08,5.074783260283766e-08
2017,7.798394818792076e-09,3.999821984734808e-08
2018,1.058401366549333e-08,4.2852345671917647e-08
2019,1.6581420680950032e-08,4.693817601264527e-08
