year,mon_DET aimant_NOUN,mon_DET paiement_NOUN
1988,1.1993107618124554e-09,4.197587699650285e-08
1989,0.0,1.3720305780395847e-08
1990,2.179460389939436e-09,5.6665971470692966e-08
1991,5.861465202094962e-10,7.561290371604912e-08
1992,5.509944167592096e-10,5.234446831536843e-08
1993,1.661762283333701e-09,7.75489077398106e-08
1994,2.637463358823311e-09,5.96066724867228e-08
1995,2.7112254663563817e-09,5.097103894513566e-08
1996,2.135236876199542e-09,6.51247233918184e-08
1997,3.835915474148521e-09,7.000545665380997e-08
1998,2.3840646123929332e-09,3.0516027038629545e-08
1999,1.8280804925385752e-09,1.96518641359944e-08
2000,1.7672125984802278e-09,7.95245647111642e-09
2001,4.3812117822561447e-10,1.3581756164171566e-08
2002,4.38122149670761e-10,1.445803121669087e-08
2003,4.1669229178253886e-10,1.083400003043522e-08
2004,2.202395626982323e-09,1.1452457648886138e-08
2005,0.0,5.404499514582994e-09
2006,2.8825228870488218e-09,6.1768350434476815e-09
2007,3.994479469415779e-10,7.988959188631739e-09
2008,8.514879357157668e-10,4.6831836186811415e-09
2009,9.53638501499654e-10,9.536385237041145e-09
2010,2.3618964561933353e-09,8.030448139795254e-09
2011,3.4415748029203996e-09,8.795135286732148e-09
2012,2.2808492650128187e-08,1.6680837933158443e-08
2013,9.761937480590177e-09,1.5340188008750033e-08
2014,3.4647122948427977e-09,1.3858849290393493e-08
2015,3.768178213903184e-09,1.2412822436580484e-08
2016,4.764082295327654e-09,1.3670844678514982e-08
2017,5.785906254107687e-09,2.0628013630563657e-08
2018,8.260693129535923e-09,1.7037679655995674e-08
2019,5.35707450621814e-09,1.5561025690224994e-08
