year,en_PRON aie_VERB
1950,1.808011518278363e-08
1951,7.356366893418453e-08
1952,2.4253049346611988e-08
1953,3.016671712430252e-08
1954,2.7363100230104465e-08
1955,2.7218263198847126e-08
1956,2.7907653077363648e-08
1957,1.0602045463770082e-08
1958,3.22617488279775e-08
1959,4.2629114460623896e-08
1960,3.252791813679323e-08
1961,3.057190056665604e-08
1962,3.7417542841922113e-08
1963,2.198458126656533e-08
1964,3.9545792418493875e-08
1965,2.681301225493371e-08
1966,2.6033651678858405e-08
1967,3.007504645324843e-08
1968,3.458390196442451e-08
1969,2.3162964879475112e-08
1970,2.575285940054073e-08
1971,3.3913423180820246e-08
1972,4.360624927812751e-08
1973,1.7642252103655665e-08
1974,1.518904291231138e-08
1975,3.3126585918807905e-08
1976,2.742492810625663e-08
1977,1.880570188461661e-08
1978,1.841583241457556e-08
1979,1.8141117053005473e-08
1980,2.38776323158163e-08
1981,2.1506869174459098e-08
1982,2.3588508923921836e-08
1983,1.705135410645653e-08
1984,1.681712546997005e-08
1985,1.6843562988810845e-08
1986,2.038125046510686e-08
1987,1.2221633483022742e-08
1988,2.0388283061834045e-08
1989,2.9635859988275115e-08
1990,1.689081763345257e-08
1991,1.992898113201136e-08
1992,3.361066092111287e-08
1993,1.938722604677423e-08
1994,2.4264663167627987e-08
1995,1.843633334885908e-08
1996,2.028474987980644e-08
1997,2.109753616252874e-08
1998,1.859570453177639e-08
1999,1.8737825513426287e-08
2000,2.164835422036049e-08
2001,2.190605918883648e-08
2002,2.716357272447567e-08
2003,1.3750845795357236e-08
2004,1.9381081628466745e-08
2005,2.477062288619436e-08
2006,2.0589450144825605e-08
2007,2.157018919035636e-08
2008,1.8732734474724566e-08
2009,1.8595951445377068e-08
2010,1.9367551118421034e-08
2011,1.2236710311697152e-08
2012,2.5872321174347235e-08
2013,3.095928846619245e-08
2014,2.5119163638009923e-08
2015,3.347028965094978e-08
2016,3.7076986814099655e-08
2017,2.1131135952145996e-08
2018,2.917057351226049e-08
2019,2.8571061960747102e-08
