year,son_DET an_NOUN,son_DET pan_NOUN
1979,3.39414459871179e-08,2.1067104061245345e-08
1980,2.842575275163739e-08,1.4212876320307544e-08
1981,3.921840530107801e-08,1.5181318646639852e-08
1982,4.469401748696811e-08,2.1105508341001666e-08
1983,3.599730202807905e-08,1.9577479970500633e-08
1984,3.131464598737921e-08,1.8556826519855463e-08
1985,2.827312228781409e-08,2.346067573544275e-08
1986,4.07625022069702e-08,1.9182352817281867e-08
1987,4.399788133824245e-08,2.3221104372694867e-08
1988,2.9383113941960914e-08,1.3792074093910145e-08
1989,2.4147736810142817e-08,1.701317808855407e-08
1990,7.79157096619798e-08,2.233946955199073e-08
1991,3.0479618662315744e-08,1.758439527321798e-08
1992,2.7549721615116596e-08,2.2039776892412988e-08
1993,3.877445237110422e-08,1.606370197970719e-08
1994,3.059457520659947e-08,1.371480873313402e-08
1995,3.958388955505043e-08,1.3013882194101711e-08
1996,4.2704737523990843e-08,1.014237538399243e-08
1997,4.363353844905049e-08,1.8220598363427598e-08
1998,5.6263925851673946e-08,4.482041482400945e-08
1999,3.9760751607831324e-08,2.4222065436729778e-08
2000,3.843687301774423e-08,3.5344252746760674e-08
2001,2.716351366061076e-08,1.796296833500577e-08
2002,3.811662852015729e-08,1.621052003741852e-08
2003,3.5418845301116164e-08,3.291869049570906e-08
2004,3.611928783842089e-08,2.3785872660386786e-08
2005,4.4136746257805726e-08,5.3144246447978105e-08
2006,3.62374311668745e-08,2.5530917380223173e-08
2007,3.8347003267213964e-08,2.1170741215659206e-08
2008,2.3415917621560922e-08,2.213868718903278e-08
2009,2.384096209340214e-08,2.62250594573743e-08
2010,1.936755145148794e-08,2.1729448296259335e-08
2011,1.2619107203626356e-08,2.1414243545070377e-08
2012,8.170206400315294e-09,2.110636604379934e-08
2013,8.646287685820653e-09,1.924496279004373e-08
2014,2.9016966135442246e-08,2.706806528918193e-08
2015,6.871383573248124e-09,2.2387411771629395e-08
2016,9.113895860224375e-09,2.4027544981430893e-08
2017,6.540589680970044e-09,2.8929529438670443e-08
2018,5.162933414126769e-09,2.5040226392381015e-08
2019,1.0459050070465992e-08,2.168339657826479e-08
