year,bien_ADV osé_VERB,bien_ADV posé_VERB
1961,4.029932298976746e-08,2.2025665158409424e-07
1962,4.3759497803108616e-08,2.0865035832429157e-07
1963,3.7503109950876024e-08,1.9333498979534625e-07
1964,4.7454951523917543e-08,2.4640071227821636e-07
1965,4.432355044103886e-08,2.0848484894031571e-07
1966,5.040557904401055e-08,1.9719106214566295e-07
1967,4.190785396485097e-08,1.9869252376736313e-07
1968,4.985471674379127e-08,2.3175706198586e-07
1969,4.223834876304622e-08,2.1800437699504016e-07
1970,3.632992928714884e-08,1.9268657358573194e-07
1971,4.984245594030767e-08,2.045082192481118e-07
1972,3.0780881121739156e-08,2.2162233781486407e-07
1973,3.4733182663337914e-08,2.47542841558257e-07
1974,3.544109988817823e-08,2.075835916492963e-07
1975,2.4559365652265797e-08,2.3588412467745457e-07
1976,2.628222439682304e-08,2.6110818029945193e-07
1977,3.467301112891619e-08,2.5564000838418366e-07
1978,2.9108897625640395e-08,2.2990087977792228e-07
1979,2.633388052064589e-08,1.9370032200427545e-07
1980,3.0699812469947574e-08,1.7112303940525209e-07
1981,1.581387426563552e-08,1.5118063168007012e-07
1982,1.4277254933858785e-08,1.918118249788492e-07
1983,3.34711742766558e-08,2.2229912843840793e-07
1984,2.4355836458767044e-08,1.7397025953158618e-07
1985,2.707001200974446e-08,1.7204495783573748e-07
1986,1.7384007122700496e-08,1.8882629904126702e-07
1987,1.649920555735207e-08,1.9126856054541008e-07
1988,1.5591039570495013e-08,1.9668696871200098e-07
1989,2.0854864501984594e-08,1.6244842071522214e-07
1990,1.6345952147389653e-08,2.1086279899940052e-07
1991,2.9893472863751214e-08,1.799469822039157e-07
1992,2.314176583695371e-08,1.8844008509155685e-07
1993,1.772546376344053e-08,1.744850397500386e-07
1994,2.320967773528082e-08,1.561378295544813e-07
1995,2.331653803366862e-08,1.718916968762585e-07
1996,3.096093337262573e-08,1.6814990821956144e-07
1997,2.15770258327197e-08,1.5631356420353626e-07
1998,1.4781200263769279e-08,1.487656388077241e-07
1999,2.0565905339831048e-08,1.1973926916653e-07
2000,2.694999279295729e-08,1.550729060717515e-07
2001,2.190605918883648e-08,1.5597113856014033e-07
2002,2.628732936882372e-08,1.5640960859819586e-07
2003,2.2918076325595393e-08,1.3042469371171705e-07
2004,3.655976854588516e-08,1.3390565389848064e-07
2005,1.6663873836364473e-08,1.6033348404498327e-07
2006,1.976587071794711e-08,1.6224486354410317e-07
2007,2.3167980256477705e-08,1.2183162712009477e-07
2008,1.830699147831183e-08,1.3666380804799871e-07
2009,1.5258216023994464e-08,1.2969483531577453e-07
2010,1.369900015646408e-08,1.2895955014968763e-07
2011,1.567828442072816e-08,1.506644941029478e-07
2012,1.702126331548648e-08,1.6748923137299698e-07
2013,2.342865063065247e-08,1.377827789639241e-07
2014,2.3603352161671864e-08,1.537466025602896e-07
2015,3.0145426072047954e-08,1.6424823412464207e-07
2016,4.101253436861185e-08,1.7419969067233865e-07
2017,1.3081178806828575e-08,1.2150402106669844e-07
2018,2.9686866298561654e-08,1.5153209331764117e-07
2019,2.1428297358738746e-08,1.323962584010019e-07
