year,en_ADP ailes_NOUN,en_ADP pelle_NOUN
1981,6.958104137311238e-08,1.2651098835192442e-08
1982,6.393727147724348e-08,4.966001831974154e-09
1983,8.525676520321213e-08,1.0104505676622466e-08
1984,7.364740639559386e-08,1.275781880138993e-08
1985,8.181159216746892e-08,1.5038894574104233e-08
1986,6.773768745915731e-08,1.7983456501724504e-08
1987,6.171924837872211e-08,1.1610551631235921e-08
1988,6.056519197272792e-08,5.99655392008458e-09
1989,7.408964819433095e-08,7.683371272548811e-09
1990,6.865300150593612e-08,1.1442167213715493e-08
1991,7.67851915384199e-08,7.033758464558559e-09
1992,6.06093877308922e-08,8.264915862810085e-09
1993,5.760775678709251e-08,1.1078414630105726e-08
1994,5.960666982218754e-08,1.3714808844156323e-08
1995,5.476675468685244e-08,4.337960657352369e-09
1996,4.750901894112758e-08,4.804283193493575e-09
1997,6.041567246484192e-08,8.151320507465698e-09
1998,7.438281812710557e-08,6.6753808036779105e-09
1999,6.078367675854679e-08,5.484241505371301e-09
2000,6.892128823210442e-08,1.0603275590881367e-08
2001,6.966126875340706e-08,1.0076787404500465e-08
2002,5.301277994362863e-08,7.448076377869484e-09
2003,5.75035379313249e-08,5.000307723435071e-09
2004,8.104815663045883e-08,7.047666006343434e-09
2005,6.845699118684934e-08,9.007498746882447e-09
2006,6.218013481884554e-08,6.58862386870851e-09
2007,5.0330442036283785e-08,5.991719120856942e-09
2008,5.704969296971285e-08,5.5346713878634546e-09
2009,6.103286409597786e-08,3.814554005998616e-09
2010,7.227403386877995e-08,2.8342759250676863e-09
2011,7.533224533062821e-08,4.206369030868018e-09
2012,9.123397148869117e-08,6.468080293586809e-09
2013,7.80955033974351e-08,3.3469500504423877e-09
2014,7.600712592648051e-08,5.413613113347537e-09
2015,7.226035592111657e-08,5.319781060109108e-09
2016,8.078226443331005e-08,4.971216327476213e-09
2017,5.509188838459522e-08,7.2952728302766445e-09
2018,5.627597587931632e-08,4.3884935685412074e-09
2019,5.255034807305492e-08,3.5713827450933877e-09
