year,un_DET arc_NOUN,un_DET parc_NOUN
1895,4.283447808006713e-06,1.2524736785479718e-06
1896,4.852664964971609e-06,1.2366070167857401e-06
1897,4.627576082327778e-06,1.1635947441135386e-06
1898,4.303744617573102e-06,1.2352188987208024e-06
1899,4.354626312874643e-06,1.4028993486903119e-06
1900,4.722301021331532e-06,1.4083327002367696e-06
1901,4.7906669351505116e-06,1.325648899541676e-06
1902,6.845917553732761e-06,1.3395254807591073e-06
1903,4.646349708536945e-06,1.3856964802272387e-06
1904,5.118255501201929e-06,1.3845034718684701e-06
1905,4.5827538315279526e-06,1.4935236247737294e-06
1906,4.473897142531769e-06,1.481010746928746e-06
1907,4.5797019225801705e-06,1.6014814328002558e-06
1908,4.878482634751435e-06,1.6040596797495255e-06
1909,4.946484580159449e-06,1.5298235496175039e-06
1910,5.150157946332001e-06,1.6438607559621232e-06
1911,5.035202008230044e-06,1.5982404342196332e-06
1912,4.87549726102543e-06,1.6013760735233973e-06
1913,5.178899712632301e-06,1.7844560566970813e-06
1914,5.069435133009392e-06,1.6393628037292274e-06
1915,4.025486148862001e-06,1.5173620937503074e-06
1916,4.303788841752976e-06,1.67448925836311e-06
1917,4.316384803360052e-06,1.6054844831359105e-06
1918,4.997722285793316e-06,1.6218762795006114e-06
1919,4.767823874374244e-06,1.9446976047277076e-06
1920,4.428240899301272e-06,1.7196538237840286e-06
1921,4.591356763228305e-06,1.5243940296727487e-06
1922,5.022160834755596e-06,1.6578220947138789e-06
1923,4.765499070913393e-06,1.6698886611266062e-06
1924,4.910419804105004e-06,1.8164298740686036e-06
1925,4.492755827811834e-06,1.6486268457072129e-06
1926,4.594438337335305e-06,1.5481985968790468e-06
1927,4.366036307601462e-06,1.7158657037441571e-06
1928,4.88120473107756e-06,1.5756510585163142e-06
1929,4.504066481558766e-06,1.6666048274771583e-06
1930,4.950348227339418e-06,1.6017995960737608e-06
1931,4.834730489733374e-06,1.6526361648061538e-06
1932,4.988781256543007e-06,1.6713293149450692e-06
1933,4.867002189712366e-06,1.4223620681264038e-06
1934,4.539820650961701e-06,1.6774212028281e-06
1935,4.9381141735693745e-06,1.6169151564326967e-06
1936,4.682564977542825e-06,1.5810627687073975e-06
1937,4.342676547253177e-06,1.6721004989506127e-06
1938,4.50411543795326e-06,1.5273022810902148e-06
1939,4.210452246411478e-06,1.41011142318348e-06
1940,5.008171328313438e-06,1.280570375072898e-06
1941,5.011651388997507e-06,1.2189706026788372e-06
1942,6.044149643003038e-06,1.4655242281946812e-06
1943,5.504534172473541e-06,1.602585793847311e-06
1944,4.974012213665446e-06,1.6322985132433132e-06
1945,4.6053573328208586e-06,1.6055574505458026e-06
1946,3.4009257561251616e-06,1.6524351273972115e-06
1947,4.0113731643032224e-06,1.654616838209222e-06
1948,3.99541865192532e-06,1.648178230340136e-06
1949,3.942510744536776e-06,2.0478279338931316e-06
1950,3.835111300531935e-06,1.5963677988395375e-06
1951,4.359447352442203e-06,1.6002763736366887e-06
1952,4.605970481463828e-06,1.8685392255690658e-06
1953,3.5413571026765567e-06,1.841247073031127e-06
1954,3.494658948000051e-06,1.7248526162916278e-06
1955,3.876256087664842e-06,1.7673099286241722e-06
1956,4.146902710999711e-06,1.8628358944283718e-06
1957,3.814969375071087e-06,1.6477345674559274e-06
1958,3.4371170727354183e-06,1.82651135105516e-06
1959,3.5033380214599674e-06,1.7105900873559676e-06
1960,3.5130149882434125e-06,1.7357450552424325e-06
1961,3.1377888376482588e-06,1.973972018731729e-06
1962,3.392312528660568e-06,1.6438350627367981e-06
1963,3.6274558254945077e-06,1.7691121776408636e-06
1964,3.466645217997666e-06,1.7029027077342107e-06
1965,3.391025202859055e-06,1.6990694930996142e-06
1966,3.5156508459976976e-06,1.8107235213449258e-06
1967,3.30036674256462e-06,1.8533131935782876e-06
1968,3.276038789579161e-06,1.95735903929517e-06
1969,2.8122563975330195e-06,1.9238886501682373e-06
1970,2.7748707083219415e-06,1.940202107419964e-06
1971,3.1565176286108e-06,2.2788791724792645e-06
1972,3.1868472376572754e-06,2.0787355055063017e-06
1973,3.0912533830473876e-06,2.5862438270962684e-06
1974,2.6946487352574877e-06,2.3070468415653522e-06
1975,2.8460305330213487e-06,2.228048494146151e-06
1976,2.7950573411317237e-06,2.1191472150405843e-06
1977,2.6516039284274484e-06,2.246693799889954e-06
1978,2.7902957171477283e-06,2.0382169694244112e-06
1979,2.672011120807838e-06,2.0844728609858976e-06
1980,3.016540865985462e-06,2.5310291746905023e-06
1981,2.5163037022934986e-06,2.3296998037380945e-06
1982,2.7331632992400046e-06,2.4339617397117763e-06
1983,2.633486779757277e-06,2.455394849221193e-06
1984,2.7678666612018787e-06,2.381652688399072e-06
1985,2.594510263520533e-06,2.5620260970526942e-06
1986,2.6501621093188987e-06,2.4229710504641844e-06
1987,2.626429036922673e-06,2.571431814146763e-06
1988,2.4735785260077137e-06,2.6462791424819443e-06
1989,2.4905098925387392e-06,2.4976444059632286e-06
1990,2.5456097745291117e-06,2.5308984135108403e-06
1991,2.338138358481956e-06,2.435438776871024e-06
1992,2.4915967529182126e-06,2.6624050022405754e-06
1993,2.483780555451176e-06,2.5148002009700576e-06
1994,2.2618885040515124e-06,2.5530644940374714e-06
1995,2.5821710210038873e-06,2.59735397634131e-06
1996,2.1485822117028874e-06,2.643423155035407e-06
1997,2.2090079383474404e-06,2.714389708557974e-06
1998,2.273920856055156e-06,2.603398478129293e-06
1999,2.360508950971507e-06,2.551543200723927e-06
2000,2.3088632730150493e-06,2.6287288257265118e-06
2001,2.414047635568295e-06,2.520073099532283e-06
2002,2.2072594276778545e-06,2.3851369661542776e-06
2003,2.5876591180917785e-06,2.5343225402707503e-06
2004,2.1618716061766463e-06,2.634946028479135e-06
2005,2.2410657223304042e-06,2.672074550957859e-06
2006,2.2825464469633516e-06,3.2658985986699918e-06
2007,2.3155998079005258e-06,3.0306115981204584e-06
2008,2.47612688042409e-06,3.936428690565208e-06
2009,2.382189087768438e-06,3.883216081135288e-06
2010,2.4563723144410687e-06,4.0303402926156195e-06
2011,2.940634530546049e-06,5.667126366404318e-06
2012,2.9698701524694116e-06,5.790633657909439e-06
2013,2.912683370936975e-06,4.34015742456495e-06
2014,2.9653606219426365e-06,4.22500026964201e-06
2015,3.107860294448983e-06,4.299934634133251e-06
2016,3.190277851672363e-06,4.340907182154297e-06
2017,3.1399861626368875e-06,4.0046016724915035e-06
2018,3.268653216537132e-06,4.301756135305368e-06
2019,3.0540424234004604e-06,4.5129522572295855e-06
