year,bon_ADJ or_NOUN,bon_ADJ port_NOUN
1944,2.5705489292704442e-08,3.438109104081377e-07
1945,3.0499055725385915e-08,5.075914373264823e-07
1946,2.645009899993056e-08,4.5243589852361765e-07
1947,3.0994263822137214e-08,4.01733359467471e-07
1948,3.913879709216417e-08,3.4898761214208207e-07
1949,3.337782672474532e-08,3.1807107347958663e-07
1950,2.5524867552917385e-08,3.637293559677346e-07
1951,2.2388943254902927e-08,4.4351432393341383e-07
1952,3.1634410646574906e-08,3.1318066362473473e-07
1953,4.3095308654983455e-08,3.630779872310086e-07
1954,4.593092128857279e-08,3.88946943985502e-07
1955,7.790054246115119e-08,3.9419552422259585e-07
1956,3.575668117150599e-08,3.209379997315409e-07
1957,3.268964121616591e-08,3.242458888053079e-07
1958,2.9780077070995503e-08,3.5736090353566397e-07
1959,1.7826719656000023e-08,4.262911375008116e-07
1960,2.8375417571169237e-08,3.3289208545284055e-07
1961,5.072156383789661e-08,3.758954107979662e-07
1962,3.6783347923119436e-08,3.7037025890640507e-07
1963,3.2330266463986845e-08,3.407610051908705e-07
1964,3.102823953327061e-08,4.356121223736409e-07
1965,3.1190647065137966e-08,3.584188448257919e-07
1966,3.212663202134536e-08,3.716719163548987e-07
1967,2.8102911997507363e-08,4.210506574509054e-07
1968,3.5482184301827147e-08,3.579658311991807e-07
1969,2.8613074576355757e-08,3.665198562430305e-07
1970,4.1388524607555155e-08,3.7433622424032365e-07
1971,4.419021948365298e-08,4.018226889002108e-07
1972,2.7702792948502974e-08,3.688575702653907e-07
1973,5.788864143596584e-08,3.8537294244633813e-07
1974,2.700274492895005e-08,3.0265576356214297e-07
1975,1.6563292959403952e-08,3.4040422747239063e-07
1976,2.7424929827102318e-08,3.605235576742416e-07
1977,1.704266772151186e-08,2.9560212055912416e-07
1978,2.5544542481270582e-08,3.8198001561795536e-07
1979,3.3356247541860284e-08,4.2602366079336207e-07
1980,1.989802811408481e-08,3.4679419513850007e-07
1981,1.3916208629893845e-08,3.4410990679134557e-07
1982,1.8001756529884005e-08,4.096951613519195e-07
1983,2.273513821648976e-08,4.0986401472764555e-07
1984,7.248760880429472e-08,4.2274771772099484e-07
1985,3.549179083961462e-08,5.438064363261219e-07
1986,1.3787316177626963e-08,4.483875102323509e-07
1987,1.7110287964250404e-08,4.1920202420442365e-07
1988,1.798966131616453e-08,4.317518857988034e-07
1989,6.3113404280557e-08,4.895405254501384e-07
1990,1.4166492867673242e-08,4.7076343889784766e-07
1991,2.0515127652220855e-08,5.234288664723863e-07
1992,1.652983172562017e-08,5.250976755633019e-07
1993,1.606370148010683e-08,4.763718379763304e-07
1994,1.8462243289718572e-08,5.169428050066927e-07
1995,1.3013881527967897e-08,5.606814283964923e-07
1996,1.1209993822092201e-08,5.727773100261402e-07
1997,1.5343662340683295e-08,5.696334710592055e-07
1998,1.1920323395031573e-08,6.5847865471369e-07
1999,1.8737825513426287e-08,5.612207019112248e-07
2000,1.899753598877396e-08,5.553465598495677e-07
2001,1.9277331730904734e-08,6.024166054885427e-07
2002,1.8401129509015846e-08,5.866455694558681e-07
2003,1.2084076850271686e-08,6.029537189533585e-07
2004,3.567880924038036e-08,6.069802225283638e-07
2005,1.8465372453313478e-08,6.035024284756219e-07
2006,1.647156044892739e-08,6.551562705681135e-07
2007,9.586750421286538e-09,6.538962793456449e-07
2008,1.4049550939310151e-08,6.701209827042476e-07
2009,2.86091541568112e-08,7.233347787405364e-07
2010,5.668551850135373e-09,8.92796890639147e-07
2011,1.2236710311697152e-08,8.54657741911069e-07
2012,1.2936160587173617e-08,1.0073183602798963e-06
2013,2.0081699858565116e-08,9.787039516595541e-07
2014,1.3858849179371191e-08,9.99353005681769e-07
2015,2.1722438958704515e-08,1.0464452770975186e-06
2016,2.2991875070488277e-08,1.0164065997742e-06
2017,1.106868996458843e-08,1.015552243188722e-06
2018,1.4456214003644163e-08,1.081634536603815e-06
2019,1.6836519733942623e-08,1.0048340755020035e-06
