year,aucun_DET acte_NOUN,aucun_DET pacte_NOUN
1949,9.453779270529594e-07,3.435952899977224e-08
1950,9.125140394417031e-07,3.935083880968193e-08
1951,8.038697174583831e-07,3.731490494374157e-08
1952,7.412996936295713e-07,2.31985678444957e-08
1953,8.845312038374686e-07,3.663101244555378e-08
1954,8.248020613166318e-07,4.299915890015882e-08
1955,8.221792597851163e-07,3.378818824728569e-08
1956,8.354853378023108e-07,2.616342520411763e-08
1957,8.198915182333621e-07,4.5058691722221766e-08
1958,7.006590081459763e-07,3.060730069393003e-08
1959,7.92126421345074e-07,3.022791617013354e-08
1960,8.436495591013227e-07,2.906750040665429e-08
1961,7.406737694282128e-07,3.057190089972295e-08
1962,6.830286949366382e-07,3.995432473757887e-08
1963,6.084556147811782e-07,3.362347633650842e-08
1964,7.099990853021154e-07,2.981144392455448e-08
1965,7.321594068798731e-07,2.188817349590977e-08
1966,6.220381081334381e-07,3.0464910594218964e-08
1967,7.168707796267881e-07,2.9088980557645527e-08
1968,6.795512206281273e-07,2.5151927873778845e-08
1969,9.451398170767789e-07,2.588801925607065e-08
1970,9.022698463923007e-07,3.678980109445007e-08
1971,5.86291150739271e-07,3.083038546680683e-08
1972,5.997141840907716e-07,3.385896940599764e-08
1973,5.832969378616326e-07,1.929621396001835e-08
1974,6.430028669512922e-07,2.4752515648263085e-08
1975,5.859978600142313e-07,1.0851812781709214e-08
1976,5.873505344311525e-07,2.7424929660568864e-08
1977,5.959056892379522e-07,2.6445518663820167e-08
1978,6.04752216304405e-07,3.861384234582488e-08
1979,6.437170583240004e-07,3.277105242727174e-08
1980,5.025673317504697e-07,3.467941955825893e-08
1981,4.902300929643388e-07,3.2892857104727113e-08
1982,6.058522465934857e-07,3.103751122779386e-08
1983,5.064883517036378e-07,2.0840542958033836e-08
1984,5.317690785489049e-07,2.7835240168361253e-08
1985,5.371893365690994e-07,1.9249785432329247e-08
1986,5.21520245655438e-07,2.0980698289818633e-08
1987,5.20641588508397e-07,2.138785903937901e-08
1988,4.91717422335114e-07,3.1182079029967724e-08
1989,5.971076717514734e-07,2.579417479608992e-08
1990,5.786467482948865e-07,3.2691905627046935e-08
1991,5.691482556358096e-07,2.5790446667173228e-08
1992,5.868090724447939e-07,2.6447731338308245e-08
1993,5.201315786962368e-07,2.492643363938285e-08
1994,5.069204505048219e-07,2.742961746626804e-08
1995,5.460408232238478e-07,1.5725108049036152e-08
1996,5.674392227206226e-07,1.975094177097958e-08
1997,5.13533208845729e-07,2.6851408652106556e-08
1998,6.184263483532959e-07,3.099284029417504e-08
1999,5.589355751567382e-07,2.8335247259647645e-08
2000,5.522539581193087e-07,2.6066385050427243e-08
2001,5.818249420030952e-07,2.1467937816321836e-08
2002,5.822643132091798e-07,3.066855036593097e-08
2003,5.950365995488482e-07,2.1251307380509843e-08
2004,5.492774732829275e-07,2.9071622276166664e-08
2005,5.535108513754494e-07,3.0175121512598935e-08
2006,5.765046040551169e-07,2.3883761079979138e-08
2007,5.096955888461707e-07,2.1570188857289452e-08
2008,5.283482522600025e-07,2.0435710013089192e-08
2009,4.811106251167985e-07,2.6701877597901102e-08
2010,4.213623370219466e-07,2.9287516856157936e-08
2011,3.552470033696409e-07,2.2179037717506844e-08
2012,3.5914866813868684e-07,1.7361689197414876e-08
2013,4.6215803095606134e-07,2.482321215246941e-08
2014,4.922056788814189e-07,2.2953719036600262e-08
2015,5.060441594650911e-07,2.4603986070736994e-08
2016,5.669257490126256e-07,2.402754462060841e-08
2017,4.749474200593795e-07,1.7860839918171223e-08
2018,4.3084680356741956e-07,1.9102853743291348e-08
2019,4.4030048229615204e-07,2.091809991888738e-08
