year,un_DET aimant_NOUN,un_DET paiement_NOUN
1871,1.2989699342824679e-06,8.27389709634474e-07
1872,1.3951211439433564e-06,4.632261982884245e-07
1873,1.521043774488362e-06,5.01627179794184e-07
1874,9.595222270064596e-07,4.1583279708490295e-07
1875,1.1225635994094318e-06,4.434183633605926e-07
1876,1.0471697216019038e-06,4.171750136450214e-07
1877,7.885640584959219e-07,5.442638295605207e-07
1878,1.2229154187082258e-06,5.163420753184766e-07
1879,1.326945429980242e-06,5.370096651802214e-07
1880,1.1892269213831241e-06,5.589943814499065e-07
1881,1.91325612419746e-06,4.6506626916187344e-07
1882,1.8095992189159915e-06,4.4125204112788197e-07
1883,1.9280303291679957e-06,8.436317378013314e-07
1884,1.7217225760646215e-06,6.284815636803387e-07
1885,2.4222699295251005e-06,5.801072033850829e-07
1886,2.0031552985244616e-06,6.8148580417704e-07
1887,2.023966583664105e-06,6.424461642673407e-07
1888,1.1539918318703712e-06,7.025401043136981e-07
1889,1.2342319095637322e-06,6.189954979696211e-07
1890,1.4445867293488845e-06,6.429852863476526e-07
1891,1.767571220057107e-06,5.832411362760581e-07
1892,1.372177372616079e-06,6.475373313108435e-07
1893,1.1276060849496616e-06,6.30006014024076e-07
1894,1.0826044203327e-06,6.862376462635211e-07
1895,1.2801593101130493e-06,6.7227925004687e-07
1896,1.434747140649506e-06,6.539805108563002e-07
1897,8.769204100644856e-07,6.584186467151198e-07
1898,1.0252939297572539e-06,8.074472428454271e-07
1899,9.06522863886039e-07,8.04815403654402e-07
1900,1.1747352886004592e-06,7.293429895582904e-07
1901,1.1160711679281121e-06,8.316043649259086e-07
1902,1.665077206780552e-06,6.653434816428216e-07
1903,9.941805600988118e-07,7.916723170353634e-07
1904,9.362596919970656e-07,8.422037662825232e-07
1905,8.546216783145155e-07,7.942408011274438e-07
1906,7.129839794117743e-07,7.968341808606283e-07
1907,8.012549947977732e-07,8.053692699405701e-07
1908,9.223588399720484e-07,8.442677748021765e-07
1909,7.84990334068425e-07,7.184284633865445e-07
1910,7.829180930229995e-07,8.283433619027392e-07
1911,7.538970319131977e-07,7.74114445434293e-07
1912,6.563870611486777e-07,8.267351612190055e-07
1913,1.1921120552926823e-06,7.912060526749087e-07
1914,8.538348019726527e-07,7.694558563642317e-07
1915,5.089289114579287e-07,7.916672135621639e-07
1916,7.471473963960307e-07,9.866740580122269e-07
1917,6.601787312376928e-07,7.30363868939321e-07
1918,5.076978153439882e-07,8.281677175148161e-07
1919,8.830326443387548e-07,7.826671106769822e-07
1920,8.011421037679156e-07,8.223443677124465e-07
1921,8.716232144934111e-07,1.144999367319599e-06
1922,9.02321508178261e-07,9.613450089318576e-07
1923,6.826054654851532e-07,9.342034461568005e-07
1924,7.206418244365409e-07,1.2865841574338788e-06
1925,5.268127090118924e-07,1.3813711001731122e-06
1926,4.625647349598694e-07,8.370750181896369e-07
1927,4.3258992654671147e-07,1.0614061940472652e-06
1928,4.3761739032532887e-07,1.3791232236215478e-06
1929,4.1999330857578343e-07,1.4337702465283542e-06
1930,5.734967558623794e-07,9.547775690066373e-07
1931,4.5165211925990434e-07,1.1371140100635557e-06
1932,4.0879071905308706e-07,9.447120277172871e-07
1933,5.792684554251082e-07,1.0059771184955935e-06
1934,4.1096819458630307e-07,1.0292176870763114e-06
1935,5.601156800594254e-07,1.0460279957769103e-06
1936,4.886259850067631e-07,8.935914546093215e-07
1937,4.834989297819448e-07,1.0488400867814107e-06
1938,6.171442334945709e-07,8.803380495692181e-07
1939,5.031742578154308e-07,1.0277601987240814e-06
1940,5.705511449960454e-07,7.328412525708927e-07
1941,9.2086883718423e-07,7.791966822878749e-07
1942,5.249186425526631e-07,7.039371139327955e-07
1943,5.661308666304876e-07,5.312920601241444e-07
1944,6.715559344172561e-07,6.811954431640288e-07
1945,8.517950842445998e-07,6.579082079127829e-07
1946,5.303940833201182e-07,5.777258440531341e-07
1947,8.046588035881541e-07,6.496874842554234e-07
1948,6.555748441883225e-07,5.446815531939819e-07
1949,5.595694787530192e-07,7.13696489462734e-07
1950,5.126244122521939e-07,6.338675322403731e-07
1951,6.311549949344908e-07,7.132477914950641e-07
1952,4.7557066729098096e-07,8.815456320476756e-07
1953,4.5465550435608293e-07,8.274299565513843e-07
1954,5.198989221355532e-07,5.912384120065894e-07
1955,4.777274433820367e-07,6.485454768778709e-07
1956,6.357712267757165e-07,8.764747043699117e-07
1957,5.663259421417877e-07,8.861543046023712e-07
1958,6.700517296565067e-07,7.312663381497941e-07
1959,5.270508722787781e-07,6.882663949880907e-07
1960,7.190745989760217e-07,6.304879194285462e-07
1961,4.801178166147224e-07,6.760559045915215e-07
1962,4.4457113368423506e-07,6.90639048173125e-07
1963,4.280527274858059e-07,6.498383768871463e-07
1964,4.4169610902144996e-07,6.552433893247667e-07
1965,4.016479895341263e-07,7.228569396389162e-07
1966,4.414642482686304e-07,7.272805131464111e-07
1967,4.437302116855335e-07,6.261526022122155e-07
1968,4.311759296271589e-07,5.789435117975472e-07
1969,3.3336501381597827e-07,7.066974907488088e-07
1970,2.708649109450789e-07,1.034253207521374e-06
1971,4.4241602559225157e-07,7.466091727081903e-07
1972,3.247382975857249e-07,8.777681106408863e-07
1973,3.771031407140413e-07,8.920363896436356e-07
1974,3.5553612676153534e-07,8.7027594108946e-07
1975,2.8100482429849194e-07,8.949889487297469e-07
1976,2.742492819507447e-07,8.37031669753685e-07
1977,2.744457150427593e-07,9.050244287323039e-07
1978,2.708909558890582e-07,7.746531291985548e-07
1979,2.457828887081348e-07,9.082262639736882e-07
1980,2.512836636547888e-07,9.175833337593531e-07
1981,3.0236126891125537e-07,9.051861233899672e-07
1982,3.563106298898333e-07,9.019500861739971e-07
1983,2.582964211406136e-07,1.0748668231030933e-06
1984,2.7197348817509237e-07,1.0925331483946366e-06
1985,3.1521524190836203e-07,1.2614625681806046e-06
1986,3.075171008948274e-07,1.076010089917645e-06
1987,2.939302792270837e-07,1.0663375320518753e-06
1988,3.460011432920851e-07,1.0158162080387e-06
1989,2.7605254437901294e-07,1.085001732903379e-06
1990,3.4326501463510795e-07,8.95213370100123e-07
1991,3.130022419028933e-07,1.1963250443614015e-06
1992,3.289436643072463e-07,9.708521488960287e-07
1993,3.528475076564064e-07,9.12307447364924e-07
1994,3.170230780114025e-07,1.1172294289707452e-06
1995,3.323962447510098e-07,1.0215896839582683e-06
1996,2.6156650889674893e-07,9.272266154880526e-07
1997,3.250938584997698e-07,9.369223743505017e-07
1998,3.008689550831889e-07,1.021810072998619e-06
1999,2.902077707034323e-07,1.1283826193420055e-06
2000,3.4107203528144225e-07,1.0059857658006877e-06
2001,3.163234918446278e-07,1.0988079672813456e-06
2002,2.83465029227159e-07,1.1605856116148061e-06
2003,3.216864543631459e-07,9.938111684704154e-07
2004,3.61192879161365e-07,9.078274576523881e-07
2005,3.697578438988103e-07,8.99849160518329e-07
2006,3.949056415208929e-07,9.561740306196498e-07
2007,4.5656899905210935e-07,1.0928896152506695e-06
2008,5.572988746038732e-07,9.374881937418422e-07
2009,5.235475448728266e-07,9.832012466404194e-07
2010,7.388012113196396e-07,9.594023708814348e-07
2011,7.112588100710582e-07,8.699536486744819e-07
2012,8.799993072017287e-07,6.713186291307238e-07
2013,8.336695014321549e-07,1.0701873183194266e-06
2014,8.43657419480337e-07,8.856670881129958e-07
2015,9.473643416413324e-07,1.0694975713931854e-06
2016,9.857507663468823e-07,1.0744041052390685e-06
2017,1.041463091766559e-06,1.4424514951372203e-06
2018,1.0596921011796212e-06,8.707287140197195e-07
2019,1.0367214162698701e-06,9.591713787671097e-07
