year,on_PRON eût_VERB,on_PRON pue_VERB
1883,7.618594963787473e-06,0.0
1884,7.597892818012042e-06,0.0
1885,7.543327228631824e-06,0.0
1886,7.422774388032849e-06,1.936039106809062e-09
1887,7.288238521141466e-06,1.3057849246322917e-09
1888,7.782470220263349e-06,6.974675947901687e-09
1889,7.055170499370433e-06,3.132568426877924e-09
1890,6.709725653308851e-06,2.6217545912032847e-09
1891,6.671896244370146e-06,3.1871101313640793e-09
1892,6.4584484107399476e-06,0.0
1893,6.088826580707973e-06,0.0
1894,5.879966238353518e-06,1.2603078580752936e-09
1895,6.30871181783732e-06,6.018614495673091e-10
1896,6.014379664520675e-06,1.7691086373616827e-09
1897,6.069687515264377e-06,1.1653427112179315e-09
1898,5.81961796797259e-06,0.0
1899,6.099130018810683e-06,0.0
1900,5.645270107379474e-06,3.114631885736685e-09
1901,5.573090561483696e-06,0.0
1902,4.827791030947992e-06,1.4730852093691738e-09
1903,5.6545704865129665e-06,0.0
1904,5.574023816734552e-06,2.1498500757388683e-09
1905,5.6835439181668335e-06,1.0321518084666081e-09
1906,5.602016926786746e-06,5.144184522798412e-10
1907,5.026615099268383e-06,5.142843373384665e-10
1908,5.5204012596732355e-06,0.0
1909,5.739176231145393e-06,5.500983557560346e-10
1910,5.845966484230303e-06,6.947395880807505e-09
1911,5.472004886541981e-06,5.320374141248863e-10
1912,5.8725808003146085e-06,1.0418842455450772e-09
1913,5.218141950535937e-06,5.30298971401777e-10
1914,4.902016371488571e-06,0.0
1915,4.89608453335677e-06,0.0
1916,5.425608719633601e-06,0.0
1917,5.5512042536065564e-06,0.0
1918,5.7787959804045386e-06,3.44591288836682e-09
1919,5.591005447058706e-06,0.0
1920,5.8207747315464076e-06,3.786115865267448e-09
1921,5.490999228641158e-06,5.300923255902035e-09
1922,6.134015848147101e-06,2.2133805899215986e-09
1923,5.812231506752141e-06,1.0615948120573648e-09
1924,5.944327995166532e-06,5.156649773851996e-09
1925,5.33411628111935e-06,1.0998177923937646e-09
1926,5.8784733028005576e-06,1.1146138456652466e-09
1927,6.264749572437722e-06,2.2298449753321847e-09
1928,5.758724682891625e-06,5.713020723163709e-09
1929,5.82531833970279e-06,0.0
1930,5.009168489777949e-06,1.0503603542488804e-09
1931,4.784547058989119e-06,1.1405356659111021e-09
1932,4.840827273255854e-06,2.1919073223131136e-09
1933,4.641030045604566e-06,2.2941324395731044e-09
1934,4.729129841507529e-06,0.0
1935,4.893831260233128e-06,5.98414207075848e-09
1936,4.333372999099083e-06,2.424942913137329e-09
1937,4.3653406009980245e-06,0.0
1938,4.696000587500748e-06,5.186085783037697e-09
1939,4.637156052922364e-06,0.0
1940,3.557703280421265e-06,0.0
1941,4.312145165386028e-06,0.0
1942,4.4633255811277195e-06,6.068423541449874e-09
1943,4.694531298810034e-06,5.806470415592457e-09
1944,4.89368244416255e-06,0.0
1945,5.271979716781061e-06,0.0
1946,4.774938702212239e-06,0.0
1947,5.310747837938834e-06,5.960435700558264e-09
1948,4.791241053681006e-06,1.0871887834440486e-09
1949,3.793291966758261e-06,1.9634016634739737e-09
1950,4.54768064628297e-06,0.0
1951,5.0204541821585735e-06,1.0661401761424827e-09
1952,4.2358477685411344e-06,1.0544803918932644e-09
1953,3.816089588326577e-06,1.0773827385790469e-09
1954,4.751407118419593e-06,9.772536113672459e-10
1955,3.7683215623474098e-06,9.385607846468247e-10
1956,3.7849754335184116e-06,1.5698054411927842e-08
1957,3.829988827419584e-06,1.7670075402875796e-09
1958,3.670394448818115e-06,2.481673033738474e-09
1959,3.3878519616337144e-06,3.100299128533379e-09
1960,3.772546165237145e-06,6.920833350854139e-10
1961,3.8006430713721784e-06,1.3896318540318475e-09
1962,3.753169721676386e-06,1.9025869213429303e-09
1963,3.875752327076043e-06,5.819447923549603e-09
1964,3.594408553908579e-06,1.825190498738749e-09
1965,3.3445129474785062e-06,2.188817349590977e-09
1966,3.957668809562165e-06,0.0
1967,3.794879376073368e-06,2.465167847631733e-09
1968,4.013529178337194e-06,1.7965663401398047e-09
1969,3.5834469827022986e-06,4.5417578031781147e-10
1970,2.957899994271429e-06,2.7592350626548523e-09
1971,3.2448979254695587e-06,1.541519245584766e-09
1972,3.0155003969412064e-06,5.130146696341598e-09
1973,2.748883389358525e-06,8.269805507055139e-09
1974,2.049958311545197e-06,5.06301445213353e-09
1975,2.0064429691046826e-06,3.998036124386317e-09
1976,1.980879801521951e-06,1.7140580066410394e-09
1977,1.979300122911809e-06,1.1753563677885381e-09
1978,2.7445531713965465e-06,1.1881182704343018e-09
1979,2.49528147833189e-06,4.681578791299046e-09
1980,2.1768441342828737e-06,3.4110904101325445e-09
1981,2.132975282620464e-06,2.5302198114474095e-09
1982,2.098756510804378e-06,1.8622506869903077e-09
1983,1.9678525404742686e-06,6.315316047889041e-10
1984,2.0348720681795385e-06,1.7397025486864948e-09
1985,1.9087365217274055e-06,6.015558051686298e-10
1986,2.0489151211222634e-06,1.7983456945813714e-09
1987,1.9890709381797933e-06,7.94406207482723e-09
1988,1.917697886710812e-06,2.9982769045311386e-09
1989,2.270984964525269e-06,1.6464366536794728e-09
1990,1.7353953012388956e-06,3.8140557934163155e-09
1991,1.8223295796815364e-06,2.930732601047481e-09
1992,1.8436273307997908e-06,1.6529832502776287e-09
1993,1.8356933537688747e-06,4.4313659408601325e-09
1994,1.7639354155107867e-06,2.6374633033121597e-09
1995,1.7205436506628757e-06,5.422450821690461e-10
1996,1.5053419701871462e-06,3.736664533349199e-09
1997,1.4571684232578264e-06,2.876936688878118e-09
1998,1.63880599757249e-06,5.2449422582867555e-09
1999,1.6375030327253626e-06,3.6561608462992723e-09
2000,1.5873986853875977e-06,4.418031607222872e-09
2001,1.5360528209384938e-06,3.943090520763803e-09
2002,1.7936720837496978e-06,3.504977141854937e-09
2003,1.597598270564049e-06,2.500153750695233e-09
2004,1.5738319234515075e-06,7.04766583980998e-09
2005,1.567304934724234e-06,5.404499514582994e-09
2006,1.8592273249851132e-06,6.176834821403077e-09
2007,1.5334806562350423e-06,2.3966877371606188e-09
2008,1.8221841742160905e-06,5.108927503272298e-09
2009,1.637874106563686e-06,5.721831008997924e-09
2010,1.674584666488954e-06,1.0392344762522043e-08
2011,2.276792884003953e-06,9.559929958768976e-09
2012,3.6245078263164032e-06,1.2255309433939487e-08
2013,4.060966034558078e-06,1.0040850151327163e-08
2014,4.495247594604734e-06,1.342575983720451e-08
2015,5.611260576188215e-06,1.2856137487915476e-08
2016,5.598003554041497e-06,8.492494263379058e-09
2017,2.274615781061584e-06,1.4842107098900215e-08
2018,4.276199547348369e-06,2.0393587263356494e-08
2019,5.367533276512404e-06,1.607122257496485e-08
