year,aucun_DET air_NOUN,aucun_DET père_NOUN
1838,2.7773513266993177e-08,4.797243113863203e-08
1839,4.824117727508792e-08,4.055055491392068e-08
1840,6.11490094115652e-08,4.904660211302314e-08
1841,4.044945489667384e-08,6.22793194793303e-08
1842,4.695785449371215e-08,4.293289634915709e-08
1843,2.8353174030826267e-08,6.615740288928862e-08
1844,1.8661107548112454e-08,5.653218315693209e-08
1845,2.4553003186156275e-08,8.258737604904809e-08
1846,4.2152407786488766e-08,7.727941797597282e-08
1847,4.530307862182781e-08,3.937053261182655e-08
1848,2.735375304041554e-08,6.757986170669028e-08
1849,2.0948537127196687e-08,2.26244205592252e-08
1850,4.073397619208663e-08,5.363306954109248e-08
1851,3.353708066811123e-08,6.384944351012223e-08
1852,3.059956199535918e-08,4.687592669583296e-08
1853,3.3442816516071616e-08,5.1955806323888964e-08
1854,4.468271425084325e-08,4.883924670240347e-08
1855,8.384960636931282e-08,3.714855978387277e-08
1856,4.40061072026765e-08,3.779348095589441e-08
1857,6.541222319356166e-08,4.686248789020908e-08
1858,4.7468656561022726e-08,3.523446734376989e-08
1859,4.1755821911237945e-08,3.1571475211933375e-08
1860,4.21100927461282e-08,4.668727615619872e-08
1861,4.291527133659656e-08,6.555189546730844e-08
1862,4.066187744844463e-08,5.376403855450462e-08
1863,4.844782353075061e-08,7.29214620354135e-08
1864,3.9796240969280916e-08,6.856461065574138e-08
1865,3.153585836912498e-08,8.4723197790737e-08
1866,5.93604774223877e-08,4.719644453032856e-08
1867,3.105799351033056e-08,6.357183046645787e-08
1868,4.1494942593089945e-08,4.594082958497836e-08
1869,4.639343076373592e-08,5.6160471273436485e-08
1870,6.594156332084822e-08,4.300536682322331e-08
1871,2.8677177965619194e-08,4.3546827255269704e-08
1872,3.2655632531408685e-08,7.196333862147242e-08
1873,2.573981916498269e-08,4.130342945440901e-08
1874,2.449589792119511e-08,2.8080663128093875e-08
1875,2.9751941965638906e-08,3.718992713785951e-08
1876,2.6602464231473277e-08,3.264847969752793e-08
1877,4.020130428550317e-08,4.329371272593363e-08
1878,3.32149880932775e-08,4.529316455226251e-08
1879,2.9324762063076548e-08,7.758843079130884e-08
1880,5.455169227452927e-08,3.4656370662133895e-08
1881,2.5101027034679646e-08,4.74130521510574e-08
1882,4.059785041476971e-08,2.861815584509486e-08
1883,4.170763850952497e-08,4.360343847098491e-08
1884,1.9805090900604227e-08,3.366865453102719e-08
1885,4.060750324885731e-08,4.4474886273793146e-08
1886,3.7430090527035276e-08,4.0011475799239804e-08
1887,3.0685946228459215e-08,3.395040831799534e-08
1888,4.9456794215529953e-08,4.5018364591697946e-08
1889,2.8819629349641218e-08,2.380751951136517e-08
1890,1.5730527991308918e-08,3.736000264709105e-08
1891,2.7409146396983886e-08,3.3783366215622834e-08
1892,2.6954603882245465e-08,2.382034702819169e-08
1893,1.9091091429945806e-08,3.0792082883479566e-08
1894,2.457600345451283e-08,1.6384001710889606e-08
1895,2.768562623600701e-08,4.273216336336816e-08
1896,2.063960063969361e-08,2.8895442261145377e-08
1897,3.3212266714599536e-08,1.7480140779291276e-08
1898,1.7540900287826844e-08,2.150174904791413e-08
1899,3.0954439012020885e-08,3.040168117252051e-08
1900,3.166542394961169e-08,1.816868588910836e-08
1901,2.0119459875900247e-08,2.3472703891691538e-08
1902,2.6024503885224703e-08,2.0132163769392974e-08
1903,4.266173991851474e-08,2.7001101354784396e-08
1904,1.4511488011237361e-08,3.332267617395246e-08
1905,1.90948084011211e-08,2.373949170575429e-08
1906,2.7264178470431943e-08,1.9547901297656267e-08
1907,4.1142747875255736e-08,1.3371392604266674e-08
1908,3.487086375209003e-08,2.99594742347864e-08
1909,4.510806483892793e-08,2.2554032474975116e-08
1910,2.7255168677520203e-08,4.3287621043219815e-08
1911,2.234557128222292e-08,3.245428215059576e-08
1912,3.021464278774033e-08,9.376958209905695e-09
1913,2.3333154297588976e-08,1.6969567195879165e-08
1914,3.750176436057018e-08,2.812632304838303e-08
1915,2.1205371236732162e-08,3.0629980551921676e-08
1916,2.307367052978293e-08,2.1974923880563324e-08
1917,3.180262986290927e-08,3.289927352767563e-08
1918,1.8378202071289707e-08,2.1824114959656526e-08
1919,4.1435319175775476e-08,1.381177283654722e-08
1920,2.3473917476479755e-08,2.2716695191604686e-08
1921,1.438822039290244e-08,9.087296970466952e-09
1922,3.098732870299159e-08,2.0658219079816575e-08
1923,3.503262746562541e-08,1.4862327368803108e-08
1924,3.738571141553848e-08,2.0626598762341075e-08
1925,3.739380360912037e-08,2.1996355847875293e-08
1926,3.1209186346359274e-08,2.5636118561322974e-08
1927,4.1252131488533905e-08,3.4562597672760376e-08
1928,2.51372912485337e-08,2.7422498716234145e-08
1929,4.4561623724348465e-08,5.570203187588163e-09
1930,1.9956847396862543e-08,2.5208648612995432e-08
1931,2.3951248095954725e-08,1.596749932275543e-08
1932,1.2055489939655217e-08,1.424739770605754e-08
1933,5.5059177661576086e-08,9.176529980337023e-09
1934,1.677421224144382e-08,1.1981580172459871e-08
1935,2.154291056655211e-08,1.4361940969820353e-08
1936,1.6974600836050513e-08,1.4549657478823974e-08
1937,1.8886676889096066e-08,8.813782592653752e-09
1938,4.926781471681352e-08,6.482607117774819e-09
1939,1.6823455517567254e-08,1.3764645423464117e-08
1940,2.282204625281281e-08,3.29651772545958e-08
1941,4.132103814669108e-08,1.7709016031375313e-08
1942,4.8547388331598995e-08,1.5171058853624686e-08
1943,2.9032351633873077e-08,1.4516176038981143e-08
1944,2.5705489292704442e-08,5.7837349132228155e-08
1945,5.8819609183302646e-08,1.5249528750871377e-08
1946,4.315542412314244e-08,1.9489545977080525e-08
1947,2.9802176726434482e-08,1.9073393309199105e-08
1948,2.174377655705939e-08,2.7179719586101214e-08
1949,2.84693233432165e-08,2.650592223485404e-08
1950,3.296962081122956e-08,1.808011473869442e-08
1951,2.3455083209000804e-08,1.8124382883399903e-08
1952,1.4762725264461096e-08,2.6362010130398517e-08
1953,2.3702419582605216e-08,2.370241969362752e-08
1954,5.570345562588841e-08,4.0067396955834056e-08
1955,2.5341141629553476e-08,2.2525458387434583e-08
1956,2.6163424537983815e-08,1.2209598221346596e-08
1957,2.297109880089465e-08,2.9155623526566643e-08
1958,3.887954358461343e-08,1.7371711402702772e-08
1959,2.325224335297804e-08,1.3176271407289164e-08
1960,2.6991249346686175e-08,1.5225833371879105e-08
1961,2.223410922042035e-08,2.153929301584867e-08
1962,1.52206956482992e-08,2.8538803764632803e-08
1963,2.5864213659687607e-08,1.8104948984465352e-08
1964,3.528701553179303e-08,2.7377857314547782e-08
1965,2.8454626210816514e-08,1.8057742523502895e-08
1966,2.6033652122947615e-08,1.5509409312386424e-08
1967,3.056808051127291e-08,2.5144712034741445e-08
1968,3.323647657094142e-08,1.4372530610096135e-08
1969,3.042977803069391e-08,2.6796370677928394e-08
1970,4.8286611376013866e-08,1.6095537902494073e-08
1971,2.4664308040378558e-08,2.620582750800793e-08
1972,2.8728821543921867e-08,1.7442499056219418e-08
1973,2.095017381797959e-08,2.095017431757995e-08
1974,2.0252058918757143e-08,1.6876715136504572e-08
1975,1.770558810676448e-08,2.1132477101559743e-08
1976,2.171140245366132e-08,1.5426522503858564e-08
1977,1.3516598340590491e-08,1.8805701718083156e-08
1978,2.1386128867817433e-08,1.6633655786080226e-08
1979,2.808947208166046e-08,2.4578287405319088e-08
1980,1.9898027447950994e-08,2.5583178908661353e-08
1981,1.8976648807900176e-08,2.6567308353264707e-08
1982,1.551875572491923e-08,3.103751122779386e-08
1983,2.3998201648112172e-08,3.157658079455672e-08
1984,1.8556828074167697e-08,2.2616133854569398e-08
1985,2.2257564680217e-08,1.8648229960227525e-08
1986,2.1580147446798037e-08,3.356911881802205e-08
1987,1.588812426067676e-08,2.2610022520908046e-08
1988,2.338656018840979e-08,2.998276871224448e-08
1989,1.5915554429923873e-08,2.2501301488730974e-08
1990,2.3429199136337786e-08,1.3076762228614314e-08
1991,1.817054151587172e-08,3.165191175824589e-08
1992,1.983579878128694e-08,2.5896737865238606e-08
1993,1.1078414630105726e-08,2.6588195201071585e-08
1994,2.0572214098901753e-08,2.1099705982408068e-08
1995,2.168980317573954e-08,2.7112254441519212e-08
1996,2.1886178869223727e-08,1.8683322222656784e-08
1997,1.678213046307775e-08,2.9248856892039043e-08
1998,2.0026142522056034e-08,3.3853718162113466e-08
1999,1.7823784143056187e-08,2.6964187549438634e-08
2000,2.4740975823611677e-08,2.606638493940494e-08
2001,1.1829271784336015e-08,2.234418000623961e-08
2002,1.796300858059041e-08,2.628732898024566e-08
2003,2.20846910758965e-08,3.083522981395248e-08
2004,1.6297727084557678e-08,2.8190664469462945e-08
2005,1.5312748624651817e-08,3.19766227940832e-08
2006,2.2648394715218956e-08,2.8825229980711242e-08
2007,1.6776813938079727e-08,4.0743689977418285e-08
2008,2.1712941888907267e-08,3.7039725064857976e-08
2009,2.0980047699126203e-08,3.528462522162101e-08
2010,2.2201827765133686e-08,3.9679861452146525e-08
2011,2.8297391874154698e-08,4.015170640414567e-08
2012,2.8255296991019918e-08,4.3914859082505586e-08
2013,3.821101235423896e-08,4.462600111665438e-08
2014,3.29147678002073e-08,4.330890464310233e-08
2015,4.233658934538198e-08,4.854300197920658e-08
2016,3.417711114117594e-08,4.370527428854132e-08
2017,2.943265298149811e-08,3.9495097192698836e-08
2018,4.3884933464966025e-08,3.898014755421286e-08
2019,4.311169421455929e-08,5.3315645232032693e-08
