year,aucun_DET allié_NOUN,aucun_DET palier_NOUN
1982,7.449002747961231e-09,7.449002858983533e-09
1983,1.5156758292889094e-08,8.841442022955448e-09
1984,1.2177917896316615e-08,4.639206629963866e-09
1985,6.617113745832626e-09,7.2186697730458604e-09
1986,1.0790073945443623e-08,1.7983456945813714e-09
1987,1.2832715556854168e-08,3.6664902225425067e-09
1988,6.596209134457354e-09,3.5979323409485175e-09
1989,7.134558943633351e-09,6.585746614717891e-09
1990,1.4711358131691554e-08,4.90378582185258e-09
1991,1.4067516596050211e-08,3.516879065745826e-09
1992,9.366905473484621e-09,3.30596661157756e-09
1993,1.661762283333701e-08,4.985286516934195e-09
1994,1.0549853324270941e-08,6.329911927949183e-09
1995,1.3556126887692699e-08,6.506941097050856e-09
1996,1.494665791135219e-08,3.736664311304594e-09
1997,1.4384683111323682e-08,5.753873155711631e-09
1998,1.3350762162467333e-08,6.198567881199324e-09
1999,1.7823784337345216e-08,2.285100553223174e-09
2000,2.0764747477031165e-08,2.6508188977203417e-09
2001,1.3143635319012859e-08,7.009938934876558e-09
2002,1.270554239596322e-08,2.190610748353805e-09
2003,2.125130632579797e-08,3.75023062604285e-09
2004,1.2773894830786503e-08,7.047665784298829e-09
2005,1.531274873567412e-08,4.503749595485829e-09
2006,1.8942293733559268e-08,4.941468012553685e-09
2007,1.4380126256430259e-08,1.1983438408247338e-09
2008,1.7029759102893394e-08,4.683183701947868e-09
2009,1.7165492804949167e-08,3.337734755248789e-09
2010,1.9839930143206175e-08,6.613310343794865e-09
2011,1.988465464508593e-08,2.6767803251726008e-09
2012,2.21276422462946e-08,2.0425516833455504e-09
2013,2.4823212818603224e-08,4.462600178278819e-09
2014,3.3131310167577865e-08,3.8978013316981475e-09
2015,2.704221985228017e-08,4.211493292993751e-09
2016,2.5684617321886094e-08,2.899876033746196e-09
2017,2.4401429543630115e-08,3.2702947017071438e-09
2018,2.6589106472130197e-08,4.130346731301415e-09
2019,2.780576674465962e-08,3.061185249730869e-09
