year,mon_DET acte_NOUN,mon_DET pacte_NOUN
1848,1.2872354382409412e-07,1.448139919091318e-08
1849,6.368355087715827e-08,3.3517659758786067e-09
1850,6.177986477950981e-08,7.467895635215882e-09
1851,4.321124080775007e-08,9.029214709244116e-09
1852,9.049658378224024e-08,1.9531636752390114e-08
1853,8.241266025166283e-08,5.971931837933653e-09
1854,3.636965217879151e-08,9.871762074453727e-09
1855,6.262185792138553e-08,2.7065379271107304e-08
1856,9.111853116472446e-08,1.3460691561384408e-08
1857,9.7630178608199e-08,5.369659827891837e-09
1858,6.361779014696367e-08,1.3702292411821304e-08
1859,7.587338002323918e-08,7.1290429115578036e-09
1860,7.00309172874114e-08,1.7393299411860852e-08
1861,6.979625988279281e-08,5.187560159214399e-09
1862,7.183598449422846e-08,1.1294965962527215e-08
1863,5.8936526103892106e-08,1.498386242859695e-08
1864,9.493561059503719e-08,1.4863656194741282e-08
1865,7.954567049495154e-08,6.589582324245669e-09
1866,1.2699249651859645e-07,9.731225603104576e-09
1867,9.657094679482725e-08,1.4073153309368536e-08
1868,7.755602027259556e-08,1.1855697312768143e-08
1869,9.327521333091227e-08,1.0743741896135361e-08
1870,9.174477888507226e-08,1.1468097582678638e-08
1871,7.75345974091124e-08,1.0621176826930423e-08
1872,1.4453140551040633e-07,1.0885210954825197e-08
1873,8.679706642311658e-08,7.1832053083475955e-09
1874,1.0455566323841481e-07,4.779687201583727e-09
1875,1.1614699957362973e-07,4.577221712764867e-09
1876,1.0459605515045212e-07,7.859818929034645e-08
1877,8.225805103734274e-08,2.3502301549349625e-08
1878,9.722932636790915e-08,2.174071933591648e-08
1879,8.064309575672723e-08,1.1852090942010562e-07
1880,5.3909906760907234e-08,7.893950915160985e-08
1881,7.87893377207638e-08,2.5798277292210514e-08
1882,7.720247019449289e-08,2.6621540527571597e-09
1883,8.783881466634114e-08,1.9589950994713945e-08
1884,9.242376020068832e-08,7.2618666635548834e-09
1885,8.572695353592508e-08,5.801072122668671e-09
1886,9.551126645135355e-08,7.098810206329631e-09
1887,1.1229750285224327e-07,5.223139754040318e-09
1888,1.0969263697369058e-07,1.6485598219873054e-08
1889,8.45793476922374e-08,2.944614241329191e-08
1890,7.275369195980375e-08,1.2453334363726754e-08
1891,1.007126790852908e-07,1.0198752065093686e-08
1892,1.1659433241106854e-07,4.387958441043338e-09
1893,8.868119838467692e-08,1.23168328869383e-08
1894,1.0208493606000957e-07,6.93169299736951e-09
1895,1.221778713755839e-07,1.0833506536300774e-08
1896,1.1204355132576893e-07,7.66613794667137e-09
1897,1.077941975680119e-07,1.2236098578810584e-08
1898,1.680531358516646e-07,7.921697076085366e-09
1899,1.0060192856542471e-07,1.6582735185011188e-08
1900,1.2354706324657627e-07,2.5955265714472375e-09
1901,1.1009815725770977e-07,2.5708198236884527e-08
1902,1.1342755978915875e-07,7.856454153909453e-09
1903,1.2744519750640393e-07,0.0
1904,1.1286712986446901e-07,2.1498500757388683e-09
1905,1.0424733387637275e-07,5.676835002077496e-09
1906,1.8982040561610347e-07,7.201858220895474e-09
1907,1.4399961645317205e-07,1.028568674676933e-09
1908,1.551998876081484e-07,1.178733355367001e-08
1909,1.0891947699320781e-07,9.351671770296832e-09
1910,1.4910180912153237e-07,7.481810726517324e-09
1911,1.5109862250284323e-07,4.2562994240213925e-09
1912,1.5680357901004527e-07,2.0837684910901544e-09
1913,1.4901401090838817e-07,1.060597942803554e-09
1914,1.419709603212027e-07,2.678697486047099e-09
1915,1.4961568162163985e-07,3.534228465440492e-09
1916,9.11959345817337e-08,4.394984820521586e-09
1917,1.7107622518608423e-07,2.1932848870420685e-09
1918,1.2635014012829515e-07,6.89182577673364e-09
1919,1.6850362488662896e-07,3.6831393490643904e-09
1920,1.2039848584777246e-07,1.590168707821249e-08
1921,1.7190136603062456e-07,4.543648568500203e-09
1922,1.6526575308262181e-07,6.640141769764796e-09
1923,2.8132263807378877e-07,7.431163684401554e-09
1924,2.2302509883331822e-07,1.5469949654622894e-08
1925,1.8256974954056204e-07,7.698724324711748e-09
1926,2.4521504560226504e-07,1.0031524944054127e-08
1927,2.7984555206472805e-07,2.2298449753321847e-09
1928,1.3825509448395223e-07,6.8556245125250825e-09
1929,1.7601841939551832e-07,2.2280812750352652e-09
1930,1.7856125555937297e-07,8.402882833991043e-09
1931,1.2317785369475587e-07,9.124285327288817e-09
1932,1.1945894851095318e-07,4.38381475564853e-09
1933,9.176529713883497e-08,9.176529980337023e-09
1934,1.4737343256854274e-07,9.585264137967897e-09
1935,1.1848601477737475e-07,8.377798899061872e-09
1936,1.442840957821545e-07,2.424942913137329e-09
1937,1.3472495985489275e-07,6.295559185076627e-09
1938,1.5298952682485378e-07,6.4826072287971215e-09
1939,1.6364634181087467e-07,1.5294050470515685e-09
1940,2.1554155349434723e-07,2.5357829169792012e-09
1941,2.1250819237650376e-07,1.7709016475464523e-08
1942,1.8205271157256675e-07,6.068423541449874e-09
1943,2.8161380871694064e-07,5.806470415592457e-09
1944,2.827603875488194e-07,3.8558232162699824e-08
1945,2.4399245113215784e-07,1.3071024707045353e-08
1946,3.2296960839062194e-07,1.9489545977080525e-08
1947,2.5391454627765597e-07,1.3112957830685446e-08
1948,2.717972069632424e-07,7.610321262063735e-09
1949,2.650592278996555e-07,3.926803215925645e-09
1950,2.0207187390042236e-07,8.508289184305795e-09
1951,2.430799588282184e-07,1.2793682113709792e-08
1952,1.8875198604106913e-07,7.381362632230548e-09
1953,4.040185288545217e-07,2.1547654771580937e-09
1954,1.8763269515886805e-07,2.9317608341017376e-09
1955,1.7832654641836143e-07,0.0
1956,1.8488820030526654e-07,3.488456634670456e-09
1957,2.933232554624965e-07,6.18452644651768e-09
1958,1.662720885420299e-07,4.1361216673863055e-09
1959,1.9066839263004454e-07,1.0851047171911432e-08
1960,2.1385374360249898e-07,4.152500121534786e-09
1961,1.9732771949776406e-07,1.3896318207251568e-08
1962,1.8455093275804302e-07,1.6489086540616427e-08
1963,1.8686893277219951e-07,1.2932106496776896e-09
1964,1.4905722434122026e-07,9.125952660227199e-09
1965,1.8276624835777966e-07,1.2038495533772675e-08
1966,1.379229570552809e-07,9.416427193542631e-09
1967,1.8340848173536983e-07,1.03537050044622e-08
1968,1.6438582228772702e-07,9.431972952667067e-09
1969,6.449296137134297e-07,7.266812429573832e-09
1970,1.246254504039257e-07,1.7475155211776894e-08
1971,1.3976441604057754e-07,3.5968783507200897e-09
1972,1.0670705119508739e-07,5.130146862875051e-09
1973,1.2514972791421997e-07,4.961883404153156e-09
1974,1.1307399017113084e-07,1.912694452821384e-08
1975,1.022354938484682e-07,2.3988216302228693e-08
1976,1.022721298760132e-07,2.51395184669434e-08
1977,1.1459724458262599e-07,1.0578207310096843e-08
1978,1.1643559183482921e-07,5.940591352171509e-09
1979,1.3518058494810248e-07,5.851973128301324e-09
1980,1.4156025507361392e-07,6.822180653731635e-09
1981,1.0057623800463489e-07,6.958104314946922e-09
1982,1.7629306459099325e-07,3.7245013739806154e-09
1983,1.4651533586373944e-07,6.315315825844436e-09
1984,1.3685660604778604e-07,1.1598016769198694e-08
1985,1.2452205488955315e-07,7.218669439978953e-09
1986,1.3967150991334165e-07,8.392279537972058e-09
1987,1.0510604919744537e-07,7.944061852782625e-09
1988,1.5051349855355056e-07,5.396898372644898e-09
1989,1.4269118064902386e-07,1.5915554207879268e-08
1990,1.285881578994008e-07,8.172976628806339e-09
1991,1.5005351094998787e-07,3.516879065745826e-09
1992,1.1350485262795473e-07,7.713921723606632e-09
1993,1.274017709107511e-07,8.862731548653358e-09
1994,1.3556561295757774e-07,1.3714809510290138e-08
1995,1.6484250586756843e-07,9.21816667442954e-09
1996,1.339861155358335e-07,1.1209993822092201e-08
1997,1.2370827384700078e-07,1.342570443707558e-08
1998,1.3112355912170415e-07,1.0489884072484301e-08
1999,1.4853153817995235e-07,1.4167623352268066e-08
2000,1.396097903949567e-07,1.1486881668076876e-08
2001,1.4939932224677932e-07,1.1829271784336015e-08
2002,2.1906108038649563e-07,4.819343757400674e-09
2003,1.658435380136325e-07,1.0833999475323708e-08
2004,1.7971548782469426e-07,1.4095332012686868e-08
2005,1.9771461357009912e-07,7.205999130732721e-09
2006,1.6306844230484785e-07,5.353256837814513e-09
2007,1.7455875056526793e-07,1.6776813493990517e-08
2008,1.6604015140586625e-07,1.1495086993384973e-08
2009,1.902508817153148e-07,2.0503228448376376e-08
2010,2.3902392776165016e-07,1.3698999823397173e-08
2011,2.340270874867656e-07,1.3766298989636994e-08
2012,2.665529841294756e-07,2.280849420444042e-08
2013,2.9146355906561894e-07,1.9244962512487973e-08
2014,2.996976000702034e-07,3.291476646793967e-08
2015,2.976860695724781e-07,1.662431570181866e-08
2016,2.8211651859066933e-07,2.092053463798038e-08
2017,2.9030154102827055e-07,1.1320251402935355e-08
2018,3.1752040818844307e-07,3.097760070680522e-08
2019,3.2142446748650855e-07,2.142829758078335e-08
