year,son_DET air_NOUN,son_DET père_NOUN
1872,2.324597190295208e-06,5.84668853207404e-05
1873,1.9173172347564105e-06,5.857724522684293e-05
1874,2.140702434871855e-06,5.7319802181154955e-05
1875,2.025420656082133e-06,6.202478721206717e-05
1876,2.0943396350503463e-06,5.940390826708608e-05
1877,2.3663106958338176e-06,5.8829970612350735e-05
1878,1.957268594310335e-06,6.0335325883897895e-05
1879,2.1663667695293043e-06,5.778077638751711e-05
1880,2.0954267370143498e-06,6.31689348438158e-05
1881,2.084779836764028e-06,5.642292444463237e-05
1882,2.3786346616816445e-06,6.33426268450421e-05
1883,2.396925211201051e-06,5.8090521974918374e-05
1884,2.157434650484902e-06,5.579292110269307e-05
1885,1.948515688354746e-06,5.236176491507649e-05
1886,2.0980211843379948e-06,5.60928625645829e-05
1887,1.9488839910764e-06,5.258134660834912e-05
1888,2.1298123726865015e-06,5.6232374276987684e-05
1889,1.9992051534245547e-06,5.231514614933985e-05
1890,1.9145362699646284e-06,4.978974004643533e-05
1891,2.028276767873649e-06,5.0600469648998114e-05
1892,2.09305632381529e-06,4.949868139192404e-05
1893,2.0390516652923907e-06,4.960727676461829e-05
1894,2.2338957421652594e-06,4.8300039338755596e-05
1895,2.025263782456932e-06,5.000625878892606e-05
1896,2.1264687148914163e-06,4.7140849574134336e-05
1897,1.76607687762953e-06,4.3519724158613826e-05
1898,2.0652996397529932e-06,4.6626541802652355e-05
1899,1.971687261459465e-06,4.821540903776622e-05
1900,1.78520316040931e-06,4.702367573372612e-05
1901,1.8141046993491727e-06,4.4521010295284213e-05
1902,1.4102335725851844e-06,3.899158048170648e-05
1903,1.7631719160249304e-06,4.275516505458654e-05
1904,1.7343915459377968e-06,4.110943473278894e-05
1905,1.5234560208909897e-06,4.208031293728709e-05
1906,2.2264030548058145e-06,4.307431493089098e-05
1907,1.7902237487987804e-06,4.301988565202919e-05
1908,1.8741860472459848e-06,4.3104316773678875e-05
1909,2.0535172211566532e-06,4.75070428365143e-05
1910,2.053757199860229e-06,4.469526936645707e-05
1911,1.769024429165711e-06,4.547057756099093e-05
1912,1.8456979020697872e-06,4.490156527481304e-05
1913,2.1302108592635705e-06,4.358421028882731e-05
1914,1.8221840178966886e-06,4.4655226929535274e-05
1915,1.4737732669800607e-06,3.48957946698647e-05
1916,1.5470346852453076e-06,3.451930956543947e-05
1917,1.4530512828514475e-06,3.522854296988953e-05
1918,1.8320770394097963e-06,3.755585441922449e-05
1919,1.949301491777078e-06,4.002927948931756e-05
1920,2.0384448760069063e-06,3.965653570503491e-05
1921,2.056000909078648e-06,3.858466203610078e-05
1922,2.298226874586362e-06,4.0327795090888685e-05
1923,2.239965013473011e-06,4.2266335185559e-05
1924,2.1206722067290684e-06,4.382378801892628e-05
1925,2.283221647303435e-06,4.472519179898882e-05
1926,2.3562936775078924e-06,4.325927636728011e-05
1927,4.604630063909099e-06,4.823823559263474e-05
1928,2.616563548940576e-06,4.2793952616193565e-05
1929,2.3773627617629245e-06,4.298525618651183e-05
1930,1.8517853561661468e-06,4.2257048448846035e-05
1931,1.9411916838407706e-06,3.957316556579826e-05
1932,1.8894240767508563e-06,4.118593955126926e-05
1933,1.8020409910946e-06,4.05981159019575e-05
1934,1.7145641493243602e-06,4.028207138162543e-05
1935,1.8550840223952036e-06,4.083219675976579e-05
1936,1.5992498845207592e-06,4.0103706055560906e-05
1937,1.7589791880823213e-06,3.705440082057976e-05
1938,1.799571819560697e-06,3.841593093056872e-05
1939,1.6777573108583965e-06,3.860830213398003e-05
1940,1.272963032761254e-06,3.887355251208646e-05
1941,1.9509432434006158e-06,4.361435571809125e-05
1942,1.7507402105820802e-06,4.064630229549948e-05
1943,1.8929093386077511e-06,4.621660025350138e-05
1944,2.2170985118918907e-06,4.713422936220013e-05
1945,2.3484274151996942e-06,4.251568623203639e-05
1946,2.1675160155609774e-06,4.018883589651523e-05
1947,2.2852309768950363e-06,4.341342776115198e-05
1948,2.0482636529095544e-06,3.932252946015069e-05
1949,1.985980752294836e-06,3.574961607455407e-05
1950,1.879268346272056e-06,4.017082227392166e-05
1951,2.217571534401941e-06,4.059328836092391e-05
1952,1.9212633191045825e-06,3.6632647550050024e-05
1953,1.8444792431182577e-06,3.69240602822174e-05
1954,2.0600505052925655e-06,3.92386863268257e-05
1955,1.846149096706995e-06,3.863867055997616e-05
1956,2.1384238095834007e-06,3.874192668718024e-05
1957,1.81560027812111e-06,4.041676311317133e-05
1958,1.756197264057846e-06,3.675440484585124e-05
1959,1.8268512178565288e-06,3.614638711724183e-05
1960,2.234045098248316e-06,3.9713124920126575e-05
1961,1.9413157303915796e-06,3.9097987155400915e-05
1962,1.8271176571715841e-06,3.884828686295805e-05
1963,1.724496435429046e-06,4.1377567981726315e-05
1964,1.8915057111712485e-06,4.102298260022508e-05
1965,1.5693820358819721e-06,3.928106218609173e-05
1966,3.171120255274218e-06,4.39004902546003e-05
1967,2.1688545217557476e-06,4.220317867975609e-05
1968,1.9735281000521354e-06,4.399117176490108e-05
1969,1.926613606428873e-06,3.8089453425982356e-05
1970,1.566785577722385e-06,3.800892295657832e-05
1971,1.7157108942456034e-06,3.9056445530150086e-05
1972,1.6924354042657797e-06,3.8999889113711106e-05
1973,1.2316497617348432e-06,3.74793092987602e-05
1974,1.1988093007175848e-06,3.4732278152205254e-05
1975,1.0549104061396974e-06,3.870041706477423e-05
1976,1.1484188533472661e-06,3.680425544416721e-05
1977,1.109536434285019e-06,3.5396444104662805e-05
1978,1.4637616772006368e-06,4.2318397049712075e-05
1979,1.5917367832685159e-06,3.9712077068543294e-05
1980,1.3991156038173358e-06,3.96050324980024e-05
1981,1.3543002026494833e-06,4.051198334309447e-05
1982,1.3414412549650478e-06,4.054554335652938e-05
1983,1.4335767630768714e-06,4.0249403753023216e-05
1984,1.5013632719274028e-06,4.147103027207777e-05
1985,1.3727503898053328e-06,4.211191469494224e-05
1986,1.5094114829139471e-06,4.335151862733255e-05
1987,1.4201538078850717e-06,4.163055183425968e-05
1988,1.5171280907111395e-06,4.2747634836359794e-05
1989,1.5191122599844675e-06,4.193035198341022e-05
1990,1.3567141223802537e-06,4.4627175157074817e-05
1991,1.3358278820874148e-06,4.447328052492594e-05
1992,1.3901588644671392e-06,4.45820600702973e-05
1993,1.532144729310403e-06,4.61017173165601e-05
1994,1.3952181134868624e-06,4.8275073879722186e-05
1995,1.3897741766299987e-06,4.6369544634217164e-05
1996,1.2960888327029352e-06,4.755546308388148e-05
1997,1.3085267411838686e-06,4.773892851517303e-05
1998,1.3531950173728546e-06,4.9986204658125644e-05
1999,1.4048798817611896e-06,5.154410007435217e-05
2000,1.448230683820384e-06,5.008633922898298e-05
2001,1.293771802579613e-06,5.0811105040793336e-05
2002,1.5890690079345404e-06,5.4271944065931166e-05
2003,1.6551017978372329e-06,5.4727950043798046e-05
2004,1.5623794809016545e-06,5.592807497123431e-05
2005,1.6136935201416236e-06,5.718140675980976e-05
2006,1.724984059592316e-06,5.988935458844935e-05
2007,2.3148008665430098e-06,6.851970243815231e-05
2008,2.666434511411353e-06,6.813478523781669e-05
2009,2.8656837400831137e-06,7.350121188665071e-05
2010,3.7332135320866655e-06,8.142260435306525e-05
2011,4.077119001522078e-06,8.365474195670686e-05
2012,5.375315225819577e-06,9.408163145963044e-05
2013,5.893978880067152e-06,9.784027832893116e-05
2014,6.95454383503602e-06,0.00010447905202681795
2015,6.460873919422738e-06,0.00010343006073298966
2016,6.559519647453271e-06,0.00010321880643004988
2017,6.481220907517127e-06,0.00010635501541855774
2018,7.994285965651216e-06,0.00010535533419897547
2019,7.478730879029172e-06,0.00010447289804460524
