year,on_PRON osait_VERB,on_PRON posait_VERB
1924,1.2118127212801255e-07,1.5083200644028238e-07
1925,1.53974497152376e-07,1.7487102432767188e-07
1926,1.4601441211681276e-07,2.0731817151897758e-07
1927,1.8953681646394216e-07,1.6612345454802835e-07
1928,1.2682905570216008e-07,1.5539416509113835e-07
1929,1.6376397216077976e-07,1.9161499054121123e-07
1930,1.6070513986221613e-07,1.7120873962994665e-07
1931,1.265994615806676e-07,1.6651820899937775e-07
1932,1.3480229910101116e-07,1.8850402838666014e-07
1933,1.4108915102895025e-07,1.0438302933124533e-07
1934,1.4138264958774016e-07,1.629494921218111e-07
1935,1.244701559599548e-07,1.4601307185557744e-07
1936,9.699771474913632e-08,1.8914554189564114e-07
1937,1.1332006222275481e-07,1.485752001428864e-07
1938,8.427389452947409e-08,1.7243735861427467e-07
1939,1.009407322172251e-07,1.4835229400489425e-07
1940,9.128818190262677e-08,1.3186071257109688e-07
1941,7.673906488037119e-08,1.6528414903405064e-07
1942,1.4564217099000132e-07,1.7295007204154444e-07
1943,1.2193587739517397e-07,1.335488182263589e-07
1944,9.960876923287287e-08,2.1528346927368602e-07
1945,1.4595976782771913e-07,1.808158316407571e-07
1946,1.1972150026906547e-07,1.8236647214564528e-07
1947,1.2278497329987204e-07,1.6450802675649356e-07
1948,7.936477874892489e-08,1.8047333405490917e-07
1949,1.1093219498548024e-07,1.5903553851615015e-07
1950,8.827350228557407e-08,1.3932323739140884e-07
1951,1.2260611725878334e-07,1.535241898054096e-07
1952,1.0228459768057974e-07,1.6977134364992708e-07
1953,8.403585649574552e-08,1.6268478653103102e-07
1954,1.1824768364476768e-07,1.2802022375524302e-07
1955,1.0605737088553724e-07,1.1638153551984942e-07
1956,9.5060446625439e-08,1.3692191735970027e-07
1957,9.011738733022412e-08,1.4047709573361544e-07
1958,1.1663862942157266e-07,1.3731924042303945e-07
1959,1.0230987168569072e-07,1.278873353882659e-07
1960,8.651041838447782e-08,1.1696208446210221e-07
1961,9.241051923680743e-08,1.771780606674156e-07
1962,1.249365411126746e-07,1.2239975788475022e-07
1963,9.699080028013896e-08,1.5906490613559754e-07
1964,9.977708037567368e-08,1.5696637589712736e-07
1965,1.1983775038970634e-07,1.4993399055640566e-07
1966,1.0081116386118083e-07,1.617409779441914e-07
1967,9.36763759895598e-08,1.760129766381624e-07
1968,1.1992080573008934e-07,1.4147959426225043e-07
1969,1.1081889095265751e-07,1.3489020567192256e-07
1970,9.795284094948897e-08,1.4302035289404103e-07
1971,1.0636482716819273e-07,1.3154297473505494e-07
1972,9.490772034936867e-08,1.318447715448201e-07
1973,9.923766963737535e-08,1.4609990550695784e-07
1974,7.369499233078614e-08,1.777680687098382e-07
1975,7.025120885018055e-08,1.433581502396919e-07
1976,8.170343468449914e-08,1.279830001976734e-07
1977,8.168726406410087e-08,1.3281526989317172e-07
1978,9.148511015411032e-08,1.6099002309033494e-07
1979,8.426841757724901e-08,1.5683289156243063e-07
1980,7.504398613633612e-08,1.461083751763681e-07
1981,9.172046855354665e-08,1.461201879493501e-07
1982,7.386927691754863e-08,1.5642906348034558e-07
1983,8.462523481966855e-08,1.5409371378893866e-07
1984,1.014826525036483e-07,1.4961442396099756e-07
1985,7.880381103220202e-08,1.3775628104895077e-07
1986,7.373217414397004e-08,1.4686489180348872e-07
1987,7.63852119334274e-08,1.5460366498132316e-07
1988,9.954279489576834e-08,1.463159104986289e-07
1989,9.933501399217448e-08,1.3884949012776815e-07
1990,8.663354833515768e-08,1.4765844724706767e-07
1991,7.033758375740717e-08,1.471227726312918e-07
1992,9.311805371226001e-08,1.3499363404889664e-07
1993,9.859789074084802e-08,1.3681841970480946e-07
1994,8.334384116182036e-08,1.392580610826144e-07
1995,8.296350006986586e-08,1.5453984225644035e-07
1996,7.473329222129621e-08,1.4092563560552662e-07
1997,7.384137212795849e-08,1.4096989175982344e-07
1998,8.391907746485572e-08,1.0442203279836804e-07
1999,8.180659838430415e-08,1.5447279544389403e-07
2000,8.17335852332235e-08,1.267975058283355e-07
2001,8.543363172464069e-08,1.4764684053147903e-07
2002,7.272827851068087e-08,1.3888472061296397e-07
2003,8.208838497836268e-08,1.21674151642992e-07
2004,8.104816018317251e-08,1.4359619981973992e-07
2005,9.502911613168408e-08,1.2565461204872008e-07
2006,8.729926914696762e-08,1.4247899393637908e-07
2007,8.588130695486029e-08,1.3261671583109091e-07
2008,8.51487902409076e-08,1.2687170602987408e-07
2009,7.533744517118635e-08,1.4447623009061772e-07
2010,8.12492428892142e-08,1.5541278486352894e-07
2011,9.292251856862777e-08,1.5028210498257977e-07
2012,8.272333840153578e-08,1.759998706774013e-07
2013,9.287786273404208e-08,1.8017748182330706e-07
2014,1.0134283723317594e-07,1.7431833931880192e-07
2015,1.0972047981283595e-07,1.8619233621564035e-07
2016,1.282159454163434e-07,1.6798568402975889e-07
2017,8.502766402074258e-08,1.6678503378386722e-07
2018,1.0325866650617854e-07,1.8483302177685346e-07
2019,9.540694367871083e-08,1.5407966458269584e-07
