year,mon_DET arc_NOUN,mon_DET parc_NOUN
1867,7.230689291759518e-08,7.182161176899626e-08
1868,1.3041267266089562e-07,4.594082725351001e-08
1869,7.471784257973013e-08,1.030422525083452e-07
1870,9.51852099362327e-08,6.823518239329474e-08
1871,9.134212675121489e-08,1.1152236112366154e-07
1872,7.498700638208788e-08,5.8659191171095415e-08
1873,3.41202257558848e-08,5.6268441461782004e-08
1874,6.631816001911872e-08,8.185214595002321e-08
1875,7.266339263622967e-08,8.296214337732977e-08
1876,1.0882826684266433e-07,6.771536220639973e-08
1877,7.050690375987045e-08,7.236234922380902e-08
1878,8.756678315791078e-08,5.012443682339551e-08
1879,7.514470379277327e-08,6.964630472339195e-08
1880,9.81930501353645e-08,4.8133845131914654e-08
1881,4.8807552666119136e-08,5.5780061958277116e-08
1882,7.454031525355731e-08,5.124646529353072e-08
1883,7.077659258669655e-08,4.613117354779206e-08
1884,4.885255666664534e-08,5.017289517184054e-08
1885,6.574548283566628e-08,6.961286330708916e-08
1886,4.001147502208369e-08,6.324394674628309e-08
1887,5.549585768704901e-08,4.700825684267329e-08
1888,7.164894455513604e-08,4.818867083145051e-08
1889,4.9494581766396095e-08,5.200063668553412e-08
1890,5.7678600118293843e-08,3.2116493131617574e-08
1891,5.354344789765264e-08,5.290602489438356e-08
1892,5.390920509995567e-08,5.265550218069848e-08
1893,6.035248145686012e-08,4.926733160326435e-08
1894,3.465846543093676e-08,5.293293003916233e-08
1895,6.199173019361126e-08,4.754705407172821e-08
1896,5.366296518261038e-08,3.0074846835148605e-08
1897,6.467652102770671e-08,2.5637538758616074e-08
1898,3.564763562113882e-08,2.546259736391221e-08
1899,4.643165851803133e-08,3.758753130966852e-08
1900,5.191053231712317e-08,6.436906074824833e-08
1901,2.626707229502756e-08,2.4031576839611546e-08
1902,2.307833324444175e-08,4.517460983066712e-08
1903,5.778235756537242e-08,3.3481365901977256e-08
1904,4.460938995975994e-08,6.557042731003548e-08
1905,5.1607588980040475e-08,3.457708558363137e-08
1906,4.32111494919063e-08,3.549487403997631e-08
1907,4.011417997773492e-08,2.2114225783909092e-08
1908,3.8799972124081705e-08,5.1569583714439204e-08
1909,6.381141037792304e-08,3.7406688746521866e-08
1910,5.2372678194245736e-08,6.09233142823129e-08
1911,6.437652777524505e-08,3.937076953342e-08
1912,4.271725440041507e-08,4.42800789368647e-08
1913,5.6211692189833684e-08,4.1363318992182485e-08
1914,3.6832091876437545e-08,5.759199694921335e-08
1915,1.6493066246070498e-08,9.424609537234119e-09
1916,2.3073669419559906e-08,2.8567401333390308e-08
1917,5.70254080622945e-08,2.0836205649743533e-08
1918,2.1824114071478107e-08,1.0108011405662864e-07
1919,3.4069038756801007e-08,2.5781975665495338e-08
1920,5.073395215049459e-08,3.7103935479620986e-08
1921,3.862101355389669e-08,2.7261890522822796e-08
1922,5.090775578864282e-08,3.2462917132214386e-08
1923,7.00652584839645e-08,4.034060419044749e-08
1924,1.48253681775401e-07,6.059063606400628e-08
1925,9.018505942037791e-08,5.8290343885047946e-08
1926,5.795991853130289e-08,2.8979960653430226e-08
1927,8.807887930117886e-08,1.8953682623390478e-08
1928,5.7130205788347155e-08,3.999114417396754e-08
1929,5.7930112262738476e-08,4.567566680435675e-08
1930,7.982738825518254e-08,2.6259009189288918e-08
1931,5.7026785071911945e-08,5.1324105854178015e-08
1932,4.4934101772753365e-08,3.3974563717897865e-08
1933,4.014731902479696e-08,3.326492148403304e-08
1934,3.474658250013363e-08,3.1152108448395666e-08
1935,4.547947884958603e-08,4.0692167857514505e-08
1936,6.062357416070085e-08,2.3036957230715416e-08
1937,3.147779614742774e-08,1.8886677000118368e-08
1938,6.482607051161438e-08,4.408172926684273e-08
1939,6.117620099388432e-08,3.058810005285295e-08
1940,3.550096194793184e-08,1.7750480196809804e-08
1941,5.01755446080665e-08,3.246652724442356e-08
1942,7.282108094308626e-08,4.247896612241675e-08
1943,7.548411495861274e-08,6.387117679196308e-08
1944,5.462416652335378e-08,3.213186161588055e-08
1945,7.40691366019064e-08,3.267756198965799e-08
1946,7.795818746103578e-08,4.872386405452289e-08
1947,8.106192317391958e-08,2.26496545963073e-08
1948,5.6533818515447365e-08,2.717971980814582e-08
1949,4.123143582113187e-08,3.043272522873508e-08
1950,6.06215611043126e-08,2.552486688678357e-08
1951,5.437314909428892e-08,3.6248766654978226e-08
1952,3.585233332437099e-08,3.1634411978842536e-08
1953,4.09405449541822e-08,3.5553629817997034e-08
1954,6.156697729409188e-08,2.4431340284181147e-08
1955,5.0682281482750113e-08,2.627970152602188e-08
1956,3.7500909044752007e-08,2.180285441077956e-08
1957,4.947621112805223e-08,3.710715934523989e-08
1958,6.03873765436802e-08,3.391619751713648e-08
1959,4.65044874831122e-08,2.325224335297804e-08
1960,5.882708298265982e-08,1.314958364417862e-08
1961,6.114380113331208e-08,2.987708569435199e-08
1962,7.483508268624206e-08,2.6636216177156058e-08
1963,7.30664034831463e-08,3.103705603635376e-08
1964,5.597250973821133e-08,5.414731929498373e-08
1965,7.223097608921591e-08,3.502107748243333e-08
1966,7.422360193132249e-08,3.157272654430443e-08
1967,5.324762542002759e-08,2.4158644418292852e-08
1968,7.096437032449998e-08,4.985471757645854e-08
1969,5.949702852614536e-08,2.4525492747784483e-08
1970,6.760125739746492e-08,2.299362589219811e-08
1971,5.909157096972706e-08,3.802414083597938e-08
1972,5.540558722927358e-08,1.7442498889685965e-08
1973,4.851619395118689e-08,2.3155455608492304e-08
1974,4.8379915462692935e-08,1.4063929631991101e-08
1975,4.968987710185502e-08,2.513051189367843e-08
1976,8.91310187878247e-08,1.9997344058442224e-08
1977,6.640763505760816e-08,3.232230066929631e-08
1978,5.643561673540631e-08,1.900989232694883e-08
1979,6.203091740264455e-08,3.043026175486574e-08
1980,6.08311130911865e-08,1.9898028225107112e-08
1981,7.970192639206175e-08,2.213942412732095e-08
1982,5.959202153960064e-08,1.6139506286982908e-08
1983,4.7364870137123205e-08,2.0840542402922324e-08
1984,4.6392066188616354e-08,1.971662944022512e-08
1985,5.414002224313208e-08,1.503889535126035e-08
1986,6.234264993132399e-08,4.016305299447964e-08
1987,5.1330860006970624e-08,1.9554613928107756e-08
1988,4.6773120265797274e-08,1.619069489589009e-08
1989,4.170972922601379e-08,1.81108031904742e-08
1990,4.7403263092604675e-08,1.5801088049105516e-08
1991,7.092372555916882e-08,1.9342835722024887e-08
1992,6.17113760092991e-08,3.581463658974826e-08
1993,5.2622471602425946e-08,1.550978068198816e-08
1994,6.751906012070208e-08,2.0572214043390602e-08
1995,7.699880377742829e-08,1.9520822680529903e-08
1996,6.35232932921781e-08,1.1743803041142087e-08
1997,6.760801130045735e-08,1.6782130796144656e-08
1998,5.5787111818972335e-08,2.3840645790862425e-08
1999,7.038110005908038e-08,2.6964186661260214e-08
2000,6.361965598777886e-08,2.694999290397959e-08
2001,7.623308756476987e-08,1.2705514501609727e-08
2002,7.491888509569833e-08,2.1029863794819192e-08
2003,7.083769126836614e-08,3.0418538132792605e-08
2004,6.342899419586878e-08,2.158347794933846e-08
2005,4.954124577238872e-08,1.8915747634906666e-08
2006,7.206307417462199e-08,3.37666989369545e-08
2007,8.827799363730904e-08,2.077129268585054e-08
2008,8.812900276211622e-08,2.597038170626398e-08
2009,8.058245382080997e-08,1.4781396551200032e-08
2010,1.0534058675348845e-07,2.881513766483934e-08
2011,1.2007272065517327e-07,2.44734204013497e-08
2012,1.582977571246147e-07,3.914890664424853e-08
2013,1.7850400446661752e-07,6.41498770215243e-08
2014,1.9510661353194791e-07,5.197068553286499e-08
2015,2.744120388697979e-07,6.006919353596096e-08
2016,2.3426855921826473e-07,5.6547583782151634e-08
2017,3.247654096760755e-07,4.0249780980383676e-08
2018,2.3749494337810262e-07,4.181975982175956e-08
2019,2.885167273980471e-07,4.719327223456915e-08
