year,on_PRON eût_VERB,on_PRON put_VERB
1932,4.840827273255854e-06,2.505350039427867e-06
1933,4.641030045604566e-06,2.5120750706264516e-06
1934,4.729129841507529e-06,2.698251876154245e-06
1935,4.893831260233128e-06,2.3445868464477826e-06
1936,4.333372999099083e-06,2.4698044853721512e-06
1937,4.3653406009980245e-06,2.4061626504590095e-06
1938,4.696000587500748e-06,2.249464699843884e-06
1939,4.637156052922364e-06,2.2344607941704453e-06
1940,3.557703280421265e-06,2.168094397347886e-06
1941,4.312145165386028e-06,1.8269800818870863e-06
1942,4.4633255811277195e-06,2.130016639512178e-06
1943,4.694531298810034e-06,2.1454908392115613e-06
1944,4.89368244416255e-06,2.522351053357852e-06
1945,5.271979716781061e-06,2.581527297706998e-06
1946,4.774938702212239e-06,2.572619962393219e-06
1947,5.310747837938834e-06,2.348411612729251e-06
1948,4.791241053681006e-06,2.2548294964508386e-06
1949,3.793291966758261e-06,1.9437676712641405e-06
1950,4.54768064628297e-06,1.911174422275508e-06
1951,5.0204541821585735e-06,1.91692006978883e-06
1952,4.2358477685411344e-06,1.8463951221292518e-06
1953,3.816089588326577e-06,1.8013839451214153e-06
1954,4.751407118419593e-06,1.6642629248053709e-06
1955,3.7683215623474098e-06,1.679085272598968e-06
1956,3.7849754335184116e-06,1.5724218656032463e-06
1957,3.829988827419584e-06,1.723715854495822e-06
1958,3.670394448818115e-06,1.7322078065262758e-06
1959,3.3878519616337144e-06,1.6718362587653246e-06
1960,3.772546165237145e-06,1.5551112255707267e-06
1961,3.8006430713721784e-06,1.6182262925212854e-06
1962,3.753169721676386e-06,1.6508112707924738e-06
1963,3.875752327076043e-06,1.5660781116366707e-06
1964,3.594408553908579e-06,1.5021318233721104e-06
1965,3.3445129474785062e-06,1.4938678418729978e-06
1966,3.957668809562165e-06,1.4866876938413043e-06
1967,3.794879376073368e-06,1.4938916592655005e-06
1968,4.013529178337194e-06,1.6784420608928485e-06
1969,3.5834469827022986e-06,1.4002239652199933e-06
1970,2.957899994271429e-06,1.356164034405083e-06
1971,3.2448979254695587e-06,1.2532551352251176e-06
1972,3.0155003969412064e-06,1.3004922720938339e-06
1973,2.748883389358525e-06,1.068458914232906e-06
1974,2.049958311545197e-06,1.0317298375639439e-06
1975,2.0064429691046826e-06,1.0040782285614114e-06
1976,1.980879801521951e-06,1.0152937477414525e-06
1977,1.979300122911809e-06,9.408727521531546e-07
1978,2.7445531713965465e-06,1.0461381521054136e-06
1979,2.49528147833189e-06,1.0627183826272812e-06
1980,2.1768441342828737e-06,9.806884690988227e-07
1981,2.132975282620464e-06,9.425068725477104e-07
1982,2.098756510804378e-06,9.547138262178123e-07
1983,1.9678525404742686e-06,8.790919707735156e-07
1984,2.0348720681795385e-06,8.112812821536863e-07
1985,1.9087365217274055e-06,8.806777174186209e-07
1986,2.0489151211222634e-06,8.350317983740752e-07
1987,1.9890709381797933e-06,8.469592387427838e-07
1988,1.917697886710812e-06,8.449144530686681e-07
1989,2.270984964525269e-06,8.369386250706157e-07
1990,1.7353953012388956e-06,8.696047189005185e-07
1991,1.8223295796815364e-06,9.202500592664364e-07
1992,1.8436273307997908e-06,9.052838265688479e-07
1993,1.8356933537688747e-06,8.679938048317126e-07
1994,1.7639354155107867e-06,8.223610450386332e-07
1995,1.7205436506628757e-06,7.672767736721653e-07
1996,1.5053419701871462e-06,7.126352841169137e-07
1997,1.4571684232578264e-06,7.340983216863606e-07
1998,1.63880599757249e-06,8.239327087267156e-07
1999,1.6375030327253626e-06,7.198066782621027e-07
2000,1.5873986853875977e-06,7.303005986614153e-07
2001,1.5360528209384938e-06,6.904789984218951e-07
2002,1.7936720837496978e-06,7.123866225811071e-07
2003,1.597598270564049e-06,7.046266432553239e-07
2004,1.5738319234515075e-06,6.911117225172347e-07
2005,1.567304934724234e-06,6.926766786818916e-07
2006,1.8592273249851132e-06,6.304489232888955e-07
2007,1.5334806562350423e-06,5.648193948104563e-07
2008,1.8221841742160905e-06,6.173287232513758e-07
2009,1.637874106563686e-06,6.189113719301531e-07
2010,1.674584666488954e-06,5.866951013899779e-07
2011,2.276792884003953e-06,5.540935319459095e-07
2012,3.6245078263164032e-06,7.329355895535627e-07
2013,4.060966034558078e-06,8.261388444452678e-07
2014,4.495247594604734e-06,9.287594622264805e-07
2015,5.611260576188215e-06,1.059301382611011e-06
2016,5.598003554041497e-06,1.2562677227379027e-06
2017,2.274615781061584e-06,6.286512856945592e-07
2018,4.276199547348369e-06,8.575632506335751e-07
2019,5.367533276512404e-06,8.828968560692374e-07
