year,on_PRON osera_VERB,on_PRON posera_VERB
1885,2.4493415295978593e-08,1.5340612691261413e-07
1886,2.000573828819796e-08,9.357522579023225e-08
1887,1.5016526688782506e-08,1.2470245813744896e-07
1888,1.3949352339892584e-08,1.1793543741589474e-07
1889,3.3205224347909734e-08,1.5474887860023046e-07
1890,2.0974037007182034e-08,1.4485194732571927e-07
1891,3.314594421155448e-08,1.7210394176458976e-07
1892,3.259626502050139e-08,1.366535684610426e-07
1893,2.7097032229139728e-08,1.9091091374434654e-07
1894,3.024738792767323e-08,9.32627806093933e-08
1895,4.814891596538473e-08,1.1736297977904542e-07
1896,8.255840455717589e-09,1.3032434331705645e-07
1897,1.2818769379308037e-08,1.410064669471467e-07
1898,2.0935913225272884e-08,1.386296943906018e-07
1899,2.4874102777516782e-08,1.116570818027185e-07
1900,3.2703633467967563e-08,1.100503279616305e-07
1901,1.453072162593827e-08,1.0171504882805493e-07
1902,2.2096277918493e-08,1.3257766440233354e-07
1903,3.456140884594561e-08,1.3392546449608744e-07
1904,3.117282609821359e-08,1.2039160424137663e-07
1905,1.8578732885465854e-08,1.2385822145688508e-07
1906,9.259532141037141e-09,1.2603252130816145e-07
1907,1.8514236699296305e-08,1.0851399778744053e-07
1908,2.0627833219322156e-08,1.1197966998111042e-07
1909,2.2003933786152174e-08,1.232220334657086e-07
1910,1.549803685385598e-08,1.1970897517699086e-07
1911,1.755723388896513e-08,1.1545211719976578e-07
1912,1.510732161591477e-08,1.4325908281875854e-07
1913,3.075733978619155e-08,1.161354745704557e-07
1914,3.080502103403049e-08,1.319258515763977e-07
1915,1.8849219074468238e-08,1.6493067178657839e-07
1916,2.0876178119522137e-08,1.670094249561771e-07
1917,2.3029491202919417e-08,1.4585344487727525e-07
1918,2.1824114959656526e-08,1.1486375939284699e-07
1919,1.9336480860943084e-08,1.0036554698444888e-07
1920,1.0601123978659643e-08,1.6280298353876788e-07
1921,1.438822039290244e-08,1.628140715581594e-07
1922,1.992042591991705e-08,1.3649180274910577e-07
1923,3.1847844805810155e-08,1.2208340294250775e-07
1924,2.0626599095407983e-08,1.3278372890113133e-07
1925,1.0998178145982251e-08,1.2097995494286806e-07
1926,2.89799594321849e-08,1.6161900617817082e-07
1927,3.233275258640589e-08,1.2152655060049256e-07
1928,1.1426041224282812e-08,1.5767937000532584e-07
1929,2.6736975966556997e-08,1.1251810505541471e-07
1930,1.1553964007759987e-08,1.3444612889657037e-07
1931,1.8248570654577634e-08,1.3230214079840152e-07
1932,1.972716578979572e-08,9.644392306995542e-08
1933,1.3764794637438627e-08,1.066771559976587e-07
1934,1.9170528275935794e-08,1.3059922565616944e-07
1935,2.0346082152400413e-08,1.2207649646711616e-07
1936,7.274828739411987e-09,1.357968066884041e-07
1937,1.1332006222275481e-08,1.3724318392860368e-07
1938,5.186085783037697e-09,1.3094866524454574e-07
1939,1.988226472349197e-08,1.1929359544637919e-07
1940,7.607348750937604e-09,1.8764793097147958e-07
1941,3.24665290207804e-08,1.3872062254449702e-07
1942,1.2136847082899749e-08,1.9418956043182334e-07
1943,2.6129117536299873e-08,1.82903818313207e-07
1944,2.2492303131116387e-08,1.6065931163211644e-07
1945,3.921307190069001e-08,2.2002890887051763e-07
1946,1.6705325123211878e-08,1.879349014188847e-07
1947,1.7881306657585583e-08,2.26496545963073e-07
1948,2.9354096486855497e-08,2.1743775846516655e-07
1949,2.2579118574839185e-08,1.8063295215142716e-07
1950,1.9143651330821854e-08,1.850552919790971e-07
1951,2.7719645245838365e-08,1.8337611251695307e-07
1952,5.272401959466322e-09,2.3620360423137754e-07
1953,1.9392889294422844e-08,2.2948251654497653e-07
1954,1.4658804392553293e-08,1.895872046020486e-07
1955,2.9095384768140775e-08,1.6237101618798988e-07
1956,1.6570168570595456e-08,2.3198236220878243e-07
1957,8.835037590415595e-09,1.8995331174664898e-07
1958,1.6544487113634432e-08,1.604815267342019e-07
1959,2.0927020116801032e-08,2.108203460693403e-07
1960,1.8686249991795023e-08,2.3530834170060189e-07
1961,2.2234110330643375e-08,2.1191885224425278e-07
1962,3.361236888821395e-08,2.8855902201030403e-07
1963,2.0691370838932244e-08,2.735140540721659e-07
1964,1.4601523989909992e-08,1.8677783231169087e-07
1965,1.8057743300659013e-08,2.6867733282642803e-07
1966,1.5509409312386424e-08,2.714146702942344e-07
1967,3.303324724868162e-08,2.248232959800589e-07
1968,2.155879541554384e-08,1.8280061908626521e-07
1969,2.8613074576355757e-08,1.948414052321823e-07
1970,1.9314644994494756e-08,2.0556300484031453e-07
1971,2.2608949379332444e-08,2.749042664618173e-07
1972,2.3598676346381353e-08,2.2829153323300488e-07
1973,1.8193572648428358e-08,2.1666891569793734e-07
1974,2.7565300708687346e-08,1.7889317760477752e-07
1975,2.1132476657470534e-08,1.770558810676448e-07
1976,3.028169270891112e-08,1.7311985800461116e-07
1977,2.291944989352146e-08,1.9334612488819403e-07
1978,2.4356423988791676e-08,1.5207913861559064e-07
1979,3.043026142179883e-08,1.8726314721106974e-07
1980,2.6720208712305293e-08,1.910210585265304e-07
1981,2.909752883084593e-08,1.6130151436755114e-07
1982,2.110550756384555e-08,2.0546831791534714e-07
1983,2.4629731809611144e-08,1.8756488628923762e-07
1984,2.3196034870665017e-08,2.174628193074568e-07
1985,2.4062232206745193e-08,1.4437339146411432e-07
1986,3.956360394852254e-08,1.8522960232303376e-07
1987,4.1553553042916747e-08,1.9310181187393027e-07
1988,2.7584147410664173e-08,1.7809764329967948e-07
1989,2.6342987347049984e-08,1.4323999053544867e-07
1990,2.1249738857420652e-08,1.727222382896798e-07
1991,2.3445860808379848e-08,1.5532882713387153e-07
1992,3.305966522759718e-08,1.234227475777061e-07
1993,2.2156829260211452e-08,1.323870613134659e-07
1994,2.63746331441439e-08,1.3503812112958258e-07
1995,3.253470381991974e-08,1.2742759381012547e-07
1996,3.042712570788808e-08,1.1263374588565966e-07
1997,2.5412941084823615e-08,1.4384683311163826e-07
1998,3.099283940599662e-08,1.1681916234351775e-07
1999,2.7878227060185168e-08,1.3025073641870222e-07
2000,3.6227858934978485e-08,1.1707783187375753e-07
2001,3.98690254144185e-08,1.296838689768265e-07
2002,2.3220473988061485e-08,1.4238969825441927e-07
2003,2.4584845714770154e-08,1.0333969058251569e-07
2004,2.8631142789947717e-08,1.2906038904247907e-07
2005,2.9724747108161864e-08,1.2385311620732864e-07
2006,2.594270576139479e-08,1.0582977338913224e-07
2007,3.195583597737084e-08,1.1464156202123377e-07
2008,4.0871421802535224e-08,1.0643599068771437e-07
2009,2.2887324035991696e-08,1.0776114933719327e-07
2010,1.9839930587295385e-08,9.494823771660776e-08
2011,2.0267051592526286e-08,1.097479973566351e-07
2012,2.0765941410871847e-08,9.055312233385848e-08
2013,1.561910067948702e-08,7.586420203153921e-08
2014,2.5552253424265814e-08,7.037697002942878e-08
2015,1.884089106951592e-08,8.024002973172628e-08
2016,1.9884864421726434e-08,6.856135748023462e-08
2017,1.685459594114036e-08,6.540589403414288e-08
2018,1.3423626654684995e-08,7.744400143394614e-08
2019,1.632632207204665e-08,6.045841161039789e-08
