year,bon_ADJ air_NOUN,bon_ADJ père_NOUN
1859,6.385585606949462e-07,2.7900018013671257e-06
1860,5.373613741477268e-07,2.8360231567603478e-06
1861,6.045865461601352e-07,2.9965234116247075e-06
1862,9.026936283462739e-07,2.775850670211355e-06
1863,6.822652170446197e-07,2.8529274702648877e-06
1864,6.142046231616405e-07,2.9655393305461075e-06
1865,6.61311617022875e-07,2.9704895725402025e-06
1866,6.164731303215376e-07,3.0964761279506092e-06
1867,5.604996999863943e-07,2.56471087922705e-06
1868,4.959633770340588e-07,2.230847152784321e-06
1869,6.04579668106453e-07,2.5506620371373856e-06
1870,4.799398993782233e-07,2.1433874533016706e-06
1871,5.098165161143697e-07,2.0190857776825055e-06
1872,5.249090690995217e-07,1.8474621032993355e-06
1873,5.315571735553526e-07,2.0496079642384757e-06
1874,5.257655857349164e-07,1.9889473996670404e-06
1875,5.292412765811605e-07,2.187339795511889e-06
1876,5.719529816428093e-07,1.8821244056610453e-06
1877,5.077733866709622e-07,2.018105449863583e-06
1878,5.525766368918994e-07,2.3854400281742016e-06
1879,5.211254732184756e-07,2.1694213936385154e-06
1880,5.211290954321157e-07,1.944607431525469e-06
1881,4.887727982350043e-07,1.7996041918877381e-06
1882,6.682006414848729e-07,2.0019398316861725e-06
1883,6.628986284340499e-07,2.0108136586927117e-06
1884,6.654510489312315e-07,1.9970132889568504e-06
1885,6.084679926576797e-07,2.121903324159291e-06
1886,6.492184638773324e-07,1.9224868523792793e-06
1887,5.347189247495443e-07,2.1088426134241445e-06
1888,5.370500844037451e-07,1.911695362011301e-06
1889,5.538381060432584e-07,1.8770349203833803e-06
1890,5.590891873907822e-07,1.9414092671254934e-06
1891,5.284228450364026e-07,1.7968926382394557e-06
1892,5.090032213495022e-07,1.75957138459637e-06
1893,4.4586934683232826e-07,2.0125705226803348e-06
1894,4.864788576419699e-07,1.6176051769178912e-06
1895,5.434809007276442e-07,1.797158324379211e-06
1896,5.496031008078717e-07,1.805080557915062e-06
1897,5.284829285301385e-07,1.6623614209620996e-06
1898,4.6964345301603316e-07,1.9379864966140303e-06
1899,5.206978812566376e-07,1.5460637268205346e-06
1900,5.222199430665597e-07,1.639334612946186e-06
1901,4.549233381112572e-07,1.4351881878482686e-06
1902,4.149189862800995e-07,1.3562204448369641e-06
1903,4.2175719272563583e-07,1.429438359679125e-06
1904,4.713546424284232e-07,1.2899100383378936e-06
1905,5.423957880612562e-07,1.5673225122192491e-06
1906,4.989858966020222e-07,1.2737001258145142e-06
1907,4.546273615346763e-07,1.3751962821828556e-06
1908,4.842629728329939e-07,1.66889002439774e-06
1909,5.269942485730539e-07,1.709705653496485e-06
1910,5.68617625651413e-07,1.6465328389614342e-06
1911,4.7085311116745743e-07,1.4668271379747466e-06
1912,4.553034012033663e-07,1.382059464205554e-06
1913,4.62951013302515e-07,1.587715086515118e-06
1914,4.359580145774089e-07,1.2864445055882356e-06
1915,4.0761435027292237e-07,1.2888153395618218e-06
1916,3.4280881777704053e-07,1.0877587575119918e-06
1917,3.267994564959409e-07,1.0604532452163085e-06
1918,4.2729320171019936e-07,1.1199216523039013e-06
1919,3.5818530363940226e-07,1.0275958914895966e-06
1920,3.248487536744449e-07,1.2706204457479942e-06
1921,4.392193623248275e-07,1.240416020564794e-06
1922,4.4710289459626296e-07,1.3044189897115643e-06
1923,3.927900671385487e-07,1.1921709992535057e-06
1924,5.517615128125541e-07,1.335572298089005e-06
1925,5.169143717509428e-07,1.5419445551501099e-06
1926,4.659085839353594e-07,1.3876942119850355e-06
1927,5.507716966945964e-07,1.3423666267442513e-06
1928,4.204783090600017e-07,1.2557219442044243e-06
1929,4.879498218812728e-07,1.4036912077131092e-06
1930,5.997557543935272e-07,1.2929935691019523e-06
1931,4.162955065112328e-07,1.319599777893643e-06
1932,3.2878608902109363e-07,1.2702103031614342e-06
1933,3.37237480607655e-07,1.0633303899609814e-06
1934,3.5705107848116313e-07,1.0076509084910867e-06
1935,3.7580413447813044e-07,1.1812696687485413e-06
1936,3.479793200256154e-07,1.0900118390111402e-06
1937,3.072232760414906e-07,1.09290905569992e-06
1938,3.3968860557731517e-07,1.0061006422423802e-06
1939,2.47763613181462e-07,1.0889363846189326e-06
1940,3.8797479717800343e-07,1.4682183056002884e-06
1941,3.571318112349786e-07,1.5554418446583895e-06
1942,4.187212141459895e-07,1.5838585198935107e-06
1943,4.2677558598214205e-07,1.593876178818121e-06
1944,2.923999531390109e-07,1.4105887071735879e-06
1945,3.115260907016193e-07,1.2461043459310872e-06
1946,2.8399053331185087e-07,1.2139202878458377e-06
1947,3.4093689782466186e-07,1.577131213181815e-06
1948,2.946281700832998e-07,1.123066016184282e-06
1949,3.0040044407542155e-07,1.0808526313965672e-06
1950,2.6907463457348513e-07,1.099696374851078e-06
1951,3.9340572222101855e-07,1.1492990887873589e-06
1952,2.7311043382383104e-07,9.753943688295408e-07
1953,3.0597669464782484e-07,1.0741505644951133e-06
1954,2.716765017396483e-07,1.132636928247166e-06
1955,2.9095385656319195e-07,1.0333554083530316e-06
1956,2.790765449844912e-07,1.1075849677411043e-06
1957,2.6770162886435855e-07,1.0637385505773977e-06
1958,2.8704683519009677e-07,9.339362883054037e-07
1959,2.8677767272000665e-07,9.672933121152028e-07
1960,2.809858248298269e-07,1.1979962266650546e-06
1961,2.584715232956114e-07,9.734371300140765e-07
1962,3.760780060702018e-07,1.2893197114394184e-06
1963,2.9097239018227583e-07,1.1024621002775348e-06
1964,3.6686330062707384e-07,1.0975478965669083e-06
1965,3.080760482276901e-07,1.193452689562946e-06
1966,3.1351162421699996e-07,1.1404954647353804e-06
1967,3.377279904626107e-07,1.1191861579717965e-06
1968,4.019817314571128e-07,1.1794457783764756e-06
1969,2.6660118646049114e-07,9.138016565657381e-07
1970,2.915591563734665e-07,9.813679326953206e-07
1971,3.386204046051944e-07,1.0975616984154613e-06
1972,3.22173221434241e-07,1.0244903219103207e-06
1973,2.2879795125163582e-07,8.964469193628588e-07
1974,2.0645847786937566e-07,8.804019628882997e-07
1975,2.0104410403121165e-07,8.652892464766637e-07
1976,2.38825421661204e-07,9.387324588772117e-07
1977,2.456494900826556e-07,8.021807325064856e-07
1978,2.8039592514517153e-07,9.33860957896826e-07
1979,2.797243214835987e-07,1.070325916785464e-06
1980,2.8084645009585074e-07,8.504985427038037e-07
1981,2.2139423783151813e-07,9.406092074115691e-07
1982,1.9988156663153234e-07,8.373920783455446e-07
1983,2.197729918052005e-07,7.471018825810916e-07
1984,2.232618205866288e-07,9.353800889400077e-07
1985,2.5806744741174725e-07,8.752637024045384e-07
1986,3.08116558933591e-07,1.1713224630227614e-06
1987,2.3098887336203688e-07,1.0235618423948267e-06
1988,2.4585871427618144e-07,9.396599791600124e-07
1989,2.826382949905337e-07,1.1695188408822332e-06
1990,2.4137524157197277e-07,8.750533142531935e-07
1991,1.9753138352784916e-07,9.753478309448838e-07
1992,2.617223617829012e-07,9.708521737650244e-07
1993,2.647741137451476e-07,9.732387660221775e-07
1994,2.6005389397454337e-07,1.0866349064997394e-06
1995,2.559396752310761e-07,1.0828634460224862e-06
1996,2.2526748821860565e-07,1.0121022748776909e-06
1997,2.368677849418077e-07,9.508275722325266e-07
1998,2.4079052174386106e-07,1.018949210340736e-06
1999,2.39935563861593e-07,9.336920658853387e-07
2000,2.6287286791770725e-07,9.54294792521182e-07
2001,2.624345856183652e-07,1.0611294944951055e-06
2002,3.557551786492752e-07,9.516012862142986e-07
2003,2.583492304530921e-07,1.072982623639973e-06
2004,2.7618041364974033e-07,9.175180148979223e-07
2005,3.3327746251643475e-07,9.421844229251519e-07
2006,2.936055469859866e-07,1.1583624246469526e-06
2007,2.915970096495357e-07,1.152007842009084e-06
2008,3.065356475318026e-07,1.042646978088868e-06
2009,3.0373386561421967e-07,1.2773987334568915e-06
2010,3.6751109355748213e-07,1.3089630082063763e-06
2011,4.0763541298005634e-07,1.1827545050024924e-06
2012,4.966804678652181e-07,1.380764901970366e-06
2013,4.501647805632558e-07,1.5722297526110651e-06
2014,5.203564659161941e-07,1.5125634980073244e-06
2015,5.492674048923618e-07,1.7989726512901427e-06
2016,6.303088038173144e-07,1.976058452868301e-06
2017,4.2513830589285817e-07,1.440187541668081e-06
2018,5.160352083422026e-07,1.5599803804278167e-06
2019,5.089220516119042e-07,1.6035509204925802e-06
