year,son_DET air_NOUN,son_DET pair_NOUN
1861,2.4782389971278462e-06,3.3483342321005694e-08
1862,2.169085220771194e-06,1.445755604123633e-08
1863,2.2745503827081848e-06,3.146611149418277e-08
1864,2.256878445905386e-06,9.109982990196386e-09
1865,2.1660896720732126e-06,1.694463946932956e-08
1866,2.137950218639162e-06,1.0217787504984699e-08
1867,2.274512837630027e-06,2.8631587767335986e-08
1868,2.023866386480222e-06,1.2349684830326169e-08
1869,2.680563682133652e-06,5.371870948067681e-09
1870,2.18409924457319e-06,1.1468097582678638e-08
1871,1.8183455026132833e-06,2.0180236148803488e-08
1872,2.324597190295208e-06,3.0236694925633856e-08
1873,1.9173172347564105e-06,1.7359413462259e-08
1874,2.140702434871855e-06,1.3741600746186577e-08
1875,2.025420656082133e-06,1.0870901512305409e-08
1876,2.0943396350503463e-06,1.269663130187837e-08
1877,2.3663106958338176e-06,9.895705588292003e-09
1878,1.957268594310335e-06,1.0266450800600069e-08
1879,2.1663667695293043e-06,2.6881031511827302e-08
1880,2.0954267370143498e-06,3.786529134686134e-08
1881,2.084779836764028e-06,2.370652651961791e-08
1882,2.3786346616816445e-06,4.6587693702804245e-09
1883,2.396925211201051e-06,2.401348808689363e-08
1884,2.157434650484902e-06,1.8484751507230612e-08
1885,1.948515688354746e-06,1.9981470700258797e-08
1886,2.0980211843379948e-06,7.098810428374236e-09
1887,1.9488839910764e-06,3.3297514079322355e-08
1888,2.1298123726865015e-06,1.3315291091942072e-08
1889,1.9992051534245547e-06,1.0024218788373673e-08
1890,1.9145362699646284e-06,1.3108773011527575e-08
1891,2.028276767873649e-06,1.5935549213530464e-08
1892,2.09305632381529e-06,1.56712811616444e-08
1893,2.0390516652923907e-06,2.278614097406262e-08
1894,2.2338957421652594e-06,2.835692747282792e-08
1895,2.025263782456932e-06,6.018614495673091e-09
1896,2.1264687148914163e-06,1.2383760905620989e-08
1897,1.76607687762953e-06,8.740070001067579e-09
1898,2.0652996397529932e-06,3.960848538042683e-09
1899,1.971687261459465e-06,2.5426860617017155e-08
1900,1.78520316040931e-06,8.30568502863116e-09
1901,1.8141046993491727e-06,1.620734302321125e-08
1902,1.4102335725851844e-06,1.0802624572647801e-08
1903,1.7631719160249304e-06,3.2401321625741275e-09
1904,1.7343915459377968e-06,8.061937784020756e-09
1905,1.5234560208909897e-06,7.2250627702885595e-09
1906,2.2264030548058145e-06,1.9033482345776065e-08
1907,1.7902237487987804e-06,1.3885677219160897e-08
1908,1.8741860472459848e-06,3.3397444809679655e-08
1909,2.0535172211566532e-06,9.901770070541716e-09
1910,2.053757199860229e-06,1.1222716089775986e-08
1911,1.769024429165711e-06,1.0108711201439746e-08
1912,1.8456979020697872e-06,2.2921453179947093e-08
1913,2.1302108592635705e-06,1.0075680734189518e-08
1914,1.8221840178966886e-06,3.3483718020477227e-09
1915,1.4737732669800607e-06,3.534228465440492e-09
1916,1.5470346852453076e-06,1.0987461607214755e-08
1917,1.4530512828514475e-06,7.676496771580332e-09
1918,1.8320770394097963e-06,2.1824114071478107e-08
1919,1.949301491777078e-06,1.1970202606903513e-08
1920,2.0384448760069063e-06,2.0445026560622637e-08
1921,2.056000909078648e-06,2.0446417892117097e-08
1922,2.298226874586362e-06,1.4018077365562931e-08
1923,2.239965013473011e-06,2.0170300985000722e-08
1924,2.1206722067290684e-06,2.1915761649893284e-08
1925,2.283221647303435e-06,2.4195990988573612e-08
1926,2.3562936775078924e-06,3.6782257240020044e-08
1927,4.604630063909099e-06,3.4562596340492746e-08
1928,2.616563548940576e-06,1.3711249025050165e-08
1929,2.3773627617629245e-06,1.7824650200282122e-08
1930,1.8517853561661468e-06,6.302162347537887e-09
1931,1.9411916838407706e-06,3.9918749195066994e-08
1932,1.8894240767508563e-06,3.616647248350091e-08
1933,1.8020409910946e-06,9.176529758292418e-09
1934,1.7145641493243602e-06,1.5576054224197833e-08
1935,1.8550840223952036e-06,2.992070946561398e-08
1936,1.5992498845207592e-06,8.487300195980652e-09
1937,1.7589791880823213e-06,1.3850230295986421e-08
1938,1.799571819560697e-06,1.4261735792331365e-08
1939,1.6777573108583965e-06,7.647025235257843e-09
1940,1.272963032761254e-06,1.2678914806940611e-08
1941,1.9509432434006158e-06,3.246652724442356e-08
1942,1.7507402105820802e-06,9.102635090130207e-09
1943,1.8929093386077511e-06,8.709705845433291e-09
1944,2.2170985118918907e-06,6.42637232317611e-08
1945,2.3484274151996942e-06,8.714016175304096e-09
1946,2.1675160155609774e-06,8.352662561605939e-09
1947,2.2852309768950363e-06,1.3112957830685446e-08
1948,2.0482636529095544e-06,1.9569398546082084e-08
1949,1.985980752294836e-06,1.8652315247891238e-08
1950,1.879268346272056e-06,1.808011518278363e-08
1951,2.217571534401941e-06,1.3859822622919182e-08
1952,1.9212633191045825e-06,1.1599284199803606e-08
1953,1.8444792431182577e-06,1.8315507332999914e-08
1954,2.0600505052925655e-06,4.886268278880834e-09
1955,1.846149096706995e-06,4.6928039232341234e-09
1956,2.1384238095834007e-06,7.849027205963921e-09
1957,1.81560027812111e-06,8.835037590415595e-09
1958,1.756197264057846e-06,1.4062814024384807e-08
1959,1.8268512178565288e-06,1.2401196514133517e-08
1960,2.234045098248316e-06,7.612916519406099e-09
1961,1.9413157303915796e-06,1.32015025577914e-08
1962,1.8271176571715841e-06,1.585489073363533e-08
1963,1.724496435429046e-06,1.8104949428554562e-08
1964,1.8915057111712485e-06,1.6426714155581834e-08
1965,1.5693820358819721e-06,9.302473458205895e-09
1966,3.171120255274218e-06,1.8278947022665193e-08
1967,2.1688545217557476e-06,1.8735275053582967e-08
1968,1.9735281000521354e-06,2.8295920273535557e-08
1969,1.926613606428873e-06,1.6350327314285096e-08
1970,1.566785577722385e-06,1.1496812751810026e-08
1971,1.7157108942456034e-06,2.5691987537435068e-08
1972,1.6924354042657797e-06,1.5903455219401508e-08
1973,1.2316497617348432e-06,9.923766697284009e-09
1974,1.1988093007175848e-06,1.63141580800108e-08
1975,1.0549104061396974e-06,9.709516746170266e-09
1976,1.1484188533472661e-06,2.1140049599743804e-08
1977,1.109536434285019e-06,1.1165885105413054e-08
1978,1.4637616772006368e-06,2.07920705097564e-08
1979,1.5917367832685159e-06,1.8726314721106974e-08
1980,1.3991156038173358e-06,1.876099653408403e-08
1981,1.3543002026494833e-06,5.060439622894819e-09
1982,1.3414412549650478e-06,1.6139505953916e-08
1983,1.4335767630768714e-06,8.209910973278056e-09
1984,1.5013632719274028e-06,1.1598016769198694e-08
1985,1.3727503898053328e-06,1.5038894574104233e-08
1986,1.5094114829139471e-06,1.3787316177626963e-08
1987,1.4201538078850717e-06,1.2221633483022742e-08
1988,1.5171280907111395e-06,2.2786904585458956e-08
1989,1.5191122599844675e-06,1.3720305780395847e-08
1990,1.3567141223802537e-06,2.2884334427430986e-08
1991,1.3358278820874148e-06,2.696274015168143e-08
1992,1.3901588644671392e-06,1.7080827419135858e-08
1993,1.532144729310403e-06,2.2156829260211452e-08
1994,1.3952181134868624e-06,1.6879765141197822e-08
1995,1.3897741766299987e-06,1.572510655023507e-08
1996,1.2960888327029352e-06,2.1352368539950817e-08
1997,1.3085267411838686e-06,2.061804593722627e-08
1998,1.3531950173728546e-06,1.9072516010965046e-08
1999,1.4048798817611896e-06,5.4842412305911026e-08
2000,1.448230683820384e-06,1.4579503826439577e-08
2001,1.293771802579613e-06,1.7962969056650735e-08
2002,1.5890690079345404e-06,2.3220474432150695e-08
2003,1.6551017978372329e-06,2.541823063140214e-08
2004,1.5623794809016545e-06,1.8940601975714344e-08
2005,1.6136935201416236e-06,2.522099862289906e-08
2006,1.724984059592316e-06,1.8118715416903797e-08
2007,2.3148008665430098e-06,2.5964116190380082e-08
2008,2.666434511411353e-06,2.511889474199336e-08
2009,2.8656837400831137e-06,2.241050389706345e-08
2010,3.7332135320866655e-06,3.401131093427878e-08
2011,4.077119001522078e-06,1.7207874236646603e-08
2012,5.375315225819577e-06,2.0765941854961056e-08
2013,5.893978880067152e-06,2.259191256293036e-08
2014,6.95454383503602e-06,2.0571728723273175e-08
2015,6.460873919422738e-06,1.7289288403721237e-08
2016,6.559519647453271e-06,1.8849194344250364e-08
2017,6.481220907517127e-06,2.3143625071941898e-08
2018,7.994285965651216e-06,1.5230653738207423e-08
2019,7.478730879029172e-06,2.8826161013739693e-08
