year,un_DET otage_NOUN,un_DET potage_NOUN
1969,1.1354394491291941e-07,1.0991053933651074e-07
1970,1.1404838251571903e-07,1.4669932779654005e-07
1971,1.7676087293860832e-07,1.2537689819680509e-07
1972,9.388168642487926e-08,1.0414198348129844e-07
1973,1.1467463739700534e-07,1.1357199891648406e-07
1974,1.1194887561405409e-07,8.775891480183873e-08
1975,1.7362899340511717e-07,1.0280664275441609e-07
1976,1.5083710347418844e-07,9.313049131876028e-08
1977,1.2047402569992371e-07,1.0695743002386848e-07
1978,1.1168311442322221e-07,1.1643559050256158e-07
1979,1.0709110975781755e-07,9.597236072522719e-08
1980,1.6202680086507826e-07,1.1881965189530774e-07
1981,1.726874950813695e-07,1.0310645981448374e-07
1982,1.1173504399497602e-07,1.1732179183709945e-07
1983,1.2314865971418953e-07,1.3956848032847802e-07
1984,1.6643154676643235e-07,1.4033600148621872e-07
1985,1.5279518084110322e-07,1.2452205488955315e-07
1986,2.2119651454932665e-07,1.0250570303682593e-07
1987,2.419883436965975e-07,8.432927023349635e-08
1988,2.458587111120458e-07,1.1753245798828971e-07
1989,1.9592596489648173e-07,1.3830068468223544e-07
1990,1.9833089481835486e-07,1.1224221085903707e-07
1991,2.0339283790526963e-07,1.1547086753438407e-07
1992,1.3554462552356483e-07,1.3499363404889664e-07
1993,1.3404881427092619e-07,1.0524494431507492e-07
1994,1.6827016047216148e-07,1.239607732017589e-07
1995,1.5345536130695336e-07,1.3285004030194614e-07
1996,1.4359468636371275e-07,8.861232903001337e-08
1997,1.4528530845048238e-07,1.1747491512892339e-07
1998,1.282626755916283e-07,9.583939997170887e-08
1999,1.1242694944457732e-07,1.5584385426592462e-07
2000,1.5772372874423013e-07,1.1486881668076876e-07
2001,1.415131382631607e-07,1.1829271961971699e-07
2002,1.4151344851498493e-07,1.3056040426562276e-07
2003,1.6667691360439107e-07,1.1500707053357928e-07
2004,1.797154800531331e-07,1.3831044487488953e-07
2005,1.7294398246825438e-07,1.252042416410859e-07
2006,1.412436183567678e-07,1.1365376284544482e-07
2007,1.3780954866149386e-07,1.426029108131388e-07
2008,1.8519863331789566e-07,1.664658948463682e-07
2009,2.0169454018059696e-07,1.8452904448906793e-07
2010,2.215458885235222e-07,2.432753376524488e-07
2011,2.2179038072778212e-07,2.7303159377822794e-07
2012,2.648508569125241e-07,2.862976522521876e-07
2013,2.777968403644415e-07,2.524158260186482e-07
2014,3.1615500195592006e-07,3.113910125307484e-07
2015,2.7108718114732255e-07,3.1719193138712853e-07
2016,2.922660834736579e-07,3.3120728559765666e-07
2017,2.618751443472789e-07,2.392346427626535e-07
2018,2.9867569806274474e-07,2.537581700323699e-07
2019,2.5458858254889805e-07,2.660680156196804e-07
