year,ancien_ADJ acte_NOUN,ancien_ADJ pacte_NOUN
1843,6.615740488769006e-08,3.36693943836508e-08
1844,5.54344694592146e-08,2.030767731753258e-08
1845,6.752075876192976e-08,1.5066614622583074e-08
1846,6.264316709803097e-08,1.1123552745573306e-08
1847,8.575225685092391e-08,1.7258315665458213e-08
1848,4.183515400768556e-08,3.459445352405055e-08
1849,1.0893239732467919e-07,1.4245005175439474e-08
1850,7.671565516176315e-08,3.190828223864628e-08
1851,9.351686003356008e-08,5.288539739467524e-08
1852,7.552232972329875e-08,2.864639925270751e-08
1853,8.420423824873069e-08,2.8068080304421983e-08
1854,6.910233452117609e-08,2.7537021551893304e-08
1855,5.7845614520601885e-08,2.2289135870323662e-08
1856,3.054541508618058e-08,2.8992259260007813e-08
1857,5.662550606189143e-08,2.196679038668492e-08
1858,3.425573069648635e-08,4.355371696629362e-08
1859,3.4626779665813956e-08,2.7497735644033128e-08
1860,5.492620758218436e-08,2.5174511364411956e-08
1861,3.772770895693611e-08,3.065376574795664e-08
1862,4.246907181482129e-08,3.207770410407207e-08
1863,1.6482248454963155e-08,2.5472566278494924e-08
1864,5.0824116470948866e-08,8.151037400594419e-09
1865,4.28322831091954e-08,2.4004906507002488e-08
1866,6.422609288847525e-08,2.3354942868536455e-08
1867,3.930777126015528e-08,3.688136906987438e-08
1868,3.1615194018286275e-08,2.2723419923487143e-08
1869,5.323035878745941e-08,1.8557372527538973e-08
1870,2.752343419842873e-08,2.0069171213776826e-08
1871,3.6112004275778986e-08,2.7615060460561835e-08
1872,3.9912439575573444e-08,1.9351485747165498e-08
1873,2.514121905106137e-08,1.316921005578564e-08
1874,4.779687257094878e-08,1.5533982988813477e-08
1875,3.3757011408397375e-08,2.574687130163511e-08
1876,3.143927784776679e-08,3.4462285469771814e-08
1877,2.84501531222503e-08,1.1751150275074451e-08
1878,3.925407554561389e-08,1.872117572077059e-08
1879,4.215434401544371e-08,2.1382637882538802e-08
1880,3.4656370218044685e-08,1.0910338410496934e-08
1881,1.4642265677711208e-08,1.743126887276958e-08
1882,7.054707928944026e-08,1.6638463051776853e-08
1883,7.393626894058869e-08,1.0742875922176154e-08
1884,3.564916539744445e-08,3.300848305798354e-08
1885,6.832373600218489e-08,1.740321664556177e-08
1886,3.1621972595985426e-08,2.8395241713496944e-08
1887,3.264462478114183e-08,3.39504065416385e-08
1888,3.106901047544852e-08,2.409433519368065e-08
1889,3.257871128425904e-08,1.3783300722991498e-08
1890,3.342736931699619e-08,1.6385966361553983e-08
1891,4.398211927991724e-08,2.2947192590550003e-08
1892,3.63573704476039e-08,6.8953633913793055e-09
1893,3.202376674948937e-08,3.633465817109993e-08
1894,3.528862180246506e-08,7.561847148451761e-09
1895,3.129679604363389e-08,1.3842813562092715e-08
1896,4.540712339462516e-08,1.8280790214930676e-08
1897,2.622021144649267e-08,1.5732126712464378e-08
1898,7.582195848954143e-08,8.487532454637403e-09
1899,4.09040801230276e-08,2.4874102777516782e-08
1900,3.5299160261459406e-08,1.0901211155989188e-08
1901,4.415103660448949e-08,4.079779380994353e-08
1902,2.9461702411026636e-08,1.6694965410124496e-08
1903,3.780154034238592e-08,2.6461079549733313e-08
1904,2.2573425795258117e-08,2.0961039126632386e-08
1905,3.096455358786443e-08,2.4771642515020176e-08
1906,3.9095802151223324e-08,2.572092172581364e-08
1907,3.4971336049238744e-08,9.257117739025489e-09
1908,2.89771957540097e-08,2.7503779254089977e-08
1909,4.07072799912811e-08,1.2102163715610459e-08
1910,3.153048833137717e-08,1.4963621453034648e-08
1911,2.500575824182505e-08,1.5429085120644004e-08
1912,3.4382179492364884e-08,8.856016142644307e-09
1913,2.704524781904638e-08,9.015082902408267e-09
1914,1.808120764223986e-08,6.6967438816512015e-09
1915,3.2986132936230206e-08,8.246533234057551e-09
1916,3.40611328031315e-08,1.538244731591476e-08
1917,2.522277586791688e-08,1.4256351654751143e-08
1918,6.89182577673364e-09,4.9391418954769506e-08
1919,1.4732557396257562e-08,1.012863304339362e-08
1920,9.843901693784574e-09,1.817335615328375e-08
1921,1.741731914250977e-08,1.2116395886607734e-08
1922,2.729836212633785e-08,9.591316185719734e-09
1923,3.715581797791856e-08,2.441668023323018e-08
1924,3.351822286390416e-08,2.836157397823058e-08
1925,2.859526304632709e-08,1.6497267552040284e-08
1926,4.2355324580967135e-08,7.802296586589819e-09
1927,3.233275180924977e-08,2.1183527820767267e-08
1928,2.742249938236796e-08,1.1426041446327417e-08
1929,2.8965056575458448e-08,6.684243603061191e-09
1930,4.20144132817768e-08,1.3654684938302353e-08
1931,2.3951248095954725e-08,1.1405356659111021e-08
1932,1.753525857850491e-08,3.726242614465747e-08
1933,3.211785282175583e-08,4.2441451242325456e-08
1934,2.7557634396657704e-08,2.036868629318178e-08
1935,2.393656828303392e-08,1.555876938397205e-08
1936,2.66743711563322e-08,2.0612013873488877e-08
1937,3.1477796369472344e-08,4.9105361443757545e-08
1938,2.9819993585533666e-08,1.8151300906765755e-08
1939,5.964679417047591e-08,2.7529289958749814e-08
1940,3.803674530900025e-08,2.7893612530860423e-08
1941,2.9515025978810172e-09,2.066051862925633e-08
1942,3.6410540360520827e-08,9.102635312174812e-09
1943,8.709705845433291e-09,1.4516176261025748e-08
1944,1.6065930807940276e-08,2.8918675454292497e-08
1945,3.0499055725385915e-08,3.267756021330115e-08
1946,2.9234318077442367e-08,1.80974355501462e-08
1947,3.695469885656166e-08,1.5497132688224724e-08
1948,4.783630558335972e-08,1.7395020313060172e-08
1949,2.2579119018928395e-08,1.668891380646187e-08
1950,2.1270722072586068e-08,1.5953042220573366e-08
1951,4.797630781538942e-08,3.7314906720098406e-08
1952,2.1089608281954497e-08,2.2144088340780854e-08
1953,2.3702419582605216e-08,1.7238123040108633e-08
1954,2.14995790059902e-08,9.772536113672459e-09
1955,3.0972504561077585e-08,1.0324168187025862e-08
1956,2.1802854632824165e-08,1.3953826982771034e-08
1957,1.767007518083119e-08,1.1485548956358116e-08
1958,1.5717262158432277e-08,1.1581140491045971e-08
1959,2.480239236213322e-08,2.9452841054933288e-08
1960,1.868625076895114e-08,4.0832917491684384e-08
1961,2.0149661827950638e-08,1.389631831827387e-08
1962,6.341956293454132e-09,2.029426049432459e-08
1963,2.0691370394843034e-08,1.8104949095487655e-08
1964,1.1559539991878864e-08,1.7643507765896516e-08
1965,4.322914293197755e-08,1.2585699593614663e-08
1966,2.7141465963609335e-08,3.711180118770585e-08
1967,3.64844829903177e-08,1.5777074091616328e-08
1968,2.605021254264983e-08,3.413476201696852e-08
1969,1.9075382107214267e-08,1.6804503788492298e-08
1970,3.632992645608013e-08,1.1036940472664014e-08
1971,1.0276794526475896e-08,1.6956711812454728e-08
1972,1.6416469961200164e-08,6.669190699692962e-09
1973,1.32316891332529e-08,1.2129048210240967e-08
1974,2.193973003272731e-08,1.5751600468405513e-08
1975,1.4278700000147637e-08,9.709516302081056e-09
1976,1.8854638628162945e-08,5.713526873840635e-09
1977,2.5857840757481654e-08,8.22749424145286e-09
1978,1.6039596317796168e-08,9.504946274496717e-09
1979,1.7555919384903973e-08,7.022368020415115e-09
1980,2.4446147384171724e-08,5.6851505725319385e-09
1981,1.5813874654213578e-08,1.3916208740916147e-08
1982,2.0484757556893385e-08,9.311253101884631e-09
1983,1.073603728141137e-08,5.68378455412244e-09
1984,1.1018116197192285e-08,1.3337719928507852e-08
1985,1.503889479614884e-08,5.414002135495366e-09
1986,1.498621315931814e-08,5.395036972721812e-09
1987,2.138785815120059e-08,6.721898426764739e-09
1988,1.4391728697660255e-08,7.195864570874733e-09
1989,1.372030544732894e-08,1.097624469093006e-08
1990,2.016000799631712e-08,1.0897301727652575e-08
1991,2.05151273746651e-08,2.1687421192240208e-08
1992,2.314176633655407e-08,6.336435909304328e-08
1993,3.101956258522165e-08,4.985286850001103e-08
1994,9.494867891923775e-09,2.7429618576491066e-08
1995,8.675921314704738e-09,5.259777324795323e-08
1996,1.6548085568501847e-08,3.149474459007706e-08
1997,1.8700088810774673e-08,3.116681313031222e-08
1998,1.0489884516573511e-08,2.0502955777601528e-08
1999,1.7823785114501334e-08,2.285100553223174e-08
2000,1.060327570190367e-08,2.5182779861410154e-08
2001,2.0153573560000027e-08,2.6287270138425356e-08
2002,1.3143664268078226e-08,1.4019908567419748e-08
2003,7.083769126836614e-09,1.6667692115390764e-08
2004,1.101197835695622e-08,1.9381081628466745e-08
2005,1.4862373554080932e-08,2.7022496906781157e-08
2006,4.364963457348381e-08,2.511912877700695e-08
2007,7.589511158423434e-09,2.1170740716058845e-08
2008,4.6831836186811415e-09,1.1069343441860724e-08
2009,4.76819250749827e-09,1.525821624603907e-08
2010,6.140930874920514e-09,1.6060896612657416e-08
2011,3.4415747474092484e-09,1.2619107314648659e-08
2012,4.085103366691101e-09,8.170206400315294e-09
2013,5.29933741333366e-09,1.0598675159734228e-08
2014,8.22869172800722e-09,1.0610681333567129e-08
2015,5.098123617708339e-09,8.644644111654998e-09
2016,1.118523629273227e-08,9.11389608226898e-09
2017,7.546834046578965e-09,9.056200817036952e-09
2018,8.518839855753413e-09,9.809573264796256e-09
2019,4.846876677788714e-09,8.163160925001023e-09
