year,son_DET appât_NOUN,son_DET papas_NOUN
1945,1.089252066321933e-08,0.0
1946,8.352662561605939e-09,0.0
1947,1.5497132244135514e-08,0.0
1948,6.523132700664291e-09,0.0
1949,6.8719057111366055e-09,0.0
1950,3.190608444114673e-09,0.0
1951,1.5992101864981123e-08,0.0
1952,0.0,0.0
1953,9.69644453618912e-09,0.0
1954,3.9090144454689835e-09,0.0
1955,1.220129064449793e-08,0.0
1956,1.9186511712732113e-08,0.0
1957,8.835037701437898e-09,0.0
1958,9.099467845885556e-09,0.0
1959,9.300897829689347e-09,0.0
1960,1.7994166157109248e-08,0.0
1961,1.250668635321972e-08,0.0
1962,1.7123282014530616e-08,0.0
1963,6.466053470433053e-09,0.0
1964,1.1559539991878864e-08,0.0
1965,2.188817349590977e-09,1.6416130677043839e-09
1966,1.9386760974349215e-08,0.0
1967,1.7256173767687955e-08,0.0
1968,1.1677681044375277e-08,0.0
1969,6.812636621500445e-09,0.0
1970,1.1956685419534097e-08,0.0
1971,9.762954888969944e-09,0.0
1972,4.6171320100540925e-09,0.0
1973,4.410563025913916e-09,0.0
1974,9.000914735768362e-09,0.0
1975,7.996072248772634e-09,0.0
1976,2.8567633814091664e-09,0.0
1977,5.289103821581875e-09,0.0
1978,3.5643548113029055e-09,0.0
1979,1.2289143924704149e-08,0.0
1980,7.390696055153967e-09,0.0
1981,4.427884725544118e-09,0.0
1982,6.2075020679230875e-09,1.2415004579935385e-09
1983,4.4207211225000265e-09,0.0
1984,8.69851302098823e-09,0.0
1985,3.609334831011779e-09,0.0
1986,1.678455963105563e-08,0.0
1987,4.888653482026939e-09,0.0
1988,6.596209356501959e-09,0.0
1989,9.878619700032232e-09,0.0
1990,7.628111475810329e-09,0.0
1991,9.964490843561435e-09,0.0
1992,9.917899890243831e-09,0.0
1993,8.308811416668505e-09,0.0
1994,4.2199412852994556e-09,0.0
1995,1.3013881861034804e-08,0.0
1996,9.608566164942545e-09,0.0
1997,9.58978851883785e-09,0.0
1998,8.10582001520288e-09,0.0
1999,8.226361813967742e-09,0.0
2000,9.277866475088103e-09,0.0
2001,6.571817756650944e-09,0.0
2002,1.0514931481075962e-08,0.0
2003,1.0417307017007715e-08,0.0
2004,1.76191656819924e-08,0.0
2005,6.305249655724765e-09,0.0
2006,1.1530091326150682e-08,0.0
2007,1.1184542542119758e-08,0.0
2008,1.2772319202269955e-08,0.0
2009,1.2397300741540107e-08,4.76819250749827e-10
2010,1.6060896446123962e-08,0.0
2011,1.8737463081119898e-08,0.0
2012,1.838296517786553e-08,0.0
2013,2.8170163535179427e-08,0.0
2014,2.208754001919999e-08,0.0
2015,2.6820562326612674e-08,0.0
2016,2.3613277111422804e-08,0.0
2017,3.345763244233524e-08,0.0
2018,3.355906774693551e-08,0.0
2019,2.1938495242679323e-08,0.0
