year,bien_ADV eu_VERB,bien_ADV pu_VERB
1901,4.962799948771135e-07,1.7431276546631125e-06
1902,4.365242318726814e-07,1.5010738252385636e-06
1903,4.233772585848783e-07,1.8528155578678707e-06
1904,4.971528255737212e-07,1.697306629466766e-06
1905,5.140116172697162e-07,1.7716886304697255e-06
1906,5.005291541237966e-07,1.7392487734468887e-06
1907,4.3919882841692015e-07,1.856052222137805e-06
1908,4.80825008253305e-07,1.8894113509304589e-06
1909,5.616504381578125e-07,1.7636152733757626e-06
1910,5.231923410065065e-07,1.8271650787937688e-06
1911,4.953268444296555e-07,1.7461468360124854e-06
1912,4.7509922751487466e-07,1.8347581089983578e-06
1913,5.186324187889113e-07,1.8168042288380093e-06
1914,5.290427793624985e-07,1.6527563957424718e-06
1915,5.489835075422889e-07,1.6469505226268666e-06
1916,6.240878178687126e-07,1.526158484921325e-06
1917,5.549010779759556e-07,1.8182331587013323e-06
1918,4.996573466087284e-07,1.6816054539958714e-06
1919,4.926199039800849e-07,1.6831946823003818e-06
1920,4.944667466588726e-07,1.70678106314881e-06
1921,4.816267278329178e-07,1.6379852922909777e-06
1922,4.825169526156969e-07,1.8998183577423333e-06
1923,5.010727477383625e-07,2.0159684481768636e-06
1924,5.646531349157158e-07,1.8989362615684513e-06
1925,5.97201051277807e-07,1.8839879203369492e-06
1926,4.848570256399398e-07,2.010763409998617e-06
1927,6.143222890386824e-07,2.1339617433113744e-06
1928,5.16457077992527e-07,1.9904164219042286e-06
1929,5.503360966940818e-07,2.005273245231365e-06
1930,5.125758661961299e-07,2.0744616904266877e-06
1931,4.65338558797157e-07,1.6606198869340005e-06
1932,5.73183740470995e-07,1.858737391557952e-06
1933,5.276504566609219e-07,1.773364374457742e-06
1934,5.667287155119993e-07,1.8140112842957024e-06
1935,4.94290134156472e-07,2.0812847196793882e-06
1936,4.571017484522599e-07,1.8635686274137697e-06
1937,4.709078211817541e-07,1.7589792378203128e-06
1938,5.004573040423566e-07,1.9421891011006664e-06
1939,5.444682074084994e-07,1.9224621610192116e-06
1940,4.564409152862936e-07,1.7344755178783089e-06
1941,5.047069180363906e-07,1.989312750083627e-06
1942,5.279528636492614e-07,2.130016582668759e-06
1943,5.225823542787111e-07,2.1919424852967495e-06
1944,5.205361617299786e-07,2.2685094336338807e-06
1945,5.598755592473026e-07,2.5640993044362403e-06
1946,6.041759093022847e-07,2.095126092171995e-06
1947,5.066370363238093e-07,1.9752883417822886e-06
1948,4.631424133094697e-07,2.1548082713707117e-06
1949,4.977223397872876e-07,1.8112380075763213e-06
1950,4.668923736517172e-07,1.9388264718145365e-06
1951,5.415992063717567e-07,2.0587167455232702e-06
1952,4.6818928467473597e-07,1.986641109397169e-06
1953,5.192984531277034e-07,1.929592372107436e-06
1954,5.013311010770849e-07,2.025846697506495e-06
1955,5.46242404197983e-07,2.0732807115564356e-06
1956,5.066983135293412e-07,1.9046973420699942e-06
1957,4.974125999979151e-07,1.8986496570505551e-06
1958,4.996434768145264e-07,1.961348971235566e-06
1959,5.25500695403025e-07,1.7687206081973272e-06
1960,5.121416961628711e-07,1.9544434053386794e-06
1961,5.294497213981231e-07,1.9871736185450573e-06
1962,5.320901550476265e-07,1.9070263306275592e-06
1963,4.836607558900141e-07,1.896493472486327e-06
1964,5.499907160810835e-07,1.9407859781495063e-06
1965,4.875590775554883e-07,2.053110620181542e-06
1966,5.627699692922761e-07,2.1137109342816984e-06
1967,4.979638674740272e-07,2.056443008768838e-06
1968,5.407664502854459e-07,2.0741358639497776e-06
1969,5.336565322977549e-07,1.8180656979893683e-06
1970,4.7688780568933e-07,1.822474700929888e-06
1971,4.912308213533834e-07,1.7491105381850502e-06
1972,5.453346147987759e-07,1.730911549202574e-06
1973,5.7447584822512e-07,1.7140550880867522e-06
1974,5.383672032621689e-07,1.6443545973743312e-06
1975,5.203158366384741e-07,1.672321445767011e-06
1976,5.833510954289522e-07,1.722628326206177e-06
1977,5.347871478988964e-07,1.63374534167815e-06
1978,6.819798841206648e-07,1.730494204821298e-06
1979,6.899476829858031e-07,1.7672959984338377e-06
1980,6.287776841418236e-07,1.7265803080590558e-06
1981,7.242754236358451e-07,1.8236559071738156e-06
1982,7.163457667047624e-07,1.861009195636143e-06
1983,7.148937584133819e-07,1.8901740759247332e-06
1984,6.657261906184431e-07,1.938028617587406e-06
1985,7.206638770185236e-07,1.8377529613644583e-06
1986,8.194461429411604e-07,1.936218723130878e-06
1987,7.693518568885338e-07,1.9194076230633073e-06
1988,7.201861080829985e-07,1.8127582279703347e-06
1989,8.627328043075977e-07,1.878035391200683e-06
1990,8.031311722334067e-07,1.8759704971671454e-06
1991,8.504986226398614e-07,1.942489461725927e-06
1992,8.033498488657642e-07,1.873931978479959e-06
1993,8.934741799748736e-07,1.8838844653146225e-06
1994,8.65615447764867e-07,1.908468448164058e-06
1995,9.397107305630925e-07,1.9108715605398174e-06
1996,9.52315645008639e-07,1.9414642338233534e-06
1997,8.846580499266565e-07,1.8421984577798867e-06
1998,9.693607125882409e-07,1.9296619484521216e-06
1999,8.802207389635441e-07,1.8984616190209636e-06
2000,9.189505476570048e-07,1.9041715404455317e-06
2001,9.174257229460636e-07,1.8747205103863962e-06
2002,9.572969474902493e-07,1.9382523532840423e-06
2003,9.3839105375082e-07,2.013040557358181e-06
2004,9.576016282153432e-07,1.946036718436517e-06
2005,1.0349616559324204e-06,2.007771627177135e-06
2006,1.061592001860845e-06,2.26154520532873e-06
2007,1.1216498023713939e-06,2.7474029593577143e-06
2008,1.1375879012121004e-06,2.8048011699866038e-06
2009,1.0675983048713533e-06,3.027802222277387e-06
2010,1.2546394145829254e-06,4.136625648243353e-06
2011,1.1823721024484257e-06,4.41362863057293e-06
2012,1.288850057790114e-06,5.223485459282529e-06
2013,1.3226031114754733e-06,5.701250302081462e-06
2014,1.3765735502602183e-06,5.992436399537837e-06
2015,1.3257337059258134e-06,5.761322881880915e-06
2016,1.266417257284047e-06,5.770753432443598e-06
2017,1.3999376733409008e-06,5.76225920667639e-06
2018,1.4657567817266681e-06,6.427335847547511e-06
2019,1.4237062941901968e-06,5.993545528326649e-06
