year,mon_DET or_NOUN,mon_DET port_NOUN
1853,7.70379240400132e-08,8.360704795151719e-09
1854,8.313062949127925e-08,1.558699347370407e-08
1855,1.475328552658084e-07,2.0166361025530932e-08
1856,1.0250834381331231e-07,2.1744195499717733e-08
1857,9.323682181872073e-08,1.0251168802710708e-08
1858,7.634134790990288e-08,1.565976326389773e-08
1859,1.5989423940432346e-07,1.782260738991681e-08
1860,9.200139317044886e-08,1.8308736027261574e-08
1861,9.007490908707894e-08,3.06537639715998e-08
1862,1.084316711974509e-07,1.581295278052508e-08
1863,1.2536498195103718e-07,3.646073187812959e-08
1864,1.1027873991764636e-07,3.7878351788478426e-08
1865,7.53095128480652e-08,2.729969672543575e-08
1866,1.196940804248925e-07,1.5569960709616026e-08
1867,1.0142376005717324e-07,9.7056229719783e-09
1868,5.829051508143834e-08,2.3711394958603194e-08
1869,1.4455216934550208e-07,1.4650557544904075e-08
1870,8.429052034131246e-08,1.6055335727571673e-08
1871,8.072094637157079e-08,2.86771781876638e-08
1872,6.10781268894911e-08,2.3584623587424858e-08
1873,7.183205408267668e-08,1.3767810003173508e-08
1874,8.42419886071255e-08,1.1949218226003921e-08
1875,1.1900776364370813e-07,1.773673358185235e-08
1876,9.61316373171428e-08,2.2974855573565378e-08
1877,6.617753400828263e-08,3.5871933423692326e-08
1878,4.5897075418022126e-08,2.3552445993502147e-08
1879,9.713827386903517e-08,3.054662733870117e-08
1880,6.417846365458502e-08,4.043243206908187e-08
1881,8.227558789819511e-08,2.3009275484930924e-08
1882,8.119569905318258e-08,2.4624925876182147e-08
1883,7.835980098125361e-08,7.583206784733676e-09
1884,7.790002776175697e-08,1.4523733327109767e-08
1885,5.47879024370701e-08,1.3535834786360113e-08
1886,7.227879655902214e-08,1.2906927304712212e-08
1887,7.051238926081282e-08,1.3710741486594458e-08
1888,4.818867194167353e-08,1.3315291091942072e-08
1889,7.392861539612383e-08,1.5662841412744655e-08
1890,6.554386544621593e-08,1.0487018364813139e-08
1891,4.84440720871504e-08,1.657297210577724e-08
1892,6.080456849133498e-08,2.6327752422616868e-08
1893,5.419406545748018e-08,1.1700991509044911e-08
1894,5.6713854723611234e-08,1.0082463086646953e-08
1895,6.680662156810513e-08,1.9259566386153892e-08
1896,5.66114787270422e-08,1.2383760683576384e-08
1897,6.059781965106481e-08,1.9810826867860953e-08
1898,4.470100434250668e-08,1.640922953072277e-08
1899,6.356714976618605e-08,1.6582735185011188e-08
1900,6.281174180777782e-08,1.142031713641245e-08
1901,3.409130805431815e-08,6.147612641171918e-09
1902,2.700656170917526e-08,1.3257766440233354e-08
1903,3.6181477369723325e-08,1.6200661034915242e-08
1904,2.6335664315979557e-08,3.117282609821359e-08
1905,3.6641388589941926e-08,2.4771642515020176e-08
1906,3.755254707193956e-08,1.0802787109298606e-08
1907,3.291419647943883e-08,2.828563872014911e-08
1908,4.7149335324903063e-08,2.2592389736786345e-08
1909,5.500983568662576e-08,1.8153245739949142e-08
1910,7.214603336969105e-08,2.084218830855633e-08
1911,2.7133907565257687e-08,1.5961122201701983e-08
1912,5.730363239475622e-08,1.5107321338359014e-08
1913,3.234823792164221e-08,1.4318072560914885e-08
1914,3.482306887292452e-08,2.0759905905443077e-08
1915,3.416420912838447e-08,1.5314990164938536e-08
1916,3.955486338469427e-08,1.4283700666695154e-08
1917,3.289927352767563e-08,6.57985488317081e-09
1918,3.44591288836682e-08,1.033773866510046e-08
1919,3.775217927159957e-08,1.3811772281435708e-08
1920,4.24044972469062e-08,1.590168663412328e-08
1921,6.891199966219119e-08,2.0446417503539038e-08
1922,4.5743199228454046e-08,3.172512208493572e-08
1923,4.0340602414090654e-08,3.6094224054039614e-08
1924,4.125319807979366e-08,2.4494086314774677e-08
1925,6.1589795707917e-08,7.698724324711748e-09
1926,4.792839447542718e-08,1.3375366259005261e-08
1927,3.4562597228671166e-08,2.1183527265655755e-08
1928,6.17006229441941e-08,2.3994686237927e-08
1929,6.68424400274148e-08,2.0052731253272782e-08
1930,5.7769819150621515e-08,1.680576577900439e-08
1931,3.421607086551148e-08,1.596749932275543e-08
1932,6.794912910113027e-08,2.7398841861980827e-08
1933,2.867665616079762e-08,2.982372260262878e-08
1934,3.5944742293736454e-08,1.5576054224197833e-08
1935,6.462873614054843e-08,4.308582202128264e-08
1936,5.577368789033699e-08,4.001155806676593e-08
1937,3.7773354000236736e-08,3.147779537027162e-08
1938,4.019216381934143e-08,4.537825049055755e-08
1939,2.5999885799876665e-08,1.3764645423464117e-08
1940,2.02862628917444e-08,1.5214697501875207e-08
1941,3.246652724442356e-08,2.6563523380929155e-08
1942,4.551317678291866e-08,4.8547387443420575e-08
1943,2.9032351855917682e-08,3.193558839598154e-08
1944,8.996921074810871e-08,1.927911696952833e-08
1945,6.099811189486104e-08,1.089252021913012e-08
1946,7.378185351569755e-08,3.062643116891195e-08
1947,5.602809283189458e-08,1.4305045370477387e-08
1948,6.196976110039998e-08,2.0656587107481528e-08
1949,4.810333908977782e-08,3.043272567282429e-08
1950,8.61464248824717e-08,1.70165788127008e-08
1951,5.970385164033587e-08,3.411648485940333e-08
1952,8.857635369619032e-08,2.3198568177562606e-08
1953,3.87857791439572e-08,1.8315506777888402e-08
1954,5.179444317882087e-08,3.811289039923338e-08
1955,3.848099261460902e-08,1.6894094123642844e-08
1956,1.0552581453104892e-07,1.7442283395396885e-08
1957,4.329168429295649e-08,2.4738105619537265e-08
1958,6.617794856556003e-08,2.150783323662253e-08
1959,4.417926346977907e-08,2.2477168570844697e-08
1960,5.6750832033714005e-08,2.422291656145603e-08
1961,5.141637993144599e-08,2.362374112996335e-08
1962,5.327243290942363e-08,3.361237060905964e-08
1963,5.1728425987107585e-08,3.620989952324294e-08
1964,5.962289084671113e-08,2.8594651757529732e-08
1965,4.4870755666615025e-08,3.2285055795444606e-08
1966,9.693380720321443e-08,2.0494576924434682e-08
1967,7.395503398566206e-08,1.972134255900926e-08
1968,8.758261038632753e-08,4.0871883599802317e-08
1969,7.130559692702931e-08,2.2254613096794884e-08
1970,4.4607632171400624e-08,1.977451796753016e-08
1971,6.011925224314041e-08,2.003974985953505e-08
1972,3.950213234293898e-08,2.9241837617988153e-08
1973,4.5759593003680266e-08,1.8744892471556085e-08
1974,3.431598788461443e-08,2.1377173253789294e-08
1975,4.283610000044291e-08,2.341706828445922e-08
1976,3.942333526296693e-08,2.4568165668537034e-08
1977,3.819908062085986e-08,1.4691955041445937e-08
1978,5.7029677313913396e-08,2.31683069396027e-08
1979,3.9793420336664553e-08,2.2237497954158414e-08
1980,3.8090508192034633e-08,1.819248218737357e-08
1981,3.479052185229037e-08,2.9730082895529364e-08
1982,5.46260205958049e-08,1.6139505731871395e-08
1983,4.8627932125455686e-08,2.399820109300066e-08
1984,4.2912663311689414e-08,1.913672886821871e-08
1985,3.2484012701949894e-08,1.9249785876418457e-08
1986,5.155257531974655e-08,1.4986213492385048e-08
1987,5.133086067310444e-08,1.283271516827611e-08
1988,2.9383114108494368e-08,2.698449264038061e-08
1989,3.4026357731420376e-08,1.8659615741434266e-08
1990,4.19546128949122e-08,2.0704874259536155e-08
1991,3.868566977871524e-08,2.4032007717167403e-08
1992,4.0222590869110064e-08,1.983579878128694e-08
1993,4.6529340824719156e-08,1.550978068198816e-08
1994,5.116678947203468e-08,2.5319647711796733e-08
1995,3.958388994362849e-08,2.6027763166958096e-08
1996,3.8968072990641645e-08,3.950188176560232e-08
1997,4.3154051110327885e-08,2.685140965130728e-08
1998,4.29131632451174e-08,2.956240019447165e-08
1999,3.976074980371891e-08,1.8280805091919206e-08
2000,3.71114652342186e-08,3.004261439620848e-08
2001,3.811654292196209e-08,2.9354119218671926e-08
2002,3.417352778534166e-08,4.7317192330975644e-08
2003,3.791899783056607e-08,2.2501383090123284e-08
2004,5.638132671847984e-08,3.655976779648462e-08
2005,3.602999687490893e-08,2.341949845163782e-08
2006,4.3649631242814735e-08,3.335490883493719e-08
2007,3.7548105791263e-08,3.075749230307956e-08
2008,5.15150195279368e-08,4.0871420775578926e-08
2009,4.243691442695763e-08,4.100645578652973e-08
2010,6.613310210568102e-08,4.582079232706704e-08
2011,7.30378623692296e-08,5.8889167681153154e-08
2012,8.102121512587601e-08,6.19573998772438e-08
2013,1.1240173802828934e-07,4.713621187812933e-08
2014,1.0459100341364547e-07,5.933319768836043e-08
2015,1.2634479436279822e-07,5.009460508909047e-08
2016,1.3173722290815704e-07,5.7168986100641916e-08
2017,1.343336428760722e-07,5.5595011261289073e-08
2018,1.1306824038159746e-07,6.066446633923306e-08
2019,9.642733844739126e-08,5.739722269693104e-08
