year,un_DET or_NOUN,un_DET port_NOUN
1933,2.1106018088801193e-07,6.331805536774482e-06
1934,2.3963159989648375e-07,5.2071946754495e-06
1935,1.9867351674918154e-07,4.634119555646521e-06
1936,1.9520790317528736e-07,5.350636314460644e-06
1937,1.825712123704193e-07,5.6823717642373595e-06
1938,2.4115299090965436e-07,6.124767480741866e-06
1939,1.9117562644055397e-07,5.960091698398173e-06
1940,1.3186070790816018e-07,4.820523436421809e-06
1941,2.508777141585483e-07,4.022898075106696e-06
1942,1.9115534199976025e-07,3.929304448035964e-06
1943,2.467749915524564e-07,3.643560081201258e-06
1944,2.2170985047864633e-07,4.7105309732842215e-06
1945,3.071690679590233e-07,4.335222975271336e-06
1946,2.519719863869341e-07,3.920182976457909e-06
1947,2.467620250357072e-07,3.933887420259907e-06
1948,2.2504807328793675e-07,3.898659024059725e-06
1949,1.6787084566871613e-07,4.554110091703478e-06
1950,2.392956330865559e-07,4.639144627560654e-06
1951,1.8124383416306955e-07,4.680355580433115e-06
1952,1.5079069926038358e-07,4.1546528919411685e-06
1953,1.63762175486859e-07,4.4571325901188175e-06
1954,1.7688290654405137e-07,4.1494187357216106e-06
1955,2.0554480517631646e-07,4.022671475922834e-06
1956,2.284939024654875e-07,3.934979275754813e-06
1957,2.085068859791761e-07,4.3530230513511015e-06
1958,1.7619878889263418e-07,4.2428335618183155e-06
1959,2.418233284728899e-07,4.593093315463648e-06
1960,2.0693291524764845e-07,3.8431388347248685e-06
1961,1.5702839251119372e-07,3.9173722612417805e-06
1962,1.6235407795939238e-07,3.854641100531353e-06
1963,2.172593909222087e-07,3.6390947215636515e-06
1964,1.843442358762104e-07,4.039754927021022e-06
1965,1.8933270418131087e-07,3.7581994547508657e-06
1966,1.7558866582945143e-07,3.913356465545803e-06
1967,1.8488758657397852e-07,4.02611201621994e-06
1968,2.1918108839003025e-07,3.8091697192044194e-06
1969,2.089208512856544e-07,6.635053892978249e-06
1970,1.926865720314197e-07,6.230812431340382e-06
1971,2.04508219692201e-07,4.370206866610715e-06
1972,1.6416469428293112e-07,4.06820636555949e-06
1973,1.6649875078655896e-07,3.932016866770027e-06
1974,1.282630317511746e-07,4.220303964075356e-06
1975,1.4221585997731268e-07,3.962053824579925e-06
1976,1.605501056545222e-07,4.12173845631969e-06
1977,1.7806648999751928e-07,4.267131465951479e-06
1978,1.6990090667690083e-07,4.161978324646043e-06
1979,1.5624769433841834e-07,3.864057958935518e-06
1980,1.4042322349361314e-07,3.892054174059467e-06
1981,1.3663186382295578e-07,3.4771546566503275e-06
1982,1.4960080729764513e-07,3.8002329816322344e-06
1983,1.7430272425400517e-07,3.707722001422553e-06
1984,2.0644470088981848e-07,3.125085697774921e-06
1985,1.6843561922996741e-07,3.0384584164266926e-06
1986,1.5166047662162896e-07,3.4402352042661732e-06
1987,1.6865854401970637e-07,2.92280367375497e-06
1988,1.5890867549606114e-07,2.867552019836239e-06
1989,1.597043612910909e-07,2.892789090935821e-06
1990,2.075936054168892e-07,3.0942889992502387e-06
1991,1.5298424571597025e-07,2.9195959001526717e-06
1992,1.526254580497266e-07,2.9918997910272083e-06
1993,1.6340661534997025e-07,2.918054569533979e-06
1994,1.5561033483990627e-07,3.047852679571861e-06
1995,1.697227065555751e-07,3.1265851347939133e-06
1996,1.6441323813509712e-07,3.2460938967915354e-06
1997,1.380929672833986e-07,3.66186090161591e-06
1998,1.325539886742888e-07,2.9300153272515672e-06
1999,1.2705159235792962e-07,2.8225561621297857e-06
2000,1.4049340268940114e-07,3.084227778060722e-06
2001,1.1697835455848349e-07,2.8381490153606137e-06
2002,1.3888471617207188e-07,3.1168009542170694e-06
2003,1.4875914144951707e-07,2.9993511390102867e-06
2004,1.1364361629517816e-07,3.121675483441777e-06
2005,1.328606158423895e-07,2.9463529216400275e-06
2006,1.288899516005415e-07,3.113536635623859e-06
2007,1.2982058628097093e-07,2.8372788563046925e-06
2008,1.4560443784006338e-07,3.000217745352529e-06
2009,1.258802806436421e-07,3.2247285020048366e-06
2010,1.2848717245717012e-07,2.8819860915518802e-06
2011,1.4148695681726053e-07,3.0519121096972412e-06
2012,1.6714880723966985e-07,3.077444404198104e-06
2013,1.7794617912514354e-07,2.5785461303939883e-06
2014,1.5980985668129222e-07,2.736256604407572e-06
2015,1.9395035044666997e-07,2.9212246559495725e-06
2016,1.9367029446826223e-07,2.9394387155434742e-06
2017,1.5420698051826776e-07,2.2587673171869938e-06
2018,2.0858250815436463e-07,2.585080672190543e-06
2019,1.992321396748764e-07,2.6293029691260017e-06
