year,en_ADP arc_NOUN,en_ADP parcs_NOUN
1986,9.872917416942073e-07,4.1961399688261736e-08
1987,8.512367912771879e-07,5.560843235885571e-08
1988,1.0451993830429274e-06,3.47800117594943e-08
1989,8.287064474643557e-07,5.158834748275609e-08
1990,7.235808539007849e-07,7.137732854767265e-08
1991,7.91297793512058e-07,4.806401376900027e-08
1992,7.708412113061058e-07,4.7936514313562384e-08
1993,7.212047989924031e-07,3.87744514829258e-08
1994,8.26053508262703e-07,4.800183356357124e-08
1995,7.564319162156607e-07,5.802022273737606e-08
1996,6.859448262730439e-07,4.4306165403185105e-08
1997,1.1680363058985677e-06,4.459252012090076e-08
1998,8.725676252652192e-07,4.33899765006629e-08
1999,8.153239150487934e-07,5.6213475568833715e-08
2000,6.357547590596369e-07,4.904014827555869e-08
2001,8.162197673300398e-07,4.687896448807294e-08
2002,5.489670797942381e-07,5.564151428494313e-08
2003,7.025432182672375e-07,4.208592296883751e-08
2004,6.162302952361642e-07,5.021462090581963e-08
2005,6.269219170462748e-07,4.368637107621254e-08
2006,5.937997116234328e-07,5.3532568600189734e-08
2007,5.288690658744599e-07,3.634976267208323e-08
2008,6.211604386407998e-07,5.3643739311715066e-08
2009,5.349912157726067e-07,5.9125587759112364e-08
2010,6.433805879169086e-07,6.329882751288096e-08
2011,7.667063641747518e-07,6.194834867301324e-08
2012,7.308930776162015e-07,5.514889236946097e-08
2013,7.078799626469845e-07,2.956472522352982e-08
2014,7.304046789613494e-07,4.807288385422215e-08
2015,6.521164550576941e-07,3.834675582625735e-08
2016,6.402511871783645e-07,4.536234632368519e-08
2017,6.18840374499996e-07,3.5721681612699285e-08
2018,6.631788096456148e-07,3.020315963997433e-08
2019,6.665731007160502e-07,4.005050702193813e-08
