year,aucun_DET artisan_NOUN,aucun_DET partisan_NOUN
1894,1.8904617871129403e-09,2.3945849747519787e-08
1895,2.4074457982692365e-09,2.5278181325916194e-08
1896,1.7691086373616827e-09,3.3023362711048776e-08
1897,8.157399200570126e-09,2.2141511735185304e-08
1898,3.960848538042683e-09,9.05336783318944e-09
1899,6.080336234504102e-09,1.492446166651007e-08
1900,2.0764213237711715e-08,1.9726002720155122e-08
1901,7.265360535413379e-09,1.90017126477926e-08
1902,8.347482705062248e-09,1.2275709782016975e-08
1903,9.720396043633173e-09,1.3500550677392198e-08
1904,1.1824175416563776e-08,1.3974025492302644e-08
1905,5.160759153355343e-09,2.270733984177653e-08
1906,1.18316245689698e-08,9.773950537805831e-09
1907,9.771402353919711e-09,1.4399961667521666e-08
1908,9.822778146428846e-09,3.0450612031884816e-08
1909,5.5009836685826485e-09,1.980354102926185e-08
1910,3.2064905175488434e-09,2.084218775344482e-08
1911,3.1922244847493175e-09,1.6493160392982986e-08
1912,2.6047106693738442e-09,1.9274857876450113e-08
1913,1.060597942803554e-09,1.5908969364097914e-08
1914,2.0090231700464756e-09,1.7411534103395354e-08
1915,3.534228465440492e-09,9.424609537234119e-09
1916,2.197492410260793e-09,1.7579939282086343e-08
1917,1.6449636763837816e-08,1.973956464951243e-08
1918,1.4932289182922887e-08,2.1824114071478107e-08
1919,1.0128633265438225e-08,1.4732557007679503e-08
1920,6.057785384427916e-09,2.0445025228355007e-08
1921,7.572747540152136e-09,8.330022005509363e-09
1922,1.7707045940618116e-08,2.2133807120461313e-08
1923,1.1677542488541803e-08,2.7601466001669905e-08
1924,7.734974438733389e-09,1.5469949543600592e-08
1925,6.598906976407193e-09,7.698724324711748e-09
1926,3.3438415369957397e-09,2.1177662734572777e-08
1927,7.804457635707251e-09,8.919379901328739e-09
1928,4.570416489713125e-09,1.3711249469139375e-08
1929,6.684243603061191e-09,1.1140406375176326e-08
1930,4.201441416995522e-09,1.8906487042613662e-08
1931,6.843213995466613e-09,4.5621426636444085e-09
1932,8.767629289252454e-09,2.7398841417891617e-08
1933,6.882397540763918e-09,5.735331098932761e-09
1934,9.585264137967897e-09,2.156684431042777e-08
1935,2.393656828303392e-09,2.2739738980703805e-08
1936,1.8187071404440758e-08,7.274828739411987e-09
1937,6.295559185076627e-09,2.0145789036973838e-08
1938,9.075650231338273e-09,3.111651447618158e-08
1939,6.117620188206274e-09,9.176430282309411e-09
1940,2.5357829391836617e-08,1.0143131667916805e-08
1941,2.3612020783048138e-08,4.7224041566096275e-08
1942,9.102635090130207e-09,2.4273694165799498e-08
1943,8.709705845433291e-09,5.806470415592457e-09
1944,9.639558484764166e-09,2.8918675454292497e-08
1945,1.742803235060819e-08,1.089252021913012e-08
1946,1.3921104269343232e-08,8.352662561605939e-09
1947,5.960435700558264e-09,9.53669654357725e-09
1948,9.784699050996437e-09,2.5005341797168512e-08
1949,1.0798709482173763e-08,7.85360643185129e-09
1950,1.4889506516624351e-08,1.1698897184331258e-08
1951,6.396841278899501e-09,1.7058242818279723e-08
1952,1.3708244650523227e-08,1.6871686048247625e-08
1953,8.61906213067698e-09,2.3702419582605216e-08
1954,9.772536113672459e-09,1.6613311615287785e-08
1955,1.3139851429144755e-08,1.5016972554349195e-08
1956,1.0465370126055973e-08,1.0465370126055973e-08
1957,9.718541194025931e-09,7.951533653738352e-09
1958,1.5717262880077243e-08,1.4890037869363937e-08
1959,7.750748043378053e-09,1.7826719656000023e-08
1960,1.5225833038812198e-08,1.314958364417862e-08
1961,1.32015025577914e-08,1.181187103682646e-08
1962,1.4586500007851555e-08,9.512934273647744e-09
1963,1.0992290633282664e-08,1.2932106829843804e-08
1964,7.909158883379064e-09,1.1559539936367713e-08
1965,1.1491290585752267e-08,1.0396882466068291e-08
1966,1.1632057428379028e-08,1.0524242255449678e-08
1967,2.021437595089992e-08,2.021437639498913e-08
1968,1.033025617824812e-08,1.9313087351591207e-08
1969,1.0900218838649778e-08,1.0446042919554088e-08
1970,1.1496812613032148e-08,1.0117194915171268e-08
1971,7.707596338946132e-09,6.166076760294459e-09
1972,1.4877425846826497e-08,9.747279428040656e-09
1973,9.372446041489013e-09,9.923766697284009e-09
1974,9.563471847773286e-09,1.0688586016271984e-08
1975,7.996072248772634e-09,1.313640396460869e-08
1976,1.1998406657109939e-08,1.7711933197883667e-08
1977,1.8218023534188887e-08,7.052138095708926e-09
1978,1.4851478047361866e-08,4.752473081737207e-09
1979,1.0533551808578068e-08,1.0533551808578068e-08
1980,8.527726136353664e-09,1.1370301589153087e-08
1981,9.488324126394332e-09,9.488324403950088e-09
1982,7.449002747961231e-09,1.365650492690662e-08
1983,1.3893695083311286e-08,1.136756910824488e-08
1984,7.538711099819295e-09,1.3917620222958504e-08
1985,1.3234227935754461e-08,9.624893104742682e-09
1986,1.1988971149179406e-08,1.6185110141009318e-08
1987,1.649920600144128e-08,6.110816741511371e-09
1988,1.5591040236628828e-08,4.7972429917386705e-09
1989,1.4817929883115255e-08,1.2622680678475717e-08
1990,7.62811153132148e-09,1.089730194969718e-08
1991,1.817054295916165e-08,1.1722930404189924e-08
1992,1.3223866224265635e-08,1.2672872085062181e-08
1993,9.41665256881663e-09,9.416652346772025e-09
1994,1.5297286770632468e-08,1.0549853213248639e-08
1995,1.5725106994324278e-08,9.21816623034033e-09
1996,9.074756945892659e-09,8.540947504798169e-09
1997,1.1507746755512471e-08,9.589788851904757e-09
1998,1.1920323395031573e-08,1.0489884516573511e-08
1999,9.597422190310567e-09,4.570201106446348e-09
2000,1.4137700343752613e-08,1.060327570190367e-08
2001,9.20054477049348e-09,4.381211782256145e-09
2002,1.3581786362237835e-08,8.324321010277913e-09
2003,1.1667383947866483e-08,1.2084076406182476e-08
2004,1.057149945360436e-08,7.488145326028928e-09
2005,1.0358624180639708e-08,1.4411998705554652e-08
2006,7.823990677557902e-09,1.070651389767363e-08
2007,1.5179022261335717e-08,1.078509459517818e-08
2008,9.366367403895737e-09,4.6831836186811415e-09
2009,2.860915504498962e-09,1.2874119770245329e-08
2010,7.085689368580006e-09,3.7790344187271785e-09
2011,1.1854312864656436e-08,6.1183550448262736e-09
2012,1.0893608681783462e-08,6.127654716969744e-09
2013,1.3108887975121775e-08,7.2517249982695375e-09
2014,8.228691616984918e-09,6.279790909502481e-09
2015,1.3077795069094122e-08,1.0639561787151308e-08
2016,9.113896304313585e-09,7.2496901815100045e-09
2017,2.188581871287454e-08,6.289028409156572e-09
2018,1.0067719879991444e-08,8.518840299842623e-09
2019,8.673358475874693e-09,6.632568327891164e-09
