year,premier_ADJ or_NOUN,premier_ADJ bord_NOUN
1946,1.3921104269343232e-09,1.2528993842408909e-08
1947,4.7683483828109274e-09,1.0728784083369192e-08
1948,6.523132922708896e-09,3.696441908118686e-08
1949,9.817008095325264e-09,6.8719057111366055e-09
1950,1.1698897184331258e-08,1.1698897850465073e-08
1951,6.396841278899501e-09,1.3859822622919182e-08
1952,6.326882129314981e-09,9.490323193972472e-09
1953,1.0773827163745864e-08,1.508335856215126e-08
1954,8.795282724349818e-09,2.9317608341017376e-09
1955,1.595553289490681e-08,1.6894095011821264e-08
1956,1.0465370126055973e-08,6.976913269340912e-09
1957,7.951533653738352e-09,1.9437083054185678e-08
1958,5.790570245522986e-09,4.1361216673863055e-09
1959,6.200598368089061e-09,6.200598257066758e-09
1960,8.997083245088078e-09,5.536666680683311e-09
1961,1.0422238960750008e-08,5.55852741612739e-09
1962,1.0147130247162295e-08,6.341956293454132e-09
1963,1.099229041123806e-08,1.939815863494232e-09
1964,9.125952660227199e-09,5.475571551727398e-09
1965,1.0944087081021792e-08,3.830430195250756e-09
1966,6.0929824519107e-09,8.862519607077957e-09
1967,1.1339771788243524e-08,5.916402479044791e-09
1968,9.43197286940034e-09,2.6948494546985557e-09
1969,6.812636538233718e-09,4.087581828571274e-09
1970,7.357959797005265e-09,3.6789800095249348e-09
1971,8.221435976452085e-09,5.138397263237948e-09
1972,5.643161493651405e-09,2.0520587451500205e-09
1973,8.269805618077442e-09,3.859242703185828e-09
1974,3.3753429495853027e-09,2.2502286700643026e-09
1975,6.282628195464213e-09,5.140332159925265e-09
1976,5.1421741309454205e-09,2.856763492431469e-09
1977,4.7014254711541525e-09,2.5857840313392444e-08
1978,5.940591241149207e-09,4.752473081737207e-09
1979,5.266776015311336e-09,7.607565244427406e-09
1980,1.1370301367108482e-09,5.6851505725319385e-09
1981,4.427884614521815e-09,2.5302198114474095e-09
1982,4.345251491955082e-09,5.586751949948621e-09
1983,6.946847763700248e-09,2.5261264191556165e-09
1984,1.1598016991243298e-09,4.059305780401701e-09
1985,3.0077789148208467e-09,6.015557829641693e-09
1986,4.196139880008332e-09,2.997242676272549e-09
1987,4.2775717967735716e-09,7.332980445085013e-09
1988,2.098793827620682e-08,1.798966087207532e-09
1989,3.8965667692458794e-08,1.0976244357863152e-09
1990,2.5063794206747758e-08,3.814055737905164e-09
1991,1.699824903056424e-08,4.10302547493302e-09
1992,1.2672871640972971e-08,3.856960972825618e-09
1993,8.862731548653358e-09,2.2156829704300662e-09
1994,1.1604838812129259e-08,9.494868002946077e-09
1995,1.0844901310314015e-08,2.1689803286761844e-09
1996,7.473329066698398e-09,2.6690460952494277e-09
1997,1.1028257085321513e-08,1.917957792585412e-09
1998,3.814503379828693e-09,3.814503490850996e-09
1999,1.2796563558792329e-08,2.7421207526856506e-09
2000,8.836062992401139e-09,2.6508187866980393e-09
2001,6.571817839917671e-09,3.066848330846028e-09
2002,5.695587890208742e-09,3.066854992184176e-09
2003,1.3750845462290329e-08,1.2500768753476166e-09
2004,7.928624423669817e-09,3.0833537945085254e-09
2005,3.15262471684008e-09,3.602999676388663e-09
2006,7.41220168576362e-09,3.706100981659688e-09
2007,7.190063044948403e-09,4.393927444112933e-09
2008,4.257439678578834e-09,5.108927586539025e-09
2009,2.860915504498962e-09,3.337734755248789e-09
2010,2.8342757585342326e-09,7.085689368580006e-09
2011,6.883149494818497e-09,4.588766228108554e-09
2012,5.787229417908435e-09,8.510631643865452e-09
2013,3.0680375462388554e-09,6.693900100884775e-09
2014,3.2481678735596375e-09,8.44523634357941e-09
2015,4.433150915805761e-09,6.206410940734486e-09
2016,9.11389608226898e-09,8.699627823682832e-09
2017,3.270294840485022e-09,7.546834102090116e-09
2018,4.64663996169179e-09,7.744400343234759e-09
2019,3.5713829671379926e-09,3.826481798085979e-09
