year,dernier_ADJ honneur_NOUN,dernier_ADJ bonheur_NOUN
1932,1.4247397928102146e-08,1.53433514782364e-08
1933,8.02946331646126e-09,1.1470662641954732e-08
1934,4.7926320689839486e-09,1.5576054224197833e-08
1935,1.3165112555668657e-08,1.6755597798123745e-08
1936,1.33371855781661e-08,2.182448710641438e-08
1937,1.1332006444320086e-08,1.0072894518486919e-08
1938,1.5558256905023882e-08,1.2965214679638848e-08
1939,3.058810094103137e-09,1.070583532936098e-08
1940,0.0,1.2678914806940611e-08
1941,2.9515025978810172e-09,2.6563522936839945e-08
1942,9.102635090130207e-09,1.517105907566929e-08
1943,1.4516175816936538e-08,1.7419411690866582e-08
1944,6.4263723231761105e-09,2.2492303131116387e-08
1945,6.535512131478072e-09,2.3963544037997053e-08
1946,1.6705325123211878e-08,2.7842209426864883e-08
1947,1.1920871401116528e-08,2.2649655262441115e-08
1948,1.7395020535104777e-08,1.7395020313060172e-08
1949,4.908504269707237e-09,1.2762110479513922e-08
1950,1.1698897850465073e-08,2.1270722072586068e-08
1951,6.396841278899501e-09,1.2793681780642885e-08
1952,1.0544803918932644e-09,1.7926167217297007e-08
1953,1.0773827385790469e-09,2.1547654549536333e-08
1954,1.5636057781875934e-08,2.052232517257835e-08
1955,9.385607846468247e-09,2.1586897602787758e-08
1956,1.1337483840634377e-08,1.744228228517386e-08
1957,1.3252556385623393e-08,1.1485549400447326e-08
1958,0.0,1.4890038535497752e-08
1959,1.8601795659378695e-08,8.525822714489095e-09
1960,2.076249977500666e-08,1.591791587429725e-08
1961,9.03260666262895e-09,1.598076693198891e-08
1962,5.7077609305622445e-09,2.8538803764632803e-08
1963,1.4225316924409981e-08,2.845063462597608e-08
1964,4.258777774879263e-09,2.251068309533366e-08
1965,9.302473458205895e-09,1.6963335014441583e-08
1966,1.1078149952936656e-08,1.2185964237687585e-08
1967,2.218651040664099e-08,1.5777073869571723e-08
1968,5.838840522187638e-09,2.2906220920049236e-08
1969,6.8126366770115965e-09,5.904285060864822e-09
1970,1.103694025061941e-08,1.2876429700270364e-08
1971,7.707596338946132e-09,7.707596449968435e-09
1972,8.721249833421041e-09,1.5903454553267693e-08
1973,3.859242703185828e-09,9.37244681864513e-09
1974,3.937900283634832e-09,5.06301445213353e-09
1975,1.0851812337620004e-08,1.0851811893530794e-08
1976,7.427584991503977e-09,1.7140580510499603e-08
1977,1.057820764316375e-08,7.052138428775834e-09
1978,4.158414057542359e-09,1.841583241457556e-08
1979,7.607565244427406e-09,1.8726314388040066e-08
1980,5.6851505725319385e-09,1.591842213599648e-08
1981,2.5302198114474095e-09,1.2018543993352893e-08
1982,6.828252296919857e-09,6.828252629986764e-09
1983,1.89459470334441e-09,1.705135366236732e-08
1984,3.479405208395292e-09,4.639206907519622e-09
1985,8.421781494405423e-09,1.0828004493035337e-08
1986,4.7955883708539204e-09,1.7384007122700496e-08
1987,7.332980445085013e-09,1.0388388815840699e-08
1988,3.597932174415064e-09,1.1993107618124554e-08
1989,5.488121956886971e-09,1.426911733215519e-08
1990,4.358920835390023e-09,1.3621627381610324e-08
1991,2.930732601047481e-09,7.033758464558559e-09
1992,5.509944056569793e-09,7.162927251336271e-09
1993,2.2156829704300662e-09,1.2740176913439427e-08
1994,4.219941229788304e-09,6.857404422078162e-09
1995,4.337960657352369e-09,8.675921314704738e-09
1996,5.871901187504136e-09,1.441284935843612e-08
1997,4.315404922294874e-09,1.0069277966984203e-08
1998,4.7681290027412615e-09,1.144351013948608e-08
1999,5.027221222642098e-09,8.226361813967742e-09
2000,2.6508188977203417e-09,7.510653543540968e-09
2001,6.133696661692056e-09,1.1829271784336015e-08
2002,9.200564754507923e-09,1.3581786362237835e-08
2003,5.416999737661854e-09,1.166738422542224e-08
2004,8.369103104977071e-09,1.3214373595360485e-08
2005,6.7556245042510454e-09,6.305249655724765e-09
2006,5.7650457740976435e-09,9.471146533712727e-09
2007,7.988959105365012e-09,5.59227145147112e-09
2008,5.5346713878634546e-09,1.3198063253394565e-08
2009,3.814554005998616e-09,1.0966842323156811e-08
2010,5.196172381261022e-09,1.2754241662804588e-08
2011,7.647943611743813e-09,1.4148696408922135e-08
2012,8.510632198976964e-09,2.1446792397572523e-08
2013,5.8571623662295735e-09,2.4544300814000053e-08
2014,8.012147389990787e-09,2.0355184870979315e-08
2015,8.422986752520956e-09,2.8150507702662253e-08
2016,8.492493958067726e-09,2.609888496984958e-08
2017,6.54058951443659e-09,1.2326495657521974e-08
2018,5.421080029321956e-09,1.9102853188179836e-08
2019,7.90806176098613e-09,2.7550667525133576e-08
