year,premier_ADJ honneur_NOUN,premier_ADJ bonheur_NOUN
1914,1.0045115850232378e-08,4.3528835647066444e-08
1915,1.1780761921542648e-09,2.3561524287174507e-08
1916,6.592477230782379e-09,1.8678685265172135e-08
1917,6.57985488317081e-09,1.973956464951243e-08
1918,1.1486376294556067e-08,2.067547733020092e-08
1919,1.749491218561161e-08,4.603924352863942e-09
1920,1.4387239843927091e-08,2.4231141537711665e-08
1921,2.6504615391331754e-08,3.256281289054641e-08
1922,3.098733003525922e-08,1.623145884366295e-08
1923,4.140219900250486e-08,2.653987074552333e-08
1924,1.1602462102189293e-08,1.1602462102189293e-08
1925,2.0896537833436923e-08,4.6192347724627325e-08
1926,8.916910765321973e-09,4.346993875969929e-08
1927,3.1217830098739796e-08,6.020581366783517e-08
1928,1.3711249025050165e-08,2.9707706517001498e-08
1929,7.798284684668033e-09,2.2280811862174232e-08
1930,1.575540586884472e-08,2.520864939015155e-08
1931,1.9389105432310316e-08,3.079446386777818e-08
1932,2.9590749406338546e-08,2.1919072779041926e-08
1933,1.4911860191091364e-08,1.261772819560747e-08
1934,1.1981580172459871e-08,2.3963160344919743e-08
1935,3.949533677882755e-08,3.231436807027421e-08
1936,3.6374143697059935e-09,1.091224355320719e-08
1937,2.7700460591972842e-08,2.392312481447334e-08
1938,2.7226949583791793e-08,2.463390735840676e-08
1939,9.176430282309411e-09,1.6823456405745674e-08
1940,1.7750480196809804e-08,2.028626333583361e-08
1941,2.9515025090631752e-08,2.3612020783048138e-08
1942,6.068423541449874e-09,4.8547388331598995e-08
1943,1.1612940831184915e-08,2.322588166236983e-08
1944,3.2131861615880553e-09,9.639558484764166e-09
1945,1.089252066321933e-08,2.3963544037997053e-08
1946,1.1136883415474585e-08,2.227376683094917e-08
1947,8.344609447874518e-09,2.622591566137089e-08
1948,5.435944139264848e-09,2.8266908813634473e-08
1949,1.570721330779179e-08,3.5341230386620737e-08
1950,3.93508372553697e-08,4.5732054587688253e-08
1951,8.529121409139861e-09,2.2388944032059044e-08
1952,1.370824520563474e-08,2.319856839960721e-08
1953,2.1547654771580937e-09,2.3702419582605216e-08
1954,1.5636057781875934e-08,2.8340354063516315e-08
1955,5.631364707880948e-09,1.595553378308523e-08
1956,2.616342476002842e-09,2.7907653077363648e-08
1957,1.1485549400447326e-08,2.1204090927540165e-08
1958,8.272243334772611e-09,2.4816730004317833e-08
1959,3.8753737996444215e-09,2.7902691712711203e-08
1960,2.2838749558218296e-08,3.3220000972278285e-08
1961,1.111705483225478e-08,2.431855783413539e-08
1962,1.0147130247162295e-08,2.7904608401740916e-08
1963,9.052474325699222e-09,2.198458126656533e-08
1964,1.2167936880302932e-08,3.6503809752730376e-08
1965,1.586892572902343e-08,3.939871362490521e-08
1966,1.2185964237687585e-08,3.4342264143560897e-08
1967,1.5284040699725665e-08,3.007504645324843e-08
1968,1.527081394669949e-08,2.7397636159776084e-08
1969,9.083515273289322e-09,2.361714024345929e-08
1970,1.8854771965948203e-08,1.7935027685211935e-08
1971,1.3359833239690033e-08,2.5178147566862208e-08
1972,3.0780880067027283e-09,2.5137719461554298e-08
1973,9.923766697284009e-09,2.4258095976392724e-08
1974,9.563471792262135e-09,1.1813700240281833e-08
1975,7.996072248772634e-09,1.6563292959403952e-08
1976,5.142174241967723e-09,1.8854638739185248e-08
1977,5.876781727920388e-09,1.704266772151186e-08
1978,4.158414057542359e-09,1.6633656230169436e-08
1979,7.607565244427406e-09,1.7555919384903973e-08
1980,9.664756106531058e-09,2.0466542238750662e-08
1981,1.8976649140967083e-09,2.0874313833019187e-08
1982,8.069752865935698e-09,1.4277254933858785e-08
1983,1.0104505676622466e-08,3.599730291625747e-08
1984,2.8995041922996734e-09,1.5657322549600394e-08
1985,6.015557829641693e-09,2.5265343595037848e-08
1986,1.3187867686781374e-08,2.0980699844130868e-08
1987,5.49973533381376e-09,3.972030881982391e-08
1988,2.99827696004229e-09,1.139345240375178e-08
1989,4.939309850016116e-09,2.8538234886354985e-08
1990,8.172976073694826e-09,1.689081763345257e-08
1991,6.4476117778156095e-09,1.6998249918742658e-08
1992,4.958949695321735e-09,1.0468894195980738e-08
1993,7.200969598386564e-09,2.2156829260211452e-08
1994,2.1099706426497278e-09,1.8989736005892155e-08
1995,4.880205572987961e-09,2.1689803730851054e-08
1996,6.4057106285986265e-09,1.975094043871195e-08
1997,7.671831170341648e-09,1.91795770376757e-08
1998,3.337690568372409e-09,2.0502955777601528e-08
1999,5.0272213059088244e-09,1.9194844824710344e-08
2000,4.418031274155965e-09,1.3695897749244068e-08
2001,4.8193329327261836e-09,2.2782300490575835e-08
2002,1.1829298429688606e-08,1.8401129509015846e-08
2003,7.91715315529018e-09,2.708499913239848e-08
2004,2.2023955992267474e-09,1.4095332012686868e-08
2005,5.404499514582994e-09,2.567137258324692e-08
2006,5.7650457740976435e-09,1.729513776638214e-08
2007,3.595031605740928e-09,1.4380126422963713e-08
2008,3.405951742863067e-09,2.3841662866175284e-08
2009,5.245011536203492e-09,2.6701878041990312e-08
2010,2.8342759250676863e-09,2.5508482437430757e-08
2011,6.118355155848576e-09,2.7150200310188666e-08
2012,3.744677901096338e-09,2.3489343803362317e-08
2013,4.741512515948898e-09,3.0401462680629265e-08
2014,2.3819897165822113e-09,3.6379478984827074e-08
2015,8.201329393386914e-09,3.79034403863443e-08
2016,9.32103016992869e-09,3.956259320148092e-08
2017,4.2765391228272165e-09,2.264050280587071e-08
2018,5.421080029321956e-09,3.020316086121966e-08
2019,5.101975730781305e-09,2.5764975930542278e-08
