year,des_DET arts_NOUN,des_DET chars_NOUN
1875,1.7805392893421867e-06,4.222487035576705e-07
1876,1.9171912626347876e-06,4.1777963133426965e-07
1877,1.8981200753387384e-06,4.935482955659154e-07
1878,1.9288849166798627e-06,4.921857303941124e-07
1879,1.7234407145849673e-06,3.922186708749109e-07
1880,1.8367876002400862e-06,5.577108121990193e-07
1881,1.6594567648908765e-06,5.340940525400129e-07
1882,1.6225828964877564e-06,4.6587695123889716e-07
1883,1.997543050080708e-06,7.033424296309931e-07
1884,1.6900344306236548e-06,4.957874288891162e-07
1885,1.677154427781602e-06,5.066269475051399e-07
1886,1.684999411111221e-06,4.3367277058337095e-07
1887,1.7249418924336624e-06,3.6823133875429903e-07
1888,1.5743746288876537e-06,3.97556547682143e-07
1889,1.637706779078485e-06,3.903180125774952e-07
1890,1.5737082366129584e-06,3.3755090278475564e-07
1891,1.5623213585058693e-06,3.8117834755269087e-07
1892,1.4793689473435734e-06,4.0808014833970674e-07
1893,1.4798675076477252e-06,3.571881581621028e-07
1894,1.533794662833543e-06,3.6485912247030683e-07
1895,1.4336339413389965e-06,3.286163599014458e-07
1896,1.4530279415225777e-06,3.6207758746797936e-07
1897,1.7439353028336768e-06,3.309573184395731e-07
1898,1.454197253725198e-06,3.395012964091393e-07
1899,1.3072723259455188e-06,3.2557436746571966e-07
1900,1.6585414570613466e-06,3.441668372516915e-07
1901,1.5000174871104832e-06,3.185581158859918e-07
1902,1.2359184502486187e-06,2.5337063291885897e-07
1903,1.5082814863731642e-06,3.920559894510234e-07
1904,1.4146013516125322e-06,3.64399578955954e-07
1905,1.5440990992487968e-06,2.4823251276728797e-07
1906,1.4799818419675148e-06,3.4105942914308685e-07
1907,1.5557101438190557e-06,3.1834199454294776e-07
1908,1.4650673616500853e-06,2.7945803893203447e-07
1909,1.5028687272433672e-06,3.113556781286775e-07
1910,1.347260415673901e-06,3.799691077333023e-07
1911,1.388085669518091e-06,3.3624763418060866e-07
1912,1.4211300936040061e-06,3.4955216499099606e-07
1913,1.5771091064209486e-06,4.067393248874396e-07
1914,1.661462101676392e-06,3.7635698468818646e-07
1915,1.3571437839088318e-06,3.3810785637911067e-07
1916,1.8403998949256817e-06,3.9444988786385693e-07
1917,1.1021256476340113e-06,3.684718521412833e-07
1918,1.2393800083998485e-06,5.697242766444788e-07
1919,1.310276865673643e-06,5.791736583660168e-07
1920,1.4917296802252622e-06,4.641778161840193e-07
1921,1.3744536286885989e-06,3.324436139706677e-07
1922,1.3029434011713192e-06,5.053885860917262e-07
1923,1.3737036916872114e-06,4.3737706789670483e-07
1924,1.311078245080921e-06,4.2671275934935693e-07
1925,1.4671569310564792e-06,3.76137688107292e-07
1926,1.4389665299319176e-06,3.8231254428922057e-07
1927,1.549742258077913e-06,4.192108544742723e-07
1928,1.2888574563163502e-06,2.9479187713121746e-07
1929,1.3011994823841633e-06,3.6094917454931874e-07
1930,1.3402598320055858e-06,3.8863331752736485e-07
1931,1.2762593923909549e-06,3.9234425752709967e-07
1932,1.3403513063892092e-06,3.989271348814327e-07
1933,1.4040090672295946e-06,3.578846712315453e-07
1934,1.2173285366401387e-06,3.522584464121792e-07
1935,1.3943051371256843e-06,3.422929282237419e-07
1936,1.2815823176026697e-06,4.0011558333219455e-07
1937,1.4933066383449045e-06,6.408878903130244e-07
1938,1.306893590680147e-06,5.237946663072535e-07
1939,1.2449357100763336e-06,4.817625951503146e-07
1940,1.4555394005633104e-06,7.632706697791036e-07
1941,1.5583933796747829e-06,1.0271228916280961e-06
1942,1.565653240831466e-06,8.49579322448335e-07
1943,1.3500043820613428e-06,1.0161323338309103e-06
1944,1.2884876365859554e-06,1.9439776366425576e-06
1945,1.6404135081415916e-06,1.949761120556559e-06
1946,1.7888619101569248e-06,1.0259853624461357e-06
1947,3.712159195146114e-06,1.3577872195469354e-06
1948,1.6699219917981623e-06,6.794929738873634e-07
1949,1.8122197236181137e-06,6.03745984761872e-07
1950,1.6080666576101521e-06,6.306769329000872e-07
1951,1.9830207822479906e-06,1.1183810499915126e-06
1952,1.623899786196148e-06,7.27591498161928e-07
1953,1.6160740932136264e-06,5.343818472169914e-07
1954,1.6085594201076248e-06,4.5051392483230757e-07
1955,1.608693179555587e-06,4.561405404501784e-07
1956,1.4756171555774245e-06,6.218174100069973e-07
1957,1.616811895921444e-06,5.274517658193645e-07
1958,1.4650142619032636e-06,5.368685958018204e-07
1959,1.5346480868316803e-06,3.51883963745081e-07
1960,1.5191229092437197e-06,5.557429219038568e-07
1961,1.6230899646529906e-06,4.988778492531765e-07
1962,1.8169704629755756e-06,5.815573924650153e-07
1963,1.7671723195888944e-06,5.554339992386303e-07
1964,1.7710431476913868e-06,6.765372511097212e-07
1965,1.750506719133682e-06,6.166993067324711e-07
1966,1.590268341900014e-06,5.389519728282721e-07
1967,1.7749208200967814e-06,6.651022737003132e-07
1968,1.676196325739454e-06,7.002117321519563e-07
1969,1.787635831362877e-06,6.412962072488426e-07
1970,1.6261091015934426e-06,5.59204984540429e-07
1971,1.6602162329348857e-06,5.441563217800649e-07
1972,1.654472344903013e-06,5.858627503130265e-07
1973,1.5718143835385945e-06,5.711679236242162e-07
1974,1.5340934469421086e-06,6.694430183529221e-07
1975,1.6334833037312535e-06,5.026102485317097e-07
1976,1.6072151138857294e-06,5.313579727328488e-07
1977,1.5973093114851622e-06,3.9962117348579795e-07
1978,1.6199992547427655e-06,4.6336611703168273e-07
1979,1.768466381779632e-06,4.909805699782055e-07
1980,1.905093951037884e-06,5.770427939921774e-07
1981,1.7496469819633376e-06,5.57913484300343e-07
1982,1.916876746221874e-06,7.27519271492838e-07
1983,1.8207055791918947e-06,5.538532139581775e-07
1984,2.040091191979343e-06,6.663060752032379e-07
1985,2.4182544162698605e-06,6.17196246111007e-07
1986,1.857091625367957e-06,5.622827146112286e-07
1987,2.0727891083538452e-06,4.778658748705311e-07
1988,1.8949109512611528e-06,5.211005138505698e-07
1989,1.953771523233172e-06,5.477146061139138e-07
1990,1.8519964974927916e-06,6.151526967812515e-07
1991,1.7725070708962676e-06,5.832157796703541e-07
1992,1.8513412936016493e-06,5.482394502820398e-07
1993,1.7326641028603262e-06,5.932490978466376e-07
1994,1.7549680384476574e-06,7.020927270673383e-07
1995,1.92388549002942e-06,5.53089972044063e-07
1996,1.7183319229729932e-06,4.911044939603926e-07
1997,1.6494437318215205e-06,5.974438543887572e-07
1998,1.8538486274977117e-06,4.6823029364873037e-07
1999,1.838591868974504e-06,4.5793415637263024e-07
2000,1.6576453667482838e-06,5.535793512478904e-07
2001,1.743722320313168e-06,4.810570466418085e-07
2002,1.6284999801996491e-06,5.095360720019926e-07
2003,1.6592686939986834e-06,4.758626026557522e-07
2004,1.6218441896143077e-06,5.25491614666862e-07
2005,1.7578134166029713e-06,4.976643239729128e-07
2006,1.7554565090449614e-06,4.760280880589107e-07
2007,1.6872681491975072e-06,4.2740929906415204e-07
2008,1.6327280736305738e-06,4.853481136990467e-07
2009,1.5067488732256606e-06,5.779049487841803e-07
2010,1.302349771137301e-06,5.408743213308753e-07
2011,1.0661233513786783e-06,5.177657946831005e-07
2012,9.661269100291747e-07,5.504676714451762e-07
2013,8.651865837094874e-07,5.840428087822147e-07
2014,9.272436471974288e-07,6.44003382177516e-07
2015,9.939124137048339e-07,5.335296826558533e-07
2016,9.830580012248902e-07,5.184564209059772e-07
2017,8.51282863756353e-07,7.90405056960708e-07
2018,8.366533847947721e-07,4.829924300508992e-07
2019,8.813662422113566e-07,4.622389830899465e-07
