year,les_DET airs_NOUN,les_DET chers_ADJ
1999,2.632435851523951e-06,1.046576088015172e-07
2000,2.6777688617585227e-06,9.763849817545633e-08
2001,2.6076973185240604e-06,1.1303526115113982e-07
2002,2.7203005288356508e-06,1.0295870644938532e-07
2003,2.9714327283159037e-06,8.917214877612878e-08
2004,2.8291974274452514e-06,1.0351259227547871e-07
2005,2.84321721011338e-06,1.049373654637975e-07
2006,3.0950060931900225e-06,9.841756742900998e-08
2007,3.3805279358034568e-06,1.1144597422685365e-07
2008,3.5519819263640784e-06,1.128221480684033e-07
2009,3.661018190825871e-06,1.0728432897622042e-07
2010,4.531534784746327e-06,9.967203595806495e-08
2011,4.854914891438966e-06,7.953861658194228e-08
2012,6.316590933863608e-06,1.1131906063610586e-07
2013,7.086329823380311e-06,1.2829975304384789e-07
2014,6.7843399875755495e-06,1.5937675890143055e-07
2015,7.366123313090611e-06,1.7976425858989842e-07
2016,8.214520626381727e-06,1.7067842073004158e-07
2017,7.32973659722802e-06,8.729171607768649e-08
2018,8.429521308528365e-06,1.0816345863418064e-07
2019,8.10168209142148e-06,1.530592603771197e-07
