year,plusieurs_DET ans_NOUN,plusieurs_DET chants_NOUN
1844,3.0735943568060975e-08,7.848642624708191e-08
1845,1.5066614622583074e-08,5.5802281240247e-08
1846,2.2247105491146613e-08,1.077228235502048e-07
1847,1.1325769655456952e-08,6.633665261546184e-08
1848,3.218088684420195e-09,5.7121075647259545e-08
1849,1.005529792763582e-08,7.709061677907414e-08
1850,1.2899092460827433e-08,7.603675644674013e-08
1851,1.0319102239364497e-08,7.481349162397066e-08
1852,1.4323199959420663e-08,9.961134672664684e-08
1853,3.1651239851271384e-08,8.659301520275164e-08
1854,2.6497887994914038e-08,9.560022329324624e-08
1855,3.8209947206269135e-08,1.1197637306281649e-07
1856,1.5531567587601103e-08,8.542362139873916e-08
1857,3.807577053649425e-08,1.1325101212378286e-07
1858,1.761723389392955e-08,6.263905305559092e-08
1859,2.6988518975201714e-08,8.707616494518788e-08
1860,1.7393299245327398e-08,9.017052082782584e-08
1861,8.488734437595014e-09,6.036433597422786e-08
1862,7.6805766469068e-09,7.951656133542429e-08
1863,9.989241933627824e-09,4.145535381638865e-08
1864,3.548098703731739e-08,4.6029388300894425e-08
1865,2.3534221293974866e-08,7.860429973582939e-08
1866,2.238181906477621e-08,5.157549642920145e-08
1867,9.220341823379385e-09,1.1404106814438819e-07
1868,1.7289560005906424e-08,6.323038481692578e-08
1869,2.0510780074367574e-08,5.909058020669988e-08
1870,1.77755516972411e-08,8.257030081892935e-08
1871,1.3807530230280918e-08,6.054071199912414e-08
1872,6.652073114565837e-09,5.865919239234074e-08
1873,2.3944018323618366e-08,8.500126469357383e-08
1874,1.6131444624534197e-08,5.5563863898822063e-08
1875,1.3731664694205392e-08,5.7215272075694656e-08
1876,1.0278224937820823e-08,5.6227938083353024e-08
1877,9.27722432209066e-09,7.731019802115213e-08
1878,1.8117265465633636e-09,8.4547240319921e-08
1879,2.2604503158163425e-08,7.147910219273967e-08
1880,1.8611753915820373e-08,5.711883099834836e-08
1881,6.9725074602899895e-09,7.948658797829466e-08
1882,1.0648615988984034e-08,5.0580926114207614e-08
1883,8.21514056781325e-09,5.876985054165118e-08
1884,1.5183903023796574e-08,4.5551707295032884e-08
1885,1.4180398244523218e-08,4.254119556623692e-08
1886,7.098810428374236e-09,6.324394319356941e-08
1887,1.828098877831863e-08,3.3297514079322355e-08
1888,7.608737417896805e-09,5.960177773545183e-08
1889,2.318100555953606e-08,4.322944313628341e-08
1890,1.1797895660414781e-08,4.588070573463554e-08
1891,5.736798147637501e-09,3.76078996833229e-08
1892,1.6298132621272998e-08,3.635737311213916e-08
1893,9.23762488724833e-09,5.480990639128436e-08
1894,3.150769645188234e-09,4.789169794072734e-08
1895,1.9259566386153892e-08,3.250051960890232e-08
1896,1.533227589334274e-08,4.1868907008080214e-08
1897,1.5732126712464378e-08,4.486569338268964e-08
1898,6.7900258748920805e-09,3.338429288568534e-08
1899,1.0502398950507086e-08,4.4220625383672996e-08
1900,1.661137005726232e-08,2.699347678714048e-08
1901,7.265360757457984e-09,4.247441515170536e-08
1902,1.276673788908056e-08,3.584507202170073e-08
1903,5.400220270956879e-09,2.8621167658116065e-08
1904,9.674325340824907e-09,2.956043765323102e-08
1905,9.805442513499685e-09,3.302885753786455e-08
1906,9.773950537805831e-09,3.8066964413996374e-08
1907,4.6285588695127444e-09,3.291419647943883e-08
1908,1.6698722404839828e-08,3.0450612031884816e-08
1909,7.15127862482845e-09,4.1257375293923815e-08
1910,6.947395991829808e-09,4.168437417462201e-08
1911,1.0640748726586935e-08,4.469114378569117e-08
1912,6.251305251225858e-09,3.8028774795861864e-08
1913,1.0075680734189518e-08,4.454511387530502e-08
1914,1.7411533548283842e-08,3.348371946376716e-08
1915,1.4136913861761968e-08,5.419150639340842e-08
1916,3.2962386153911893e-09,2.5271162940043723e-08
1917,1.64496359866817e-08,2.1932848426331475e-08
1918,9.189101035644853e-09,2.756730310693456e-08
1919,6.4454939163738345e-09,1.0128633265438225e-08
1920,5.300562211374427e-09,3.180337326824656e-08
1921,8.330022005509363e-09,4.013556154092157e-08
1922,8.115729421831475e-09,3.32007097370024e-08
1923,3.715581797791856e-08,2.9724654293517005e-08
1924,6.4458122173149945e-09,2.5783249202326886e-08
1925,7.698724546756353e-09,4.7292164850887275e-08
1926,1.0031524610987219e-08,2.675073285107743e-08
1927,8.919380123373344e-09,3.5677519605314956e-08
1928,1.3711249025050165e-08,3.9991142619655307e-08
1929,7.798284684668033e-09,3.230717826596674e-08
1930,1.3654684494213143e-08,3.5712252044461934e-08
1931,9.124285327288817e-09,2.623232031595535e-08
1932,1.6439305028370654e-08,3.835837647514495e-08
1933,1.3764794637438627e-08,2.638252394326912e-08
1934,7.188948103475923e-09,2.875579241390369e-08
1935,1.3165112555668657e-08,3.4708023122220766e-08
1936,8.487300195980652e-09,6.183604384091268e-08
1937,6.295559185076627e-09,2.6441348666139675e-08
1938,0.0,4.148868626430158e-08
1939,1.6823456405745674e-08,3.5176316970364496e-08
1940,7.607348528892999e-09,2.5357829613881222e-08
1941,8.854508237732261e-09,5.9030050625352715e-08
1942,2.4273694165799498e-08,2.4273694165799498e-08
1943,2.0322646676618206e-08,3.193558839598154e-08
1944,3.213186161588055e-08,3.855823393905666e-08
1945,2.178504043826024e-09,3.0499057057653545e-08
1946,1.1136883415474585e-08,2.7842209426864883e-08
1947,2.3841741914054637e-09,3.4570524887200804e-08
1948,5.435944139264848e-09,3.696441863709765e-08
1949,6.871905600114303e-09,2.9451024730065e-08
1950,1.1698897850465073e-08,4.041437207114029e-08
1951,9.595261474260042e-09,4.371174622264107e-08
1952,1.0544804140977249e-08,3.4797853487589236e-08
1953,9.69644453618912e-09,3.016671712430252e-08
1954,6.840775057526116e-09,2.247683283940205e-08
1955,4.6928039232341234e-09,4.5050917663047585e-08
1956,5.232684729961079e-09,3.7500909488841216e-08
1957,4.417518795207798e-09,1.7670074847764283e-08
1958,1.1581141046157484e-08,3.226174849491059e-08
1959,1.2401196514133517e-08,2.8677765939733035e-08
1960,8.305000021024966e-09,3.9448748934134414e-08
1961,4.86371165564492e-09,3.752005994783758e-08
1962,1.0147130080628841e-08,2.7904607347029042e-08
1963,5.1728425987107585e-09,3.814971316629112e-08
1964,7.30076216148845e-09,3.5895414529640846e-08
1965,9.302473458205895e-09,2.9001829049413175e-08
1966,9.416427082520329e-09,3.3788357667319247e-08
1967,1.3804939413830652e-08,4.092178418346748e-08
1968,9.431973424511852e-09,3.5931327135863e-08
1969,2.0437910364101697e-08,4.4509226526656676e-08
1970,1.2876429700270364e-08,3.587005537042387e-08
1971,1.9012070140433934e-08,4.2648700682157425e-08
1972,7.182205663536223e-09,6.617889436455471e-08
1973,8.269805840122046e-09,2.8668659557418152e-08
1974,8.438357623763437e-09,6.075617475786999e-08
1975,9.138368284311582e-09,4.454954627419738e-08
1976,5.713526984862938e-09,2.7424929827102318e-08
1977,5.289103655048422e-09,2.9971586545940454e-08
1978,9.504946496541322e-09,3.386137104044451e-08
1979,5.851973128301324e-09,3.920822211345154e-08
1980,2.8425753972882717e-09,3.06998135801706e-08
1981,7.590659656386833e-09,5.2502059588732664e-08
1982,1.0552754226011984e-08,3.538276271974894e-08
1983,4.420721011477724e-09,2.841892188243378e-08
1984,5.799008384599347e-09,3.7693553722739637e-08
1985,3.609334831011779e-09,3.7898016946869006e-08
1986,5.994485352545098e-09,2.3378493918535526e-08
1987,3.6664902225425067e-09,2.8109756744498782e-08
1988,1.2592763276586538e-08,4.3774842861665775e-08
1989,1.042743191792539e-08,3.0733484646106035e-08
1990,1.089730194969718e-09,3.541623094793778e-08
1991,5.275318681885466e-09,2.2859714121636898e-08
1992,7.162927584403178e-09,2.8100715532275444e-08
1993,1.2186256725943423e-08,3.71126915865716e-08
1994,5.802419322797903e-09,3.059457387433184e-08
1995,8.133675954979935e-09,3.633042044981494e-08
1996,1.8683323110835204e-08,3.629902689539222e-08
1997,4.075660342550691e-08,3.787966806889642e-08
1998,8.582632937681467e-09,3.5284157373638436e-08
1999,3.6561608462992723e-09,3.8389689871465293e-08
2000,6.627047355323157e-09,3.1368023289957137e-08
2001,8.762423675534592e-09,2.760163342330202e-08
2002,7.009954283709874e-09,3.3735407134471984e-08
2003,5.8336921959778465e-09,3.6668921454818815e-08
2004,1.1011977996133737e-08,4.052407787114021e-08
2005,6.7556245042510454e-09,3.783149615799175e-08
2006,8.647569216257978e-09,3.4590275754808886e-08
2007,7.1900629894372514e-09,2.356742961895364e-08
2008,2.554463751636149e-09,2.4267406972811045e-08
2009,3.337734755248789e-09,3.051643160389972e-08
2010,1.4171378737160012e-08,1.3698999823397173e-08
2011,2.6767803529281764e-09,2.8679789876306927e-08
2012,3.0638274417515987e-09,1.4638286915946708e-08
2013,3.3469500504423877e-09,1.5061275115968442e-08
2014,2.815078836704288e-09,2.0355183871778593e-08
2015,5.54143841924315e-09,1.9727520728096692e-08
2016,3.935546250000144e-09,2.42346778200897e-08
2017,2.0124891197959016e-09,1.760927992311423e-08
2018,1.8070267504555204e-09,2.2200614457901224e-08
2019,2.5509878653906526e-09,1.3265135989648513e-08
