year,petites_ADJ eaux_NOUN
1963,2.909723839650269e-08
1964,3.6503808864551957e-09
1965,6.5664522708175355e-09
1966,1.273987226824147e-08
1967,1.2818872185960117e-08
1968,1.4372531054185345e-08
1969,9.537691525451919e-09
1970,7.3579600190498695e-09
1971,8.73527572498034e-09
1972,1.2312352026810913e-08
1973,1.2129047988196362e-08
1974,1.518904291231138e-08
1975,1.770558810676448e-08
1976,8.570290255249802e-09
1977,1.1165885105413054e-08
1978,4.752473081737207e-09
1979,1.6385525158923997e-08
1980,1.6486936260662333e-08
1981,2.1506869174459098e-08
1982,4.345251713999687e-09
1983,8.209910973278056e-09
1984,6.958810416790584e-09
1985,1.2031116214394899e-08
1986,1.0790073723399018e-08
1987,2.1998940280543167e-08
1988,8.395175221664886e-09
1989,7.134558721588746e-09
1990,1.198703181159999e-08
1991,9.378343990285032e-09
1992,8.815910279569295e-09
1993,7.754890063438324e-09
1994,7.384897138251745e-09
1995,4.3379608238858225e-09
1996,8.540947504798169e-09
1997,1.7741109914481967e-08
1998,7.152193948201102e-09
1999,6.8553016596695215e-09
2000,7.510653432518666e-09
2001,9.638665504629884e-09
2002,8.762443215459825e-09
2003,3.333538334260311e-09
2004,7.047666006343434e-09
2005,8.55712400937847e-09
2006,1.070651389767363e-08
2007,5.192823282484937e-09
2008,8.940623352771127e-09
2009,2.860915504498962e-09
2010,5.668551517068465e-09
2011,9.55992973672437e-09
2012,2.7234021704458655e-09
2013,3.6258624991347688e-09
2014,5.413613113347537e-09
2015,3.768178213903184e-09
2016,6.4211539696490405e-09
2017,4.024978128569501e-09
2018,3.872199894061623e-09
2019,4.591778068885333e-09
