year,aux_ADP aises_NOUN,aux_ADP chaises_NOUN
1910,1.5498036631811374e-08,2.992724457140383e-08
1911,1.3300935464144459e-08,3.1390207766435196e-08
1912,1.6670147928721235e-08,4.219631222213138e-08
1913,2.0151361468379037e-08,3.5530031472497114e-08
1914,2.276892807628883e-08,3.214437127585512e-08
1915,3.180805752123206e-08,6.008188790929125e-08
1916,1.4283700444650549e-08,3.076489463182952e-08
1917,3.289927441585405e-09,3.5092558192673096e-08
1918,2.412139021856774e-08,2.1824114071478107e-08
1919,1.6574127070789757e-08,2.7623545728605592e-08
1920,1.2115570768855832e-08,3.028892647805037e-08
1921,8.330022005509363e-09,2.9533715528717863e-08
1922,1.696925089333945e-08,3.762747063928984e-08
1923,1.4862327368803108e-08,3.6094223609950404e-08
1924,5.156649773851996e-09,3.738571052736006e-08
1925,9.898360353588487e-09,1.8696902470694e-08
1926,7.802296586589819e-09,5.0157623499025306e-08
1927,1.2264147031260109e-08,5.574612615966146e-08
1928,1.3711249025050165e-08,3.3135519106330946e-08
1929,1.5596569369336066e-08,4.56756643618661e-08
1930,1.4705044848462023e-08,2.5208648168906223e-08
1931,1.710803587684495e-08,2.737285598186645e-08
1932,2.1919073223131136e-09,3.9454331357546835e-08
1933,4.588264879146209e-09,4.817677989876756e-08
1934,8.38710612072191e-09,2.875579241390369e-08
1935,1.3165112555668657e-08,2.6330225111337313e-08
1936,9.699771652549316e-09,3.758661648589623e-08
1937,8.813782592653752e-09,3.1477796369472344e-08
1938,5.186085783037697e-09,1.9447821131279852e-08
1939,7.647025235257843e-09,2.7529290846928234e-08
1940,5.0715658339584024e-09,2.7893612752905028e-08
1941,5.312704587367989e-08,3.5418032950929046e-08
1942,1.2136847082899749e-08,5.158160121254696e-08
1943,8.709705845433291e-09,4.064529335323641e-08
1944,1.2852744646352221e-08,2.8918675454292497e-08
1945,1.089252066321933e-08,4.1391576388605245e-08
1946,8.352662561605939e-09,4.733175273941015e-08
1947,1.1920871401116528e-08,3.337843779149807e-08
1948,4.348755133776194e-09,3.3702851842676296e-08
1949,2.945102384188658e-09,3.730463205009471e-08
1950,1.0635361036293034e-08,3.828729977506384e-08
1951,1.9190522948520083e-08,4.584402901741669e-08
1952,1.8980646387944944e-08,3.9015775499251504e-08
1953,1.6160740301529586e-08,4.0940545176226806e-08
1954,9.772536557761669e-09,3.420387528763058e-08
1955,1.407841132561316e-08,3.566531026066855e-08
1956,4.360570571293465e-09,3.750090815657359e-08
1957,8.835037590415595e-09,2.6505113159824845e-08
1958,1.2408365002158916e-08,4.549733745307094e-08
1959,9.300897829689347e-09,3.487836619520124e-08
1960,1.1073333361366622e-08,3.3912082697540313e-08
1961,7.64297514166401e-09,4.933193054057483e-08
1962,1.2683912586908264e-08,3.7417544285212045e-08
1963,9.052474325699222e-09,3.168366058403649e-08
1964,6.6923653285755336e-09,3.8329001528225604e-08
1965,2.73602163147757e-09,3.228505512931079e-08
1966,8.862519607077957e-09,3.4896172285137084e-08
1967,7.888536934785861e-09,3.303324902503846e-08
1968,2.69484942694298e-09,3.0541626977464986e-08
1969,7.2668124850849836e-09,2.906724971829533e-08
1970,5.058597540852361e-09,2.2993624781975086e-08
1971,7.707596338946132e-09,3.237190449034699e-08
1972,6.156176013405457e-09,3.796308822856531e-08
1973,5.513203671370093e-09,3.142526106003629e-08
1974,1.0688586127294286e-08,2.418995859176931e-08
1975,3.4268881066168433e-09,3.25554365687708e-08
1976,5.713526984862938e-09,2.742492810625663e-08
1977,7.052138428775834e-09,2.585783925868057e-08
1978,8.910887139279566e-09,3.148513549877663e-08
1979,7.607565244427406e-09,3.745262877608013e-08
1980,3.97960553399912e-09,4.320714641625756e-08
1981,1.2651099057237047e-09,2.4037088375283844e-08
1982,9.311253101884631e-09,2.5450759721934446e-08
1983,1.2630632095778083e-09,2.968198609121231e-08
1984,8.69851302098823e-09,4.059306074610802e-08
1985,2.4062232206745193e-09,2.7070011343610645e-08
1986,5.994485352545098e-09,4.196139902212792e-08
1987,3.0554083707556856e-09,2.810975807676641e-08
1988,6.596209356501959e-09,4.8572086297493655e-08
1989,5.488121956886971e-09,3.8965665916101955e-08
1990,4.90378582185258e-09,3.8140558378252365e-08
1991,2.344586080837985e-09,4.337484382777035e-08
1992,5.509944056569793e-09,3.746761989553704e-08
1993,4.985286850001103e-09,3.6558769622718756e-08
1994,5.274926717646622e-09,3.112206664601658e-08
1995,3.795715741716776e-09,3.361919603817043e-08
1996,3.736664311304594e-09,4.644140250142925e-08
1997,9.58978896292706e-10,3.1646302578458574e-08
1998,1.3350762273489636e-08,3.0516027482718755e-08
1999,8.226361730701015e-09,4.4787972941495724e-08
2000,2.6508187866980393e-09,4.8156544085742325e-08
2001,4.3812117822561447e-10,4.6878967985275466e-08
2002,1.3143663935011318e-09,4.512657952870924e-08
2003,3.333538334260311e-09,3.9585769162631124e-08
2004,3.0833537945085254e-09,5.329797403419434e-08
2005,9.007499190971657e-10,4.323599556155244e-08
2006,2.0589450144825605e-09,4.4473212668094675e-08
2007,2.3966877371606188e-09,4.1542587370102524e-08
2008,2.9802078582719105e-09,5.704969038844432e-08
2009,4.76819250749827e-09,6.103286342984404e-08
2010,9.447586046817946e-10,7.321879152977218e-08
2011,4.206369030868018e-09,1.2695586265598635e-07
2012,2.7234021704458655e-09,1.1540416405830811e-07
2013,3.0680376017500066e-09,9.8456111818912e-08
2014,3.4647122948427977e-09,9.008251738995554e-08
2015,5.763096222466402e-09,1.1858678417020485e-07
2016,6.006886099640951e-09,1.0688114659984649e-07
2017,4.779661555431858e-09,9.282606086569167e-08
2018,2.8396134332808742e-09,1.1100307034661583e-07
2019,3.06118530524202e-09,9.107026160970477e-08
