year,quelques_DET armes_NOUN,quelques_DET charmes_NOUN
1959,6.898165372248855e-08,2.9452841276977892e-08
1960,7.82054203618543e-08,3.114375091151089e-08
1961,7.434530058247901e-08,1.8065213991391715e-08
1962,9.830032254853904e-08,1.3952304034337004e-08
1963,7.047998362708086e-08,3.103705559226455e-08
1964,6.75320452891981e-08,1.946869854219102e-08
1965,8.700548903561867e-08,2.1888173939998978e-08
1966,8.419393804359743e-08,1.7171130961557424e-08
1967,8.480177005054657e-08,3.204717990978878e-08
1968,9.342144702273458e-08,2.4253646091487724e-08
1969,9.764779207444008e-08,2.1346262063515198e-08
1970,9.243436949191164e-08,2.161400730615881e-08
1971,8.375587912112792e-08,2.928886555508825e-08
1972,8.054330891127393e-08,2.6163748834129308e-08
1973,9.703238701419536e-08,1.8193572481894904e-08
1974,8.607124346582395e-08,1.7439271360331077e-08
1975,9.366827269374767e-08,1.1422960799478687e-08
1976,8.570290388476565e-08,4.570821499072508e-09
1977,7.992423611824506e-08,1.3516598507123945e-08
1978,8.732669387612191e-08,1.1881182482298414e-08
1979,1.0767631009045431e-07,1.3459538927840242e-08
1980,8.81198363167357e-08,1.4781391666218724e-08
1981,1.0690178653405269e-07,1.3916208629893845e-08
1982,9.621628604961074e-08,1.4898005162855554e-08
1983,7.767839038663737e-08,1.326216381158929e-08
1984,1.0496205726795438e-07,1.9136728202084896e-08
1985,9.62489257183563e-08,2.0452897375733414e-08
1986,9.711066306650196e-08,1.798345583559069e-08
1987,9.04400909718106e-08,3.0554084151646066e-08
1988,8.575071985816862e-08,1.6190695006912392e-08
1989,9.878619833258995e-08,1.2622680900520322e-08
1990,1.0297950092663655e-07,2.3429199524915845e-08
1991,8.850812704963573e-08,1.0550637696837839e-08
1992,1.1019888468410954e-07,2.093778761480536e-08
1993,1.1743120076346258e-07,1.8833305803767075e-08
1994,1.461154672810494e-07,1.2659824188965274e-08
1995,1.2146290107040159e-07,1.6809596992128917e-08
1996,7.526709921990005e-08,1.3345230476247139e-08
1997,1.0548767992446528e-07,1.006927874414032e-08
1998,9.917708743145681e-08,1.2873949239988747e-08
1999,8.363467962624327e-08,1.1882523409667556e-08
2000,8.261718731361611e-08,1.0603275590881367e-08
2001,9.37579300863689e-08,1.9277332063971642e-08
2002,1.2092170997846097e-07,1.7086763115514714e-08
2003,8.667199447032203e-08,9.583922655487243e-09
2004,9.161965697224161e-08,1.1452457648886138e-08
2005,9.367799069792682e-08,1.2610498534293413e-08
2006,9.512325993554782e-08,1.5647982021249618e-08
2007,6.790615358909236e-08,1.3581230029480196e-08
2008,8.81290018739378e-08,1.8306990812178014e-08
2009,8.344336865917512e-08,1.2397300963584712e-08
2010,8.455589539657637e-08,1.6060896612657416e-08
2011,8.06858099777763e-08,1.720787323744588e-08
2012,9.702120529198055e-08,1.5659562535574878e-08
2013,1.1072826122671131e-07,1.6734750696301148e-08
2014,9.809466927634958e-08,2.3170263263594393e-08
2015,1.028490999033238e-07,4.144996013089042e-08
2016,1.1392370158347376e-07,2.817022404233427e-08
2017,8.779483362530982e-08,1.2074934829797712e-08
2018,9.525612298943997e-08,1.4456214003644163e-08
2019,9.82130270443804e-08,3.2652644810227116e-08
