year,aux_ADP entiers_ADJ,aux_ADP chantiers_NOUN
1865,0.0,8.236977322439998e-08
1866,0.0,1.1385534293140154e-07
1867,0.0,1.572310939224053e-07
1868,1.4819622196071691e-09,7.45920949452028e-08
1869,4.883519144627257e-10,8.155476649562843e-08
1870,0.0,8.658413497286688e-08
1871,0.0,1.9011907426147445e-07
1872,0.0,2.1528527394121255e-07
1873,0.0,1.1792429094326096e-07
1874,0.0,2.109037013364734e-07
1875,0.0,1.0184318455230823e-07
1876,0.0,6.227395488167531e-08
1877,0.0,1.1132668475966057e-07
1878,0.0,1.2863259152284812e-07
1879,0.0,1.5823152077487634e-07
1880,0.0,1.4055082719899303e-07
1881,0.0,1.6106492151113372e-07
1882,0.0,1.1247601117148065e-07
1883,0.0,1.497683279616524e-07
1884,0.0,1.452373306065624e-07
1885,0.0,1.6243001993432316e-07
1886,0.0,1.6714471229306582e-07
1887,6.528924623161458e-10,1.5799997754584183e-07
1888,1.9021844099853524e-09,1.5534506436765128e-07
1889,1.2530273485467092e-09,1.478572325686045e-07
1890,1.3108772956016423e-09,1.7762387294339987e-07
1891,0.0,1.7847815980687187e-07
1892,0.0,1.817868566789116e-07
1893,6.158416554491453e-10,2.056911104220127e-07
1894,1.2603078580752936e-09,1.6447018147403014e-07
1895,6.018614495673091e-10,2.3653154457292658e-07
1896,0.0,2.394193731047878e-07
1897,0.0,3.362013698549049e-07
1898,0.0,3.8872898355801766e-07
1899,0.0,5.262254738624961e-07
1900,0.0,4.427968267606275e-07
1901,0.0,4.968388820358882e-07
1902,4.910283846193408e-10,5.342388673668097e-07
1903,0.0,4.4929831766182815e-07
1904,0.0,3.6224972532750144e-07
1905,0.0,4.80466655794487e-07
1906,0.0,4.475440613660453e-07
1907,0.0,4.638844703919176e-07
1908,0.0,4.813161256222998e-07
1909,0.0,4.499804502344773e-07
1910,1.068830135508847e-09,4.900586292322373e-07
1911,1.5961122423746588e-09,5.22992776197384e-07
1912,0.0,5.120861121810094e-07
1913,1.590896969716482e-09,6.077226382128487e-07
1914,0.0,4.3260964099900434e-07
1915,0.0,4.0172398363402806e-07
1916,1.0987462051303964e-09,3.988448631364605e-07
1917,0.0,6.283761138092814e-07
1918,0.0,4.4682003075280363e-07
1919,0.0,5.561540543652654e-07
1920,3.786115865267448e-09,5.467151358296007e-07
1921,0.0,4.604230543492349e-07
1922,1.4755870969551665e-09,5.924482220365235e-07
1923,0.0,4.3206907740511724e-07
1924,1.289162443462999e-09,4.6152014387956797e-07
1925,0.0,3.9153513187173417e-07
1926,0.0,3.276964719578501e-07
1927,0.0,3.7126919338881237e-07
1928,1.1426041224282812e-09,4.5932685188709854e-07
1929,2.2280812750352652e-09,3.9325635503573153e-07
1930,0.0,4.632089094513958e-07
1931,0.0,4.57354812688493e-07
1932,1.0959536611565568e-09,4.1755834967460714e-07
1933,0.0,4.014731822543638e-07
1934,0.0,4.876503005846189e-07
1935,1.196828414151696e-09,5.361791144409267e-07
1936,2.424942913137329e-09,6.29272665086944e-07
1937,1.2591118148108649e-09,6.018554434827905e-07
1938,0.0,3.591364527988361e-07
1939,0.0,3.548219709159639e-07
1940,0.0,2.053984120564678e-07
1941,0.0,4.929009183030075e-07
1942,0.0,7.312450618357502e-07
1943,0.0,5.051629381469525e-07
1944,0.0,4.1771420455916086e-07
1945,0.0,5.424475055804123e-07
1946,0.0,4.078883453217941e-07
1947,0.0,4.982924171059722e-07
1948,0.0,4.0769579090493835e-07
1949,0.0,6.50867661988741e-07
1950,0.0,5.721824436477618e-07
1951,0.0,7.175123455382959e-07
1952,2.1089607837865287e-09,5.156409161877207e-07
1953,1.0773827385790469e-09,4.923639052023532e-07
1954,1.9545072227344917e-09,5.677843510909497e-07
1955,0.0,5.772148883309569e-07
1956,0.0,5.197800270195785e-07
1957,0.0,5.195002246161096e-07
1958,0.0,5.831931710886806e-07
1959,7.750747821333448e-10,7.053180803850978e-07
1960,0.0,5.827341778008588e-07
1961,0.0,6.969003969459209e-07
1962,0.0,9.145101280694234e-07
1963,0.0,1.0119373374806173e-06
1964,1.2167936658258327e-09,5.749349965000761e-07
1965,1.6416130677043839e-09,5.751117733154842e-07
1966,0.0,6.962616723171777e-07
1967,4.930335584241163e-10,5.990357716534334e-07
1968,4.4914158503495116e-10,5.070808493101708e-07
1969,1.3625273131978588e-09,8.325042326617904e-07
1970,0.0,8.765169594582289e-07
1971,1.0276794970565106e-09,8.360172918386866e-07
1972,0.0,8.567345046728292e-07
1973,0.0,7.861828299482454e-07
1974,5.625571675160757e-10,8.995289082491809e-07
1975,0.0,7.704786515461137e-07
1976,5.713526873840635e-10,8.798831503398219e-07
1977,5.876781838942691e-10,9.044367530464115e-07
1978,5.940591352171509e-10,9.576233415131696e-07
1979,0.0,7.736308820227578e-07
1980,0.0,7.993321657906449e-07
1981,0.0,9.444045652173827e-07
1982,0.0,8.721540947220774e-07
1983,6.315316047889041e-10,7.799415069342786e-07
1984,0.0,5.068333290836335e-07
1985,0.0,5.257597655017321e-07
1986,5.994485463567401e-10,4.6756985749851765e-07
1987,0.0,4.6747749760100987e-07
1988,0.0,4.827225756898201e-07
1989,0.0,4.873452494891239e-07
1990,0.0,4.2499477803659147e-07
1991,0.0,5.345656362010232e-07
1992,0.0,3.972669944118934e-07
1993,0.0,3.6780336554187443e-07
1994,0.0,3.8665211032906655e-07
1995,5.422450821690461e-10,4.440987364517923e-07
1996,0.0,4.0462738937208087e-07
1997,0.0,4.209917250364015e-07
1998,0.0,4.2197943450617004e-07
1999,0.0,3.7292842147707006e-07
2000,0.0,3.636040011301134e-07
2001,0.0,3.1676161027505145e-07
2002,0.0,3.7897565041689063e-07
2003,0.0,3.8419030223835193e-07
2004,0.0,3.8233587540403846e-07
2005,0.0,3.711089759939057e-07
2006,0.0,3.1748929840702544e-07
2007,0.0,3.503158516604543e-07
2008,0.0,3.8700125326585066e-07
2009,0.0,2.4889965022367733e-07
2010,4.723793023408973e-10,2.569743342561992e-07
2011,3.82397197240536e-10,3.2159603757797584e-07
2012,0.0,2.6042533796122314e-07
2013,0.0,2.4711648372033324e-07
2014,0.0,2.501089108736254e-07
2015,0.0,2.0303830328138872e-07
2016,0.0,1.9636303649761544e-07
2017,0.0,1.8917396893414207e-07
2018,0.0,1.7708861621557048e-07
2019,0.0,1.6632439714392433e-07
