year,tes_DET ans_NOUN,tes_DET chants_NOUN
1857,4.7838790040444223e-08,1.0348798973325302e-07
1858,2.055343872875426e-08,9.68947828083877e-08
1859,4.328347347204442e-08,7.078120844994373e-08
1860,1.8308735055816427e-08,1.0893697766078958e-07
1861,2.9710572058139206e-08,7.262584339473577e-08
1862,3.840288445577933e-08,1.0165469277456651e-07
1863,2.2475794225762513e-08,6.892576731587496e-08
1864,3.0206785961439664e-08,8.678457774635717e-08
1865,1.647395531101381e-08,6.354239900918657e-08
1866,2.7733993990253225e-08,5.254861779047104e-08
1867,2.717574432153924e-08,6.648351735805136e-08
1868,1.0867722721741302e-08,7.903798349140345e-08
1869,2.5882651355502162e-08,7.32527846158959e-08
1870,2.408300403544672e-08,7.224901210634016e-08
1871,2.124235387590545e-08,4.779529749754374e-08
1872,2.297988976884824e-08,5.3216586137772026e-08
1873,1.3169209722718733e-08,4.728943703291577e-08
1874,2.2106053876314036e-08,4.9589256867488274e-08
1875,1.4875970677508121e-08,6.064818869333521e-08
1876,1.0882827083946722e-08,4.897272010140341e-08
1877,2.1028373708986692e-08,5.133397351642088e-08
1878,9.662541766708443e-09,5.374789036061145e-08
1879,1.5884245807562536e-08,3.9710613020105257e-08
1880,2.1820676820993867e-08,8.407378615515881e-08
1881,4.183504653809678e-09,5.9266314134109876e-08
1882,1.9966154729544883e-08,6.72193904982521e-08
1883,1.7062214974217227e-08,6.888079484568266e-08
1884,2.9047466654219534e-08,6.667714025354599e-08
1885,1.5469526104539e-08,5.349877763016764e-08
1886,2.1941776617850905e-08,5.2918402992929714e-08
1887,2.546280519766242e-08,2.7421483361766974e-08
1888,1.7119660356001987e-08,5.643146971934243e-08
1889,1.3156787381785051e-08,5.513320422423362e-08
1890,3.015017774332662e-08,3.9326319090093875e-08
1891,2.4222036598686714e-08,3.824532202045816e-08
1892,2.3820346362057876e-08,4.387958796314706e-08
1893,1.1085149798084615e-08,3.387129199339256e-08
1894,2.3315696040526745e-08,4.600123659770361e-08
1895,1.745398137131815e-08,5.115822299117667e-08
1896,1.1204355165883584e-08,3.8330687734955404e-08
1897,1.9228155068162778e-08,2.3306854890492446e-08
1898,1.4711722506888236e-08,3.904264855858486e-08
1899,8.291367592505594e-09,4.145683618617113e-08
1900,7.267474400052265e-09,4.1528424477021986e-08
1901,2.794369402536745e-09,1.5648469353646277e-08
1902,7.856454153909453e-09,3.731815878538214e-08
1903,9.720396931811592e-09,4.968202516053566e-08
1904,1.5048950530172078e-08,4.299700062659895e-08
1905,2.528772019561032e-08,4.6962907007674914e-08
1906,1.6461390472954918e-08,4.218231186570165e-08
1907,2.0571373937627868e-08,4.6799875974556926e-08
1908,1.1787333775714615e-08,5.9427807785894515e-08
1909,1.1552065415365576e-08,5.996072011127396e-08
1910,7.481811059584231e-09,5.076943176973714e-08
1911,1.1172786140711821e-08,5.533189284534501e-08
1912,7.814131564032323e-09,6.355493764598208e-08
1913,1.6969567750990677e-08,4.5075411403416865e-08
1914,1.875088229130739e-08,4.486818383497848e-08
1915,1.2958838335741518e-08,1.6493066468115103e-08
1916,8.789969863087777e-09,1.4283700666695154e-08
1917,9.8697816586224e-09,2.7416060199847436e-08
1918,1.2635013924011673e-08,2.412139021856774e-08
1919,2.4861190661695787e-08,5.985101603211973e-08
1920,9.086677632552664e-09,4.770506123463747e-08
1921,2.4232791773215467e-08,4.770830819289529e-08
1922,2.0658220023506146e-08,4.279202503454371e-08
1923,5.095655097875351e-08,7.855801342770974e-08
1924,3.0939897754933554e-08,7.863891138271129e-08
1925,3.409435223034052e-08,5.939016212153092e-08
1926,2.7865347029809584e-08,4.7928393698271066e-08
1927,1.0034302388994831e-08,6.132073737674659e-08
1928,1.5996457491951332e-08,3.9991142619655307e-08
1929,1.4482528065684619e-08,4.567566680435675e-08
1930,1.575540553577781e-08,5.671945979557336e-08
1931,1.710803587684495e-08,5.930785462737731e-08
1932,1.6439305028370654e-08,4.274219400635104e-08
1933,5.735331320977366e-09,3.785318591909004e-08
1934,9.585264137967897e-09,4.912448048344231e-08
1935,1.196828414151696e-08,3.2314367182095793e-08
1936,1.8187071404440758e-08,4.849885870683579e-08
1937,2.7700460591972842e-08,3.777335555454897e-08
1938,5.963998717106733e-08,2.981999247531064e-08
1939,1.6823456405745674e-08,3.8235126176289214e-08
1940,1.0143131667916805e-08,4.310830958864642e-08
1941,8.854507793643052e-09,2.3612021227137348e-08
1942,2.1239482173029955e-08,3.944475324146879e-08
1943,1.7419411024732767e-08,4.645176376882887e-08
1944,1.6065930807940276e-08,4.819779064746399e-08
1945,0.0,6.099811411530709e-08
1946,3.6194869323935563e-08,4.454753455007676e-08
1947,9.536696765621855e-09,3.695470018882929e-08
1948,4.348755133776194e-09,2.93540967089001e-08
1949,2.2579119018928395e-08,2.3560819517598475e-08
1950,4.892266147749069e-08,3.296962081122956e-08
1951,1.2793682557799002e-08,3.7314906720098406e-08
1952,1.3708244983590134e-08,1.5817205323287453e-08
1953,1.4005975934594517e-08,1.939289007157896e-08
1954,8.795282502305213e-09,3.420387528763058e-08
1955,6.569925492527773e-09,3.848099261460902e-08
1956,1.3953826760726429e-08,4.186147783968863e-08
1957,8.835037590415595e-09,3.534015258210843e-08
1958,1.3235589513271862e-08,2.5643954515430778e-08
1959,1.9376869886400527e-08,2.0927019450667217e-08
1960,1.5225833038812198e-08,2.7683332848305042e-08
1961,1.598076693198891e-08,5.419564041986291e-08
1962,9.512934440181198e-09,3.361236844412474e-08
1963,1.0992290189193454e-08,2.909723928468111e-08
1964,9.125952216137989e-09,3.528701586485994e-08
1965,2.3529786119524942e-08,2.188817349590977e-08
1966,2.381802199913352e-08,3.489617261820399e-08
1967,2.8102913107730387e-08,3.944268572864118e-08
1968,3.0092486724697665e-08,5.389699125890601e-08
1969,1.090021850558287e-08,2.815889826868201e-08
1970,1.195668489217816e-08,2.3913370394978983e-08
1971,2.2095109963871096e-08,5.395317448364523e-08
1972,1.539044047760285e-08,3.847610230423015e-08
1973,1.5988290802404492e-08,3.142526194821471e-08
1974,6.750686232237513e-09,1.4626486299906816e-08
1975,1.1994108817248161e-08,2.1132476657470534e-08
1976,1.8854638683674096e-08,1.6569227545559784e-08
1977,1.1753563289307323e-08,1.1753563455840776e-08
1978,1.3069301196821925e-08,4.039602163885547e-08
1979,5.851973239323627e-09,2.9845062976541215e-08
1980,6.253665585376211e-09,2.0466541628128e-08
1981,8.855769562110538e-09,1.7078983338691955e-08
1982,8.690503427999374e-09,2.7933761082010733e-08
1983,5.052252838311233e-09,2.0840542958033836e-08
1984,9.278413259927731e-09,2.667543930190419e-08
1985,1.0828004270990732e-08,1.4437339213024813e-08
1986,1.3187867686781374e-08,2.5176839502094595e-08
1987,7.332980445085013e-09,1.833245094617908e-08
1988,1.9788627514394364e-08,1.2592763054541933e-08
1989,8.232183490441969e-09,1.920842729319361e-08
1990,1.6345952147389653e-08,2.6698389055113125e-08
1991,9.37834432335194e-09,3.106576595968136e-08
1992,1.2121877335236064e-08,2.9202703588637746e-08
1993,6.64704896680135e-09,1.7725463152817866e-08
1994,8.43988251508776e-09,2.1627199309204315e-08
1995,5.964695848348356e-09,3.036572415737737e-08
1996,9.074756945892659e-09,1.868332244470139e-08
1997,1.054876808126437e-08,1.8700088033618556e-08
1998,1.382757464085671e-08,2.6701523658800852e-08
1999,1.1882523409667556e-08,2.5136105863410307e-08
2000,9.277866475088103e-09,2.6066385050427243e-08
2001,1.1829271423513532e-08,1.3581756691527502e-08
2002,1.1391176002462089e-08,2.672545196258369e-08
2003,5.0003075569016175e-09,1.7084384795751362e-08
2004,1.5416770082765652e-08,2.1142998685164116e-08
2005,1.170974872621855e-08,2.612174776484011e-08
2006,1.1118302722934459e-08,2.800165077587735e-08
2007,1.1583990655594789e-08,1.8774053561765314e-08
2008,1.404955063399882e-08,1.7881246566764375e-08
2009,9.53638501499654e-09,2.4317780900062758e-08
2010,7.558068837454357e-09,1.8422793290895356e-08
2011,5.7359579308524644e-09,1.911985936242644e-08
2012,8.851057275993668e-09,2.6212746417897392e-08
2013,6.4149877077035455e-09,2.789125042035323e-08
2014,8.012147389990787e-09,2.165445200930094e-08
2015,7.093041445860315e-09,3.435691775521832e-08
2016,9.11389658186934e-09,5.074783007708028e-08
2017,2.7671724911471074e-09,2.6665479269105674e-08
2018,8.26069346260283e-09,2.891242723013221e-08
2019,9.693753078021672e-09,2.7295568472140985e-08
