year,leurs_DET ans_NOUN,leurs_DET champs_NOUN
1993,9.970573700002205e-09,6.912930778923965e-07
1994,2.1099706426497278e-09,6.672782131289523e-07
1995,9.760411145975922e-09,7.152212493366505e-07
1996,1.0676184380997711e-08,7.441300766686254e-07
1997,7.671831170341648e-09,6.909443124314407e-07
1998,7.152193948201102e-09,7.366759753324459e-07
1999,6.8553016596695215e-09,7.207207417536665e-07
2000,1.1045078629479121e-08,7.161629298479966e-07
2001,4.381211837767296e-09,6.86097784807771e-07
2002,7.448076377869484e-09,7.513794635372051e-07
2003,3.333538389771462e-09,7.371286532276144e-07
2004,1.7619165015858584e-09,6.867069597404907e-07
2005,6.7556245042510454e-09,7.305081819453108e-07
2006,3.706100981659688e-09,7.288665280213991e-07
2007,1.2782334662952977e-08,6.550946256567158e-07
2008,7.2376473703172906e-09,6.658635722800454e-07
2009,9.059565542202108e-09,6.584873704085226e-07
2010,3.3066551718974324e-09,7.232127243739228e-07
2011,3.059177577924288e-09,6.546639887972105e-07
2012,4.765953853791416e-09,6.399994871841841e-07
2013,5.578249862026041e-09,6.177912146299036e-07
2014,3.897801192920269e-09,5.725437279835432e-07
2015,5.098123256885856e-09,5.41952656085698e-07
2016,1.0356700386182638e-08,6.363156854760632e-07
2017,4.024978128569501e-09,6.110419983329507e-07
2018,3.0977600484760615e-09,5.932210571657492e-07
2019,3.5713827450933877e-09,4.872386538679052e-07
